
[00:00:00.000 --> 00:00:04.000]   [music]
[00:49:25.520 --> 00:49:26.520]   hot and dangerous.
[00:49:26.520 --> 00:49:27.800]   He stopped or moved it, let it cool down.
[00:49:27.800 --> 00:49:29.360]   It didn't explode, but Apple replaced it.
[00:49:29.360 --> 00:49:30.360]   No problem.
[00:49:30.360 --> 00:49:32.000]   And I think that that's probably them again.
[00:49:32.000 --> 00:49:36.920]   That's the case in most of the, so what happens is these outliers, whether it's a firmware
[00:49:36.920 --> 00:49:41.800]   of hacks on the keyboard or the, or the iPod that explodes or the, they make newsworthy
[00:49:41.800 --> 00:49:42.800]   stories.
[00:49:42.800 --> 00:49:43.800]   Right.
[00:49:43.800 --> 00:49:46.480]   What you don't hear is the 100,000 people who did have overheating batteries have got
[00:49:46.480 --> 00:49:47.480]   them replaced.
[00:49:47.480 --> 00:49:50.680]   Or I had a problem with my headphone jack and they replaced my iPhone.
[00:49:50.680 --> 00:49:52.080]   That's, that's what I haven't had.
[00:49:52.080 --> 00:49:53.080]   Really?
[00:49:53.080 --> 00:49:54.080]   Yeah.
[00:49:54.080 --> 00:49:55.760]   It wasn't, it couldn't see the headphone anymore.
[00:49:55.760 --> 00:49:57.760]   This was, this was my first generation.
[00:49:57.760 --> 00:50:01.560]   And then they handed me another one and then I went about my, my business breaks.
[00:50:01.560 --> 00:50:03.360]   Not, not to diminish the importance of this story.
[00:50:03.360 --> 00:50:07.720]   I mean, that's not a good thing if you could go to a bad guy's website and you could flash
[00:50:07.720 --> 00:50:08.800]   your keyboard.
[00:50:08.800 --> 00:50:10.960]   It doesn't talk about how you would retrieve that data.
[00:50:10.960 --> 00:50:11.960]   Right.
[00:50:11.960 --> 00:50:12.960]   It's more of a proof of it.
[00:50:12.960 --> 00:50:13.960]   It's, it's exactly what we said.
[00:50:13.960 --> 00:50:14.960]   We're just going to have a concept.
[00:50:14.960 --> 00:50:15.960]   Yeah.
[00:50:15.960 --> 00:50:20.760]   Well, you know, I, I would hope that Apple would somehow modify the keyboard, the HID
[00:50:20.760 --> 00:50:23.280]   firmware, a theater to not do that.
[00:50:23.280 --> 00:50:25.160]   I'm probably seeing an update in the next couple of weeks.
[00:50:25.160 --> 00:50:28.280]   I would hope so weeks, months, most keyboards are not secured.
[00:50:28.280 --> 00:50:32.280]   You know, the encryption on a keyboards is, is terrible.
[00:50:32.280 --> 00:50:33.920]   You have a wireless keyboard.
[00:50:33.920 --> 00:50:35.600]   Anybody across the room can see what you're typing.
[00:50:35.600 --> 00:50:37.600]   You don't need a keystroke locker.
[00:50:37.600 --> 00:50:38.600]   It's not anybody else.
[00:50:38.600 --> 00:50:40.960]   You can also see what you're typing by turning around in their chair.
[00:50:40.960 --> 00:50:41.960]   Yeah.
[00:50:41.960 --> 00:50:47.240]   There's actually a very, a great start we talked about on security now, about a consultant
[00:50:47.240 --> 00:50:52.480]   who sat across the street, was able to monitor a wireless keyboard across the street, get
[00:50:52.480 --> 00:50:56.120]   a ton of business information, go back to the company saying, I know this, I know this,
[00:50:56.120 --> 00:51:01.120]   I know this, I know this, all because your, you know, Logitech keyboard is broadcasting.
[00:51:01.120 --> 00:51:02.120]   Right.
[00:51:02.120 --> 00:51:04.200]   You know, a Bluetooth keyboard is a huge danger.
[00:51:04.200 --> 00:51:08.000]   Well, and I think also that, you know, they have software now that just looks at the pattern
[00:51:08.000 --> 00:51:11.040]   of your typing and it can be very accurate.
[00:51:11.040 --> 00:51:13.200]   You know, it's a whole other, yeah.
[00:51:13.200 --> 00:51:17.960]   It can actually calculate it just by just by knowing how, what, you know, the cadence
[00:51:17.960 --> 00:51:20.360]   in which you're typing their, their accuracy.
[00:51:20.360 --> 00:51:23.480]   I think it was, I think it was like over 80%.
[00:51:23.480 --> 00:51:28.840]   And there are and have been for a long time, keystroke loggers, chips you can embed in keyboards,
[00:51:28.840 --> 00:51:30.840]   you could bring a hundred keyboards to a business.
[00:51:30.840 --> 00:51:33.000]   You could put them all in there.
[00:51:33.000 --> 00:51:37.320]   No, keyboard sanitation service, get the keyboard back.
[00:51:37.320 --> 00:51:39.320]   And I mean, this has been around for ages.
[00:51:39.320 --> 00:51:43.480]   You know, in fact, I know, I would be very careful about using public computers because
[00:51:43.480 --> 00:51:45.560]   just assume they have a keystroke longer on them.
[00:51:45.560 --> 00:51:46.560]   Right.
[00:51:46.560 --> 00:51:47.880]   You know, many of them do.
[00:51:47.880 --> 00:51:50.920]   So this is not, I mean, let's just put this in perspective.
[00:51:50.920 --> 00:51:55.440]   However, we're reporting on it because we care.
[00:51:55.440 --> 00:51:56.440]   We want you to know.
[00:51:56.440 --> 00:51:57.440]   We report, you decide.
[00:51:57.440 --> 00:51:58.440]   Yeah.
[00:51:58.440 --> 00:51:59.440]   No, we decide.
[00:51:59.440 --> 00:52:00.440]   We do it all.
[00:52:00.440 --> 00:52:02.440]   That's what we're here for.
[00:52:02.440 --> 00:52:03.440]   Let's see.
[00:52:03.440 --> 00:52:06.240]   What else that we have on the agenda.
[00:52:06.240 --> 00:52:09.240]   Someone said they've tested the tablet.
[00:52:09.240 --> 00:52:17.440]   Yes, an analyst said, wouldn't say anything more that merely that he tested the tablet.
[00:52:17.440 --> 00:52:19.520]   Do you now credit the financial times?
[00:52:19.520 --> 00:52:24.000]   Do you think next month this is Apple insider says it's going to be next month?
[00:52:24.000 --> 00:52:29.360]   No, Apple, did Apple was, did they publish that today or earlier today?
[00:52:29.360 --> 00:52:34.440]   Did they publish something specifically saying that they, Apple and cider has been holding
[00:52:34.440 --> 00:52:35.440]   that's going to be 2010.
[00:52:35.440 --> 00:52:37.360]   Oh, they're saying 2010.
[00:52:37.360 --> 00:52:38.360]   Yes.
[00:52:38.360 --> 00:52:39.360]   Yesterday.
[00:52:39.360 --> 00:52:41.160]   This is a mashable mashable.
[00:52:41.160 --> 00:52:44.040]   Yeah, insider, you're right.
[00:52:44.040 --> 00:52:47.800]   Last week, insider was the one who said, no, no, we think it's 2010 financial times think
[00:52:47.800 --> 00:52:49.040]   it's at September.
[00:52:49.040 --> 00:52:51.080]   But now the list is saying it's close.
[00:52:51.080 --> 00:52:52.080]   It's close.
[00:52:52.080 --> 00:52:53.080]   Yeah.
[00:52:53.080 --> 00:52:55.880]   It's, I still really doubt that it.
[00:52:55.880 --> 00:53:00.200]   If the only way that I think they could ship it in September, if is if it's real purpose
[00:53:00.200 --> 00:53:06.640]   is as a media player, as a music device, as a book reader device and as an HD movie device,
[00:53:06.640 --> 00:53:10.640]   because as we've been saying, I really think that the way to get people to spend $500,
[00:53:10.640 --> 00:53:16.120]   $600, $700 for this is to make it into something better than just a media player.
[00:53:16.120 --> 00:53:20.560]   But if they were to simply say, release it in September, sell a lot of them for Christmas
[00:53:20.560 --> 00:53:22.760]   and promise that they're going to be apps for it next year.
[00:53:22.760 --> 00:53:24.120]   Oh, no, by the way, developers.
[00:53:24.120 --> 00:53:26.320]   There's a new kit for software.
[00:53:26.320 --> 00:53:27.400]   Here's here's lessons here.
[00:53:27.400 --> 00:53:29.000]   Some videos for how to do it.
[00:53:29.000 --> 00:53:31.720]   That's the only way I could possibly see them shipping it in September.
[00:53:31.720 --> 00:53:33.680]   This is what the analyst says.
[00:53:33.680 --> 00:53:37.560]   September launch or announcement November launch.
[00:53:37.560 --> 00:53:40.480]   He says they're going to have a final design in the next six weeks to the device to be
[00:53:40.480 --> 00:53:44.400]   then announced to September manufactured and shipped November.
[00:53:44.400 --> 00:53:51.160]   He says, Mr. analyst, whoever this guy is, 699 to 799.
[00:53:51.160 --> 00:53:54.240]   But one of the things this guy saw was high definition video.
[00:53:54.240 --> 00:53:57.400]   And he said, knock this socks off.
[00:53:57.400 --> 00:54:01.120]   That's an interesting market, the high definition video player.
[00:54:01.120 --> 00:54:02.520]   I think it's very probable.
[00:54:02.520 --> 00:54:06.760]   I think that it's, I don't really have a strong opinion about when it'll happen.
[00:54:06.760 --> 00:54:11.160]   I do think it'll happen before March of next year, but I don't know.
[00:54:11.160 --> 00:54:15.560]   I think it makes a great Christmas gift for me if anyone's watching.
[00:54:15.560 --> 00:54:16.560]   Me too.
[00:54:16.560 --> 00:54:17.560]   I'd love it.
[00:54:17.560 --> 00:54:19.000]   I'll be buying it for myself.
[00:54:19.000 --> 00:54:20.920]   But it isn't interesting though.
[00:54:20.920 --> 00:54:25.560]   Have you made up a list now of everybody who's going to be coming out with a tablet device
[00:54:25.560 --> 00:54:29.400]   in the next probable or release or announced in the next four to six months?
[00:54:29.400 --> 00:54:30.880]   We already have the Kindle DX.
[00:54:30.880 --> 00:54:32.720]   We have the Crunchpad that's going to be coming out.
[00:54:32.720 --> 00:54:35.720]   We have two different devices from two different publishers, including one that's being sponsored
[00:54:35.720 --> 00:54:37.520]   by Barnes and Noble.
[00:54:37.520 --> 00:54:41.000]   We have something I can't talk about.
[00:54:41.000 --> 00:54:44.280]   We also have Apple that's almost certainly going to be released in something soon.
[00:54:44.280 --> 00:54:48.960]   And I'm wondering how many of these competitors are part of their plan is first Apple release
[00:54:48.960 --> 00:54:50.920]   is their tablet and then we react to it.
[00:54:50.920 --> 00:54:53.160]   That's when we lock down our feature set.
[00:54:53.160 --> 00:54:58.640]   Because I think the one big winner unquestionably is going to be the ebook market because we're
[00:54:58.640 --> 00:55:01.880]   finally going to have a situation in which there are going to be enough of these cheap
[00:55:01.880 --> 00:55:07.320]   tablets in play all the way from a really affordable Kindle all the way up to a super
[00:55:07.320 --> 00:55:12.240]   exclusive wonderful Apple tablet that now it's going to really make sense for everybody
[00:55:12.240 --> 00:55:16.120]   to simply by default publish everything as ebook along with the print titles.
[00:55:16.120 --> 00:55:20.640]   So I think the tablet could be the real one of the big winners could be Adobe actually.
[00:55:20.640 --> 00:55:26.040]   When you look at being able to use the PDF the way it was meant to be used.
[00:55:26.040 --> 00:55:32.480]   I mean it's the PDF has so many features 3D, video embedding, hyperlink, all of that.
[00:55:32.480 --> 00:55:34.040]   Nobody uses this stuff.
[00:55:34.040 --> 00:55:35.040]   Adobe doesn't use it.
[00:55:35.040 --> 00:55:38.480]   What's crazy is they don't you get their PR stuff they could be adding.
[00:55:38.480 --> 00:55:40.480]   Would Apple support it you think?
[00:55:40.480 --> 00:55:43.240]   There's no reason why that's why you need something more than a Kindle.
[00:55:43.240 --> 00:55:44.840]   You need something more than an ebook reader.
[00:55:44.840 --> 00:55:46.440]   You really need something with some horsepower.
[00:55:46.440 --> 00:55:52.440]   I mean if I could get manuals like for my application on my video I mean animation.
[00:55:52.440 --> 00:55:55.200]   Yeah I mean it you know that it would be quite a thing.
[00:55:55.200 --> 00:55:58.560]   I mean Apple would much rather have all that being done with HTML5.
[00:55:58.560 --> 00:56:03.520]   I think they want PDF to standard for static text image or is that document imaging and
[00:56:03.520 --> 00:56:06.600]   not for anything interactive.
[00:56:06.600 --> 00:56:11.640]   Maybe I you know I love my Kindle but I think that you're right Alex that would be a killer
[00:56:11.640 --> 00:56:13.840]   product if you could play that.
[00:56:13.840 --> 00:56:15.840]   It just just color images.
[00:56:15.840 --> 00:56:19.640]   But what's amazing is how much is in PDF and it just never gets used to it.
[00:56:19.640 --> 00:56:23.880]   You know you always talked about Alex the idea that somebody should start you wanted
[00:56:23.880 --> 00:56:25.440]   to do this and he said companies should do this.
[00:56:25.440 --> 00:56:28.000]   We start making video with embeddable links.
[00:56:28.000 --> 00:56:29.000]   Quick time was able to do this.
[00:56:29.000 --> 00:56:30.000]   Right.
[00:56:30.000 --> 00:56:31.440]   And then the kind of I don't know if it still can nobody does.
[00:56:31.440 --> 00:56:34.880]   Well the way we did it with Macbreak when we were doing the R&D was we were using flash
[00:56:34.880 --> 00:56:38.920]   tracks within Quick Time to make it work and then Apple disabled them all for us.
[00:56:38.920 --> 00:56:45.280]   So you know they slowly you know first they turn flash off by default and then they just
[00:56:45.280 --> 00:56:47.080]   took the flash.
[00:56:47.080 --> 00:56:49.160]   So our old stuff doesn't work.
[00:56:49.160 --> 00:56:52.360]   So then we had to move to and the problem is that there are quick time there are ways
[00:56:52.360 --> 00:56:57.480]   to do it in Quick Time but the applications required to do it are so archaic you know
[00:56:57.480 --> 00:57:01.880]   that it's very painful you know to add that interactivity.
[00:57:01.880 --> 00:57:08.360]   And I think that's a big it's a huge thing that Apple has missed is not moving Quick Time
[00:57:08.360 --> 00:57:13.760]   into the future which is interactive video and I think Adobe is way ahead way ahead when
[00:57:13.760 --> 00:57:17.720]   it comes to flash you know you know that they are when it talks to interactivity.
[00:57:17.720 --> 00:57:19.680]   Well it doesn't like flash right.
[00:57:19.680 --> 00:57:23.080]   Well and I and I think that Apple has you know I was I was in an airport talking to a
[00:57:23.080 --> 00:57:26.040]   guy that said they're changing their whole website because one of the executives bought
[00:57:26.040 --> 00:57:29.840]   an iPhone and couldn't get to their own website with his iPhone and he just came in he walked
[00:57:29.840 --> 00:57:35.440]   into the office this is a big company and said I just want to read the flash.
[00:57:35.440 --> 00:57:37.800]   We need to rebuild the entire website because I can't see it.
[00:57:37.800 --> 00:57:39.560]   I'm on canvas and SVG and HTML.
[00:57:39.560 --> 00:57:41.680]   He didn't care what it was he didn't care if it was he just what they're gonna have
[00:57:41.680 --> 00:57:42.680]   to do.
[00:57:42.680 --> 00:57:45.120]   He's like I can't get to it on if I can't get to it on my own iPhone I'm not you know
[00:57:45.120 --> 00:57:48.640]   on my own phone you know this is where people are coming to our website and we're gonna have
[00:57:48.640 --> 00:57:54.200]   to and that's I think that's part of Apple's you know trajectory is it slows that development
[00:57:54.200 --> 00:57:58.420]   down it has companies rethink whether they want to put flash in their site when every
[00:57:58.420 --> 00:58:02.560]   time someone with an iPhone gets to it you know in that crowd you're not going to be
[00:58:02.560 --> 00:58:07.040]   able to see it.
[00:58:07.040 --> 00:58:13.160]   So the proof of concept is this Chris Brown song forever in the wedding dance video.
[00:58:13.160 --> 00:58:15.320]   We were talking about that on Twitter yesterday.
[00:58:15.320 --> 00:58:20.680]   Yeah so fantastic two weeks ago I mean this this is how fast this stuff happens this this
[00:58:20.680 --> 00:58:25.120]   video is coming gone this meme is over right but you probably all saw it I'd like to do
[00:58:25.120 --> 00:58:30.600]   my Tumblr log very early on I might have before that today show aired it in the first
[00:58:30.600 --> 00:58:35.360]   million in the first I was the first million views the you know it's the it's the I was
[00:58:35.360 --> 00:58:38.520]   in this YouTube video before it sold out.
[00:58:38.520 --> 00:58:41.720]   It was all about getting hit in the crotch by a grapefruit.
[00:58:41.720 --> 00:58:42.720]   It still is.
[00:58:42.720 --> 00:58:46.240]   There's actually well never mind.
[00:58:46.240 --> 00:58:51.040]   This video is for those who haven't seen it for some reason maybe because you were out
[00:58:51.040 --> 00:58:57.080]   of the country or something is a wedding procession on which everybody dances right and there's
[00:58:57.080 --> 00:58:59.000]   a Chris Brown song playing in the background.
[00:58:59.000 --> 00:59:03.200]   Now YouTube gave Chris Brown and his publishers the choice they said you can we can pull
[00:59:03.200 --> 00:59:09.520]   it down we can take out the audio or we can put an ad up for forever on the video he chose
[00:59:09.520 --> 00:59:13.440]   the latter smartly put the a lot of money with that it's back in the iTunes top 10 one
[00:59:13.440 --> 00:59:14.640]   year after the song came out.
[00:59:14.640 --> 00:59:21.960]   Yeah the the the company and the and the artist have reaped a big benefit because in
[00:59:21.960 --> 00:59:25.920]   effect there's a clickable link right it's it proves your idea.
[00:59:25.920 --> 00:59:29.440]   Yeah yeah I mean and now I think that we're going to see more of that I think that that
[00:59:29.440 --> 00:59:32.160]   was that's really the way to handle a lot of this.
[00:59:32.160 --> 00:59:38.760]   So you could give away a template that had this kind of functionality and have it supported
[00:59:38.760 --> 00:59:42.280]   by this kind of revenue and but in Apple would know that they wouldn't need to give it away
[00:59:42.280 --> 00:59:45.840]   but they could they could give away an iPhone they make so much you know they you know the
[00:59:45.840 --> 00:59:50.400]   amount of money I spend on my on my AT&T bill and and the apps and the music and everything
[00:59:50.400 --> 00:59:54.320]   else you know they're definitely making way more money on that than they are from the
[00:59:54.320 --> 01:00:01.040]   the actual hardware but I think that you know this clickable I think that's the beginning
[01:00:01.040 --> 01:00:05.120]   I mean you know we've been we've been I love this idea I mean I read it so you see it really
[01:00:05.120 --> 01:00:07.560]   is a media device more than anything else.
[01:00:07.560 --> 01:00:11.000]   I see it as this I mean I see it as an interface to everything we're doing when you look at
[01:00:11.000 --> 01:00:14.760]   augmented reality you know the augmented reality they're doing in New York with the subways.
[01:00:14.760 --> 01:00:18.400]   That's where you have a browser you hold it up because the thing has GPS and a compass
[01:00:18.400 --> 01:00:22.440]   in it you hold it up and it could say that building you're looking at right now here's
[01:00:22.440 --> 01:00:25.160]   you know a directory or here's some information about it.
[01:00:25.160 --> 01:00:28.400]   I mean I see that this is an interface to that I also think it's going to put an immense
[01:00:28.400 --> 01:00:33.160]   amount of pressure on companies who haven't adopted video you know for interacting with
[01:00:33.160 --> 01:00:36.240]   people it's going to put a lot of pressure on them to produce a lot of video because
[01:00:36.240 --> 01:00:39.360]   it's going to be you know people are going to expect it they're going to be you know
[01:00:39.360 --> 01:00:43.440]   when I get when I buy my stuff from a Kia I'm going to expect a video on how to put that
[01:00:43.440 --> 01:00:47.760]   darn thing together because it's you know that that that cryptic little piece of paper
[01:00:47.760 --> 01:00:51.200]   that they hand me with with my shelving is not sufficient.
[01:00:51.200 --> 01:00:56.080]   Yeah you know and and it could be you know I like that idea you've got a new a key thing
[01:00:56.080 --> 01:00:59.960]   you just hold this up and say oh you see that piece put that piece or you can do that or
[01:00:59.960 --> 01:01:03.840]   even if you could just even if all I had was a 3d video and I just set my eye set this
[01:01:03.840 --> 01:01:07.760]   media pad up next to you know in my living room and sit there and or if I want to like
[01:01:07.760 --> 01:01:11.600]   have a if I want to learn how to make chicken court on blue I get to there and in piece
[01:01:11.600 --> 01:01:15.400]   by piece and this is something I can move around you maybe put a little cover over it
[01:01:15.400 --> 01:01:20.040]   when I'm in the kitchen but but set it down somewhere and be able to you know go through
[01:01:20.040 --> 01:01:22.520]   the step by step to put it together.
[01:01:22.520 --> 01:01:26.840]   There are so many opportunities with you know with this device the iPhone is just a little
[01:01:26.840 --> 01:01:30.360]   too small because you can't see it from a distance you can't you know like when you're
[01:01:30.360 --> 01:01:34.000]   working on something right you can't you have to look too closely and it's not quite bigger
[01:01:34.000 --> 01:01:39.960]   so it's 10 and a half inches enough I think it is I think that's I mean we were when we
[01:01:39.960 --> 01:01:44.280]   were looking at building one a year ago you know over a year ago and we were talking to
[01:01:44.280 --> 01:01:50.880]   Korean company and everything else about the development of it and I miss I felt like
[01:01:50.880 --> 01:01:54.880]   Apple was going to release one that last summer yeah and so I just felt like we weren't getting
[01:01:54.880 --> 01:01:58.200]   enough traction and drop the project and you know Tech crunch did not so there's going
[01:01:58.200 --> 01:02:01.520]   to be a crunch pad and there'll be some competition and now by the way we're seeing stories at
[01:02:01.520 --> 01:02:07.600]   Dell HP gateway and others are going to make tablets Mike this is so interesting because
[01:02:07.600 --> 01:02:11.960]   Microsoft tried to push this whole thing yeah five four years ago five years ago six years
[01:02:11.960 --> 01:02:19.440]   ago never had and it and it didn't go anywhere it didn't take off for a variety of reasons
[01:02:19.440 --> 01:02:23.480]   well the Internet Apple says let's do it Apple Apple doesn't even say let's do it the
[01:02:23.480 --> 01:02:28.840]   rumors of Apple maybe doing it are enough to get the other manufacturers yeah that's
[01:02:28.840 --> 01:02:33.720]   a good idea but I think Apple is good at waiting for things to become so pregnant that they
[01:02:33.720 --> 01:02:37.360]   have to happen like we were waiting for the I've we knew Apple is going to do a phone for
[01:02:37.360 --> 01:02:41.040]   what a year and a half two years we were talking about a phone I mean I held on to my little
[01:02:41.040 --> 01:02:45.220]   trio for a long time to waiting for Apple to finally release it you know and and so I
[01:02:45.220 --> 01:02:48.760]   think that you know we knew we were just frustrated that it hadn't come out and I think we're
[01:02:48.760 --> 01:02:52.320]   kind of and they do that very well you know where they wait until the market is really
[01:02:52.320 --> 01:03:00.400]   ready Apple though ever said they were going to do a tablet no no it's it's just it's just
[01:03:00.400 --> 01:03:05.360]   vaporware the difference is that Apple always thinks about what what about the context of
[01:03:05.360 --> 01:03:12.520]   a tablet needs to make sense we're God I'm sorry that was a I just realized that would
[01:03:12.520 --> 01:03:18.520]   be a very good Sarah Palin comment that's that sound like technological commentary no
[01:03:18.520 --> 01:03:22.160]   what Apple does is that they don't just simply say let's build a tablet let's put the guts
[01:03:22.160 --> 01:03:25.800]   that we have in the software we have inside this form factor but let's figure out how
[01:03:25.800 --> 01:03:31.440]   the humans would use a tablet and what would make sense for that shape the reason why Microsoft's
[01:03:31.440 --> 01:03:35.840]   tablet OS failed is because it wasn't tablet OS it was Windows right with a couple of
[01:03:35.840 --> 01:03:42.200]   10 extensions and again I had one for about a month and I spent a lot of time closely peering
[01:03:42.200 --> 01:03:45.600]   at the screen with a little stylist trying to make that little stylist hit the little
[01:03:45.600 --> 01:03:51.680]   close box on the standard windows window but Alex has a point in that this is it's starting
[01:03:51.680 --> 01:03:55.760]   to reach the point where everybody's familiar enough and welcoming enough of these sort
[01:03:55.760 --> 01:04:01.280]   of portable media technologies that they could really start to see make a case for paying
[01:04:01.280 --> 01:04:06.240]   300 to 700 dollars for a tablet again their books everywhere there's media everywhere
[01:04:06.240 --> 01:04:10.600]   there's movies everywhere it's time and if you have a web browser you have 70% of all
[01:04:10.600 --> 01:04:14.360]   the software that you need but yeah that's the other that's the other key isn't it well
[01:04:14.360 --> 01:04:20.200]   that works yeah yeah that's the other key is a is a browser is is really the opposite
[01:04:20.200 --> 01:04:24.520]   and you have thousands of of app developers that now I mean there's a lot of those that
[01:04:24.520 --> 01:04:28.600]   no matter how much we talk about the app store there is all of those iPhone app developers
[01:04:28.600 --> 01:04:33.080]   are going to you open up a media pad and a thousand of them will be a thousand apps
[01:04:33.080 --> 01:04:38.160]   will be out 2000 apps will be out in a week maybe two you know I mean especially if they
[01:04:38.160 --> 01:04:41.160]   get a two month warning if they've if they announce it in September and are going to
[01:04:41.160 --> 01:04:46.040]   release it in November they'll be 10,000 applications the day that the that the media
[01:04:46.040 --> 01:04:50.400]   pad ships you know I mean that's the I mean and you think the bulk of mobile media focused
[01:04:50.400 --> 01:04:52.920]   no I think they'll be everything they'll be the same thing that we saw I think they'll
[01:04:52.920 --> 01:04:57.320]   be the same thing that we saw for the iPhone just simply for the tablet with more stuff
[01:04:57.320 --> 01:05:05.120]   field runners be pretty good I don't like I gotta say oh poor Alex but how do you quietly
[01:05:05.120 --> 01:05:11.040]   never gonna get anything done ever again man I might actually have to do it when I'm
[01:05:11.040 --> 01:05:16.280]   not standing in line and that would be the yeah you can't bring that thing in line no
[01:05:16.280 --> 01:05:20.600]   no you're not doing it's the only way to deal with Starbucks in the morning is field
[01:05:20.600 --> 01:05:27.400]   runners let's see any other stories you kind of had an interesting thought Alex Lindsey
[01:05:27.400 --> 01:05:33.880]   oh Amazon has taken it started taking pre-orders this week for snow leopard Apple still says
[01:05:33.880 --> 01:05:38.720]   on their web page now I want to parse what Apple saying because you're of the opinion
[01:05:38.720 --> 01:05:43.040]   that you may we may see snow leopards sooner than September I think so I think of Amazon
[01:05:43.040 --> 01:05:47.040]   my guess is if Amazon Apple Amazon may do things pre-order but Apple doesn't do pre-orders
[01:05:47.040 --> 01:05:51.960]   for very long and so you know I think of Amazon is doing a pre-order I think we're gonna see
[01:05:51.960 --> 01:05:57.080]   it in weeks not so let me parse the language because it does say on the web page Mac OS
[01:05:57.080 --> 01:06:05.480]   10 snow leopard coming September 2009 with every new Mac right so so you could be shipping
[01:06:05.480 --> 01:06:12.520]   it earlier you could ship the upgrade sooner yeah so that's that's the no that's the September
[01:06:12.520 --> 01:06:19.320]   is with the new Macs upgrade from echo is 10 leopard for just $29 so that's a separate
[01:06:19.320 --> 01:06:24.080]   sentence so if we parse right but definitely if it's by September I think that the latest
[01:06:24.080 --> 01:06:26.520]   it would be this the first week of September I mean I think they're gonna come right out
[01:06:26.520 --> 01:06:30.520]   with it I must be September one I mean yeah you know I could see Amazon taking orders a
[01:06:30.520 --> 01:06:34.440]   month early yeah yeah but I think it's I definitely think is that I don't think snow leopard
[01:06:34.440 --> 01:06:38.120]   is behind schedule I don't think it's gonna slip I don't think it's gonna be done I think
[01:06:38.120 --> 01:06:41.600]   it's done yeah you don't take pre-orders or something it's not done yeah well unless you're
[01:06:41.600 --> 01:06:47.800]   Microsoft no you should you don't take pre-orders you ship it now are you gonna buy the five
[01:06:47.800 --> 01:06:53.680]   licensed family pack and you're a good citizen I'll probably buy a couple of those wow that's
[01:06:53.680 --> 01:06:58.280]   a really good citizen you know I've just I don't know why but it sort of made me think of
[01:06:58.280 --> 01:07:02.520]   like the Kellogg's variety pack where you get three copies of snow leopard you get one copy
[01:07:02.520 --> 01:07:07.680]   of 10.2 and you get two copies of Linux and it's like there's always that who get okay
[01:07:07.680 --> 01:07:18.960]   who gets the all brand the family pack is is a $99 is that right no $49 for five $49 for
[01:07:18.960 --> 01:07:24.400]   five I just I just ordered it yeah I'll at least get that did I say five the reason we'll
[01:07:24.400 --> 01:07:28.160]   get a couple is because I want to I need more than one installer disc we find that $10 a
[01:07:28.160 --> 01:07:32.640]   computer right and we need the my biggest problem is we lose the install it is so one
[01:07:32.640 --> 01:07:36.560]   gets scratched or something like that so I'll get a couple just so I have more install
[01:07:36.560 --> 01:07:40.280]   now of course got to remember you got to have a leopard on this system you can't all
[01:07:40.280 --> 01:07:44.840]   afraid of anything else yeah that's one of the best piece of advice when you get it when
[01:07:44.840 --> 01:07:48.480]   you get a new copy of your OS installer disc immediately go into disk utility and build
[01:07:48.480 --> 01:07:51.800]   a disk image of it and put it on one of you one of those big like one terabyte hard
[01:07:51.800 --> 01:07:55.200]   right you know we've got trouble with that really we've had trouble with the installers
[01:07:55.200 --> 01:07:59.960]   I you know I don't know if it's been with OS 10 but we've I we've we we back up we try
[01:07:59.960 --> 01:08:03.560]   to back up all of our install discs for that reason and I know that we can't do that with
[01:08:03.560 --> 01:08:09.520]   vinyl can you use one of the EFI utilities to make a USB key that is the same as an apple
[01:08:09.520 --> 01:08:14.120]   boot disk that's what you want that's what you know I do you don't actually need a utility
[01:08:14.120 --> 01:08:17.760]   that's actually just three four simple steps you can do it all throughout the US excuse me
[01:08:17.760 --> 01:08:23.720]   oh throughout the OS super duper would do it right um no because you still have to do
[01:08:23.720 --> 01:08:26.880]   a couple there there's basically what comes what comes down to is that when you create
[01:08:26.880 --> 01:08:32.520]   the volume you have to initially you have to form format the US the the the key drive
[01:08:32.520 --> 01:08:37.160]   as Mac OS you have to basically make sure it has GUID partitioning you also have to go
[01:08:37.160 --> 01:08:42.440]   do a get info in the finder and ordinarily the permissions of that volume will be set
[01:08:42.440 --> 01:08:47.600]   so that the OS cannot run on it I rather the installer will not recognize it as an installable
[01:08:47.600 --> 01:08:53.400]   drive unless you adjust the permissions correctly it were I mean it works I was having as my
[01:08:53.400 --> 01:08:56.480]   effect on the Mac many crews I was having a discussion with somebody about how practical
[01:08:56.480 --> 01:09:02.440]   this is and his his idea being that well look what if I just take a 16 gigabyte memory
[01:09:02.440 --> 01:09:07.080]   card have that have that as my emergency boot disk and just keep it in my wallet and if
[01:09:07.080 --> 01:09:10.760]   I get into troubles like on the road or if I'm a friend's house and they can trouble
[01:09:10.760 --> 01:09:16.400]   I can simply use that to boot off of I'm saying okay so long as you can get get a USB the
[01:09:16.400 --> 01:09:20.800]   USB card reader hooked up to it I don't know if you're gonna get that in your wallet too
[01:09:20.800 --> 01:09:24.840]   it's it's interesting it's it's it's it's cool it's a cool parlor trick and it might be
[01:09:24.840 --> 01:09:29.920]   useful for some people I think carrying around a you know a USB key with your installer I
[01:09:29.920 --> 01:09:33.280]   probably will do that for my you know the day that I now get snow leopard and I have
