;FFMETADATA1
title=St Jeff's Memorial Hospital
artist=Megan Morrone, Roberto Baldwin, Ashley Esqueda, Jason Howell
album_artist=TWiT
publisher=TWiT
album=This Week in Tech
TRDA=2022-07-24
track=885
language=English
genre=Podcast
comment=Amazon Buys One Medical, Google Glass AR, Netflix Ad-Supported		
encoded_by=Uniblab 5.3
date=2022
encoder=Lavf58.76.100



[00:00:00.000 --> 00:00:01.520]   It's time for Twit.
[01:21:47.900 --> 01:21:50.580]   And then later on, change your mind, which you can't do with, you know, you couldn't
[01:21:50.580 --> 01:21:52.060]   do traditionally with cars.
[01:21:52.060 --> 01:21:54.060]   So it's, it's sort of give and take.
[01:21:54.060 --> 01:21:57.700]   And for, for every good thing, there's always going to be something where like, oh my God,
[01:21:57.700 --> 01:21:58.700]   really?
[01:21:58.700 --> 01:22:03.700]   I mean, I've got three, I like in my, so in my Tesla app, right there, I've got three
[01:22:03.700 --> 01:22:04.700]   available.
[01:22:04.700 --> 01:22:06.500]   I've got acceleration boost.
[01:22:06.500 --> 01:22:09.900]   I can get a hands autopilot, which I didn't have an option for before.
[01:22:09.900 --> 01:22:13.420]   That's a new one that they, they used to have and then they didn't have it.
[01:22:13.420 --> 01:22:15.460]   And now that apparently they have it again.
[01:22:15.460 --> 01:22:17.020]   And then full self driving.
[01:22:17.020 --> 01:22:19.780]   So it's a, sorry, it's my, my poor cameras.
[01:22:19.780 --> 01:22:20.780]   Very sad.
[01:22:20.780 --> 01:22:24.540]   But yeah, and then, and then you have a subscription stuff where it's like, you know, hey, here's
[01:22:24.540 --> 01:22:28.820]   your $200 a month or whatever, if you want to just subscribe.
[01:22:28.820 --> 01:22:33.460]   So that's a, yeah, and they're constantly like, I'll get a little notification or whatever
[01:22:33.460 --> 01:22:39.180]   from my Tesla app and it'll be like, Hey, friend, how are you feeling about a.
[01:22:39.180 --> 01:22:43.100]   Just take a look at these upgrades that we might have for you.
[01:22:43.100 --> 01:22:47.620]   Like just, just look, we're no pressure, no pressure, but also if you want to drive your
[01:22:47.620 --> 01:22:51.100]   car a little bit faster, we could do that for you for $2,000 for the low, low price
[01:22:51.100 --> 01:22:52.460]   of two grand.
[01:22:52.460 --> 01:22:56.500]   And so yeah, they, they really, like, I will say it's not annoying.
[01:22:56.500 --> 01:23:04.100]   I don't have like constant, it's not constant in app advertising from my car manufacturer.
[01:23:04.100 --> 01:23:05.100]   Thank God.
[01:23:05.100 --> 01:23:06.100]   That would drive me crazy.
[01:23:06.100 --> 01:23:11.100]   But, um, but it is, but it is there every now and again, I get a little, little notification.
[01:23:11.100 --> 01:23:13.380]   That's like, Hey, you should, you should check the upgrade section.
[01:23:13.380 --> 01:23:14.380]   There's some new stuff in there.
[01:23:14.380 --> 01:23:19.500]   Like, or, or I don't know if you forgot, but you didn't buy full self driving and you
[01:23:19.500 --> 01:23:20.980]   might want to check that out now.
[01:23:20.980 --> 01:23:22.980]   Maybe it's maybe now you're interested in it.
[01:23:22.980 --> 01:23:27.900]   And so they just sort of like remind you that it exists every, every now and again.
[01:23:27.900 --> 01:23:34.740]   So that's, um, yeah, it's, it is very interesting how cars, especially EVs are just becoming
[01:23:34.740 --> 01:23:39.580]   so much more software based, which I know drives my dad crazy because he has a, he has
[01:23:39.580 --> 01:23:43.880]   an Ionic and they did a software update and it changed like the entire UI very similarly
[01:23:43.880 --> 01:23:48.340]   to how Tesla changes UI like a year and a half ago, a couple of years ago.
[01:23:48.340 --> 01:23:52.260]   And, um, and he, he was like, Oh, I have to relearn where everything is, it's driving
[01:23:52.260 --> 01:23:53.260]   me crazy.
[01:23:53.260 --> 01:23:54.460]   Like, he's, and he's just mad.
[01:23:54.460 --> 01:23:56.300]   Like he's furious about it.
[01:23:56.300 --> 01:23:57.300]   He's in his early 60s.
[01:23:57.300 --> 01:23:58.300]   He's just so mad about it.
[01:23:58.300 --> 01:24:00.220]   He's just like, Oh, I had to read, I had to look for everything.
[01:24:00.220 --> 01:24:01.380]   I didn't know where anything was.
[01:24:01.380 --> 01:24:04.620]   And, you know, it's just, yeah, that, that is frustrating.
[01:24:04.620 --> 01:24:08.580]   It's like, you know, you really have like all of your dials and everything else, you know,
[01:24:08.580 --> 01:24:10.340]   your, your screen dials, whatever.
[01:24:10.340 --> 01:24:13.700]   I don't have any dials on my car except for the two little wheels.
[01:24:13.700 --> 01:24:17.060]   But, um, but yeah, and then it's, you know, you use your screen and, and then all of a
[01:24:17.060 --> 01:24:18.420]   sudden everything's different.
[01:24:18.420 --> 01:24:23.180]   Some stuff that you use kind of one touch is now buried under two or three sub menus.
[01:24:23.180 --> 01:24:25.580]   There's like, I mean, it's a whole, is a whole ordeal.
[01:24:25.580 --> 01:24:28.140]   And I know it actually like is better.
[01:24:28.140 --> 01:24:32.780]   Like I know that that UI is more efficient in a lot of ways, but it's just, I'm so used
[01:24:32.780 --> 01:24:36.060]   to the previous one that it, you kind of grade against it.
[01:24:36.060 --> 01:24:40.020]   You're sort of begrudging on, uh, get having to learn this new UI.
[01:24:40.020 --> 01:24:42.940]   So I'm sure they'll change it again and they'll do a big revamp of it.
[01:24:42.940 --> 01:24:46.460]   It's someday, but, um, but yeah, it's like very annoying for a lot of people who are
[01:24:46.460 --> 01:24:51.060]   just used to traditional cars or you have just gauges and dials and like that's it.
[01:24:51.060 --> 01:24:52.060]   And it's, oh, okay.
[01:24:52.060 --> 01:24:55.460]   Well, and then you got your screen that has sort of your, your phone apps or whatever
[01:24:55.460 --> 01:24:59.300]   on it, your infotainment, but everything else is just right in front of you and it's always
[01:24:59.300 --> 01:25:00.940]   there and it's never going to change.
[01:25:00.940 --> 01:25:05.420]   So it's very, uh, very difficult for a lot of folks who are not used to that to like start
[01:25:05.420 --> 01:25:06.420]   getting used to that.
[01:25:06.420 --> 01:25:07.420]   Yeah.
[01:25:07.420 --> 01:25:10.900]   It's a big thing about muscle memory and how we, you know, after you've driven a car for
[01:25:10.900 --> 01:25:12.900]   a long time, you know where the volume control is.
[01:25:12.900 --> 01:25:14.180]   You know where the climate control is.
[01:25:14.180 --> 01:25:17.380]   You know where this is, and even with, if you have an infotainment screen, you know where
[01:25:17.380 --> 01:25:21.420]   things are because you've been using it, like, you know, your dad got used to the way the
[01:25:21.420 --> 01:25:23.040]   ionic was laid out.
[01:25:23.040 --> 01:25:25.740]   And then they're like, oh, you know what?
[01:25:25.740 --> 01:25:27.500]   We're just going to change it.
[01:25:27.500 --> 01:25:30.460]   And again, maybe they change it for the better, but maybe they change it for the worse.
[01:25:30.460 --> 01:25:35.040]   I mean, again, it's, you know, building a UI for a vehicle that's flying down the road
[01:25:35.040 --> 01:25:37.060]   to 70 miles an hour is difficult.
[01:25:37.060 --> 01:25:41.120]   Um, but you know, when you change that muscle memory, now it's like getting into a rental
[01:25:41.120 --> 01:25:42.120]   car.
[01:25:42.120 --> 01:25:43.120]   You're like, well, where is everything?
[01:25:43.120 --> 01:25:44.120]   You know, yeah.
[01:25:44.120 --> 01:25:45.820]   And that is literally my life.
[01:25:45.820 --> 01:25:51.560]   Every week I get a new car and every week I'm like, oh, okay.
[01:25:51.560 --> 01:25:52.960]   How do I turn on the wipers?
[01:25:52.960 --> 01:25:58.340]   Like I'm flashing lights at people or I'm a professional automotive journalist and I'm
[01:25:58.340 --> 01:26:01.580]   just flashing high beams at people all the time trying to figure out how to turn out
[01:26:01.580 --> 01:26:06.740]   the, the, the windshield wipers on because sometimes people are like, oh, it's right here,
[01:26:06.740 --> 01:26:08.040]   but you don't pull it to do this.
[01:26:08.040 --> 01:26:11.280]   You do, you know, you do this or it's way over here in the infotainment system, which
[01:26:11.280 --> 01:26:15.100]   is just, oh, don't even get me started in windshield wipers and infotainment.
[01:26:15.100 --> 01:26:19.240]   But yeah, yeah, it's, it's again, there's, there's, there's a, there's a good and the
[01:26:19.240 --> 01:26:24.600]   bad of the whole like, you know, the tech, the, the rise of tech and vehicles.
[01:26:24.600 --> 01:26:27.620]   And for the most part, it's good, but there are, there are some things that are just,
[01:26:27.620 --> 01:26:29.720]   just painfully frustrating.
[01:26:29.720 --> 01:26:32.880]   There's something that concerns me though about tech in vehicles.
[01:26:32.880 --> 01:26:37.160]   And I don't know if this is just outdated thinking or what, but I have a neighbor who
[01:26:37.160 --> 01:26:44.040]   has a Tesla Model X got it very early on and we've had the opportunity to, you know,
[01:26:44.040 --> 01:26:45.560]   drive it, borrow it.
[01:26:45.560 --> 01:26:50.320]   It's a long story, but we trade trailers for Teslas sometimes and they need to, you
[01:26:50.320 --> 01:26:53.200]   know, pull their trailer, they borrow our sequoia and we get their Tesla.
[01:26:53.200 --> 01:26:55.360]   So it's kind of a, kind of a sweet deal.
[01:26:55.360 --> 01:27:01.000]   Anyways, my point is anytime I'm in his vehicle, which at this point, if I had to guess probably
[01:27:01.000 --> 01:27:07.120]   like six years old, let's say somewhere around there, the, the in, in dash system,
[01:27:07.120 --> 01:27:10.040]   is like crazy laggy.
[01:27:10.040 --> 01:27:16.760]   Like every time you do anything, it just makes me think like, as we kind of pursue further
[01:27:16.760 --> 01:27:23.840]   this, this world filled with, you know, vehicles who are half computer, half vehicle, and more
[01:27:23.840 --> 01:27:28.880]   and more of that technology is, is infused inside of the vehicle.
[01:27:28.880 --> 01:27:33.160]   Will we run into what we run into now with our desktop computers and our laptops, which
[01:27:33.160 --> 01:27:37.960]   is that a, you know, six to eight years, some, somewhere down the line, this, this thing
[01:27:37.960 --> 01:27:44.000]   that was once very, very capable is canelica sure can do it, but it's just a lot slower
[01:27:44.000 --> 01:27:46.600]   and like, what is it going to be in 20 years?
[01:27:46.600 --> 01:27:47.600]   I see.
[01:27:47.600 --> 01:27:48.600]   I got like, I disagree with this.
[01:27:48.600 --> 01:27:53.640]   This is the same thing as having like, you know, a transmission replaced.
[01:27:53.640 --> 01:27:55.560]   You're just going to go and get your computer chip upgraded.
[01:27:55.560 --> 01:27:57.360]   Just swap out the chip.
[01:27:57.360 --> 01:28:01.720]   Just see, it'll cost, it'll cost you a arm and a leg, but you'll just be able to swap
[01:28:01.720 --> 01:28:03.280]   the chip, get it upgraded.
[01:28:03.280 --> 01:28:07.800]   That's actually quite, quite difficult because there's, there's, there's so integrated with
[01:28:07.800 --> 01:28:08.800]   the entire system.
[01:28:08.800 --> 01:28:12.880]   So it's, it's less likely they're going to do that and it's, it's, I mean, it's,
[01:28:12.880 --> 01:28:18.120]   I mean, it's, it's the most part, those vehicles are, you know, they're more and more the automakers
[01:28:18.120 --> 01:28:23.720]   are using, you know, quicker and quicker GPUs from, and mostly it's Nvidia, to be honest.
[01:28:23.720 --> 01:28:28.920]   I mean, video has built a whole new, a whole new headquarters just from all the money they're
[01:28:28.920 --> 01:28:30.280]   making from automakers.
[01:28:30.280 --> 01:28:34.920]   And I think for the, you know, automakers are, are they realized that these infotainment
[01:28:34.920 --> 01:28:40.020]   systems need to be quick day one and, you know, 15 years later.
[01:28:40.020 --> 01:28:45.080]   So at some point, your vehicle will still get upgrades, but at that point, they're just
[01:28:45.080 --> 01:28:46.080]   fixes.
[01:28:46.080 --> 01:28:49.480]   You're not getting new, you're not getting like old iPhones.
[01:28:49.480 --> 01:28:50.880]   Yeah, like an old iPhone.
[01:28:50.880 --> 01:28:54.880]   So say you're not compatible with the newest software upgrade, like you're going to stay
[01:28:54.880 --> 01:28:57.080]   at this version or whatever.
[01:28:57.080 --> 01:28:58.080]   Yeah.
[01:28:58.080 --> 01:29:01.520]   It's just way more than what a traditional car.
[01:29:01.520 --> 01:29:07.320]   It does feel like at some point, we may get to a place where we could upgrade the way
[01:29:07.320 --> 01:29:13.000]   we do a computer, but I don't think that that is close by, like under, by any means, but
[01:29:13.000 --> 01:29:17.240]   I do think that that would be like, because that's just more money, right?
[01:29:17.240 --> 01:29:21.200]   That, that a car company could get out of you if you were not planning on buying a new
[01:29:21.200 --> 01:29:23.920]   car every, you know, eight to 10 years.
[01:29:23.920 --> 01:29:26.520]   They'll just, what you already do with Tesla.
[01:29:26.520 --> 01:29:27.520]   Yeah, that's true.
[01:29:27.520 --> 01:29:33.200]   Yeah, it's, you know, it's, it's, especially the early days of last like 10 years, you know,
[01:29:33.200 --> 01:29:38.360]   you've had what people want versus what the automakers could deliver.
[01:29:38.360 --> 01:29:41.840]   And Tesla had the same problem when it comes to the speed of their, their infotainment system.
[01:29:41.840 --> 01:29:45.640]   You have laggies, you have, you have screens that just turn off, you have screens that
[01:29:45.640 --> 01:29:50.960]   are half dead, you know, automakers would put in features or they would have code that
[01:29:50.960 --> 01:29:54.600]   just wasn't, you know, optimized for the, for the hardware.
[01:29:54.600 --> 01:29:58.640]   So you have, you know, you have screens that are, you know, you end up with this latency
[01:29:58.640 --> 01:30:01.120]   issue and it's software is really difficult.
[01:30:01.120 --> 01:30:02.120]   Just ask Volkswagen.
[01:30:02.120 --> 01:30:07.160]   They, they released the ID three and the ID four and both of those, the hardware was fine.
[01:30:07.160 --> 01:30:12.200]   The software just wasn't up, wasn't ready and they released these vehicles and people
[01:30:12.200 --> 01:30:16.920]   had these cars for a year before Volkswagen updated them so that the infotainment system
[01:30:16.920 --> 01:30:18.960]   wasn't just a laggy mess.
[01:30:18.960 --> 01:30:24.280]   Like that was really the number one, like, issue with that vehicle was that the software
[01:30:24.280 --> 01:30:25.960]   wasn't ready for the infotainment system.
[01:30:25.960 --> 01:30:28.640]   So you're telling people like, Hey, you can buy this car.
[01:30:28.640 --> 01:30:29.640]   Sure.
[01:30:29.640 --> 01:30:34.280]   But when you do this, expect the screen to wait and then move, expect that to happen
[01:30:34.280 --> 01:30:36.000]   because the software is not ready yet.
[01:30:36.000 --> 01:30:37.960]   And now, you know, they've upgraded it.
[01:30:37.960 --> 01:30:43.160]   But I mean, how embarrassing is that for one of the world's largest automakers in the
[01:30:43.160 --> 01:30:48.520]   world they make the, they, they, Lamborghini, Audi, see out.
[01:30:48.520 --> 01:30:54.720]   I mean, they own a ton of, of, of companies and they, that's how hard software is is that
[01:30:54.720 --> 01:31:01.640]   this company couldn't get their first real big, like, you know, the real big current
[01:31:01.640 --> 01:31:05.400]   generation EV onto the road with infotainment that wasn't laggy.
[01:31:05.400 --> 01:31:06.960]   It's, yeah, it's, it's, yeah.
[01:31:06.960 --> 01:31:08.400]   Megan, what were you saying?
[01:31:08.400 --> 01:31:09.800]   Like you were asking about Tesla.
[01:31:09.800 --> 01:31:10.800]   Yeah.
[01:31:10.800 --> 01:31:13.280]   Like, I mean, isn't that similar to how you upgrade a computer?
[01:31:13.280 --> 01:31:17.160]   Like you just upgraded, like, you know, processing the button and you upgraded.
[01:31:17.160 --> 01:31:18.160]   Is that what you were talking about?
[01:31:18.160 --> 01:31:22.840]   Oh, I mean, like switching out the actual chip, like, so getting, you know, which is
[01:31:22.840 --> 01:31:23.840]   a, yeah, the hardware.
[01:31:23.840 --> 01:31:29.600]   I know that there were some hardware updates like for some of the older, was it the Model
[01:31:29.600 --> 01:31:34.600]   S's Roberto, where it was like the model S is who had paid for full self driving, but
[01:31:34.600 --> 01:31:36.560]   had not, they did not have the capacity.
[01:31:36.560 --> 01:31:39.360]   So then there was, that was like, they will.
[01:31:39.360 --> 01:31:40.360]   Okay.
[01:31:40.360 --> 01:31:41.360]   Cool.
[01:31:41.360 --> 01:31:45.160]   But we also, you're really old Teslas, like, don't actually, they can't actually run this.
[01:31:45.160 --> 01:31:47.600]   So we need to upgrade some of your stuff.
[01:31:47.600 --> 01:31:51.480]   There was like a whole, I don't like, maybe I'm misremembering some of the specifics here.
[01:31:51.480 --> 01:31:54.920]   There was a, there was a whole upgrade you could do in order to, it was a hard, it was
[01:31:54.920 --> 01:31:55.920]   a hard, it was a hardware package.
[01:31:55.920 --> 01:31:56.920]   It was a hardware thing.
[01:31:56.920 --> 01:32:00.360]   It was like $1,500 or $1,800 or $2,400.
[01:32:00.360 --> 01:32:04.520]   People were so mad because they were like, I already paid $10,000 for full self driving
[01:32:04.520 --> 01:32:07.160]   and now you're going to ask me for another $1,500.
[01:32:07.160 --> 01:32:08.160]   Yeah.
[01:32:08.160 --> 01:32:12.480]   It's, it's, and that's where it gets really weird because you're selling thing.
[01:32:12.480 --> 01:32:16.120]   And in Tesla does this a lot where they're selling future, they're selling something for
[01:32:16.120 --> 01:32:18.480]   the future as opposed to something that you're buying now.
[01:32:18.480 --> 01:32:23.120]   So you, when you buy FSD and then the prices keeps going up, which is, you know, they just
[01:32:23.120 --> 01:32:25.800]   need money is essentially what they need.
[01:32:25.800 --> 01:32:29.680]   That's why the price continues to go up because most things when, as technology gets better,
[01:32:29.680 --> 01:32:33.640]   the price goes down, but for FSD, it's like the other direction or you're just like, all
[01:32:33.640 --> 01:32:34.960]   right, fine, whatever.
[01:32:34.960 --> 01:32:38.200]   But yeah, you're paying for a future product.
[01:32:38.200 --> 01:32:43.920]   You're not paying for something that's really, that's really usable as a, what it's supposed
[01:32:43.920 --> 01:32:44.920]   to do right now.
[01:32:44.920 --> 01:32:48.240]   You're paying for, it's like, you're paying to be a beta tester.
[01:32:48.240 --> 01:32:49.240]   You're paying to be a beta tester.
[01:32:49.240 --> 01:32:50.240]   Yeah.
[01:32:50.240 --> 01:32:51.320]   Like, look, if you want to do that, that's fine.
[01:32:51.320 --> 01:32:52.320]   I didn't.
[01:32:52.320 --> 01:32:59.160]   I just would, I wanted, I just wanted a car and I liked, I liked my model three a lot.
[01:32:59.160 --> 01:33:03.920]   And I just didn't want to fold my very giant toddler in half to put him in the backseat.
[01:33:03.920 --> 01:33:06.560]   So I decided to get a model Y.
[01:33:06.560 --> 01:33:11.800]   But yeah, it's just, we don't, we don't even have the infrastructure really support full
[01:33:11.800 --> 01:33:12.800]   self driving.
[01:33:12.800 --> 01:33:16.600]   Like in California, our roads are bonkers.
[01:33:16.600 --> 01:33:18.920]   Like I don't, has anybody, like we have bottles everywhere.
[01:33:18.920 --> 01:33:20.880]   It's just, I don't know.
[01:33:20.880 --> 01:33:25.760]   I don't, I'm not, I feel like our state is not necessarily even the cars.
[01:33:25.760 --> 01:33:29.680]   It's just, there are so many variables on side roads that I'm just like, nah, nah, I'm
[01:33:29.680 --> 01:33:30.680]   good.
[01:33:30.680 --> 01:33:32.920]   I think I'll just, well, that's, that's the thing is it is the cars.
[01:33:32.920 --> 01:33:34.400]   It is the cars.
[01:33:34.400 --> 01:33:38.440]   The cars have to understand all these edge cases and everyone thought they could do it
[01:33:38.440 --> 01:33:39.680]   five years ago.
[01:33:39.680 --> 01:33:44.360]   And then they got 90% there and then they realized, oh no, this is really hard.
[01:33:44.360 --> 01:33:45.960]   This is really, really, really hard.
[01:33:45.960 --> 01:33:48.000]   It's like almost infinite edge cases.
[01:33:48.000 --> 01:33:49.920]   It's just, it's so difficult.
[01:33:49.920 --> 01:33:51.400]   It's a really hard problem to solve.
[01:33:51.400 --> 01:33:56.160]   And that's why we consistently have this like, oh, we're five years away from full self driving.
[01:33:56.160 --> 01:33:59.600]   We're 10 years away from a like true AI passing the Turing test.
[01:33:59.600 --> 01:34:03.840]   It's just like you get to that point and then you realize there's so much more that
[01:34:03.840 --> 01:34:07.800]   you didn't realize or know before that now you have to account for and factor in for
[01:34:07.800 --> 01:34:09.760]   and then, and then program for.
[01:34:09.760 --> 01:34:11.640]   And so it's just keeps getting pushed out little by little.
[01:34:11.640 --> 01:34:17.320]   I mean, we've been, I feel like humans have been saying, oh, we're going to have robots
[01:34:17.320 --> 01:34:20.280]   that are sent, you know, sentient AI since like the 50s.
[01:34:20.280 --> 01:34:24.040]   They're like, oh, in 20 years, we'll have robots that's always like all stuff.
[01:34:24.040 --> 01:34:25.040]   Yeah.
[01:34:25.040 --> 01:34:26.040]   It's always 20 years away.
[01:34:26.040 --> 01:34:29.120]   And so, you know, maybe someday we'll close that gap, but for right now it feels like it's
[01:34:29.120 --> 01:34:31.920]   still kind of in a similar, similar space.
[01:34:31.920 --> 01:34:32.920]   Yeah.
[01:34:32.920 --> 01:34:37.240]   Broad strokes are a little bit easier than the fine details.
[01:34:37.240 --> 01:34:41.840]   Once you get to the fine detail point, there's just a myriad of problems in there to solve.
[01:34:41.840 --> 01:34:42.840]   Yeah.
[01:34:42.840 --> 01:34:43.840]   It's just hard.
[01:34:43.840 --> 01:34:44.840]   It's a hard problem.
[01:34:44.840 --> 01:34:45.840]   It's like the daily space.
[01:34:45.840 --> 01:34:46.840]   Yes.
[01:34:46.840 --> 01:34:47.840]   Yeah.
[01:34:47.840 --> 01:34:51.320]   It's like we've, we've just barely got them to make bears that can eat cows.
[01:34:51.320 --> 01:34:57.160]   Like we, let's say AI is good for making bears that eat cows, serving you ads and the
[01:34:57.160 --> 01:35:04.160]   crap is really about it.
[01:35:04.160 --> 01:35:06.400]   Remember, we were all supposed to lose our jobs as writers because AI was going to write
[01:35:06.400 --> 01:35:10.240]   all of our articles and then they did it and they're like, oh yeah, this is hilarious,
[01:35:10.240 --> 01:35:13.840]   but it's completely not usable.
[01:35:13.840 --> 01:35:14.840]   Not yet.
[01:35:14.840 --> 01:35:15.840]   Yeah.
[01:35:15.840 --> 01:35:17.720]   That's what they keep saying.
[01:35:17.720 --> 01:35:18.880]   Everything's not yet.
[01:35:18.880 --> 01:35:20.240]   And at some point you're like, you know what?
[01:35:20.240 --> 01:35:22.480]   It's just easier just to have a human right.
[01:35:22.480 --> 01:35:23.480]   Yep.
[01:35:23.480 --> 01:35:24.480]   It's easier.
[01:35:24.480 --> 01:35:26.400]   You mean drive a car.
[01:35:26.400 --> 01:35:28.840]   It's just easier to let a human draw a picture.
[01:35:28.840 --> 01:35:29.840]   Yeah.
[01:35:29.840 --> 01:35:31.760]   They all appreciate having jobs.
[01:35:31.760 --> 01:35:32.760]   So that's good too.
[01:35:32.760 --> 01:35:33.760]   Yeah.
[01:35:33.760 --> 01:35:34.760]   Yeah.
[01:35:34.760 --> 01:35:35.760]   All right.
[01:35:35.760 --> 01:35:36.760]   Let's take a break.
[01:35:36.760 --> 01:35:38.520]   This is so much fun.
[01:35:38.520 --> 01:35:44.400]   Love doing this show with the three of you, Ashley, Esquetha, Roberto Baldwin, Megan Moroni.
[01:35:44.400 --> 01:35:48.480]   I just, I completely lucked out with having you three on the show today.
[01:35:48.480 --> 01:35:49.480]   So thank you.
[01:35:49.480 --> 01:35:52.440]   This episode is brought to you by stamps.com.
[01:35:52.440 --> 01:35:57.800]   When you're running a small business, you already know every second counts, right?
[01:35:57.800 --> 01:36:00.680]   You can't afford to waste a single moment.
[01:36:00.680 --> 01:36:02.800]   Business just moves too fast.
[01:36:02.800 --> 01:36:06.720]   So why are you still taking time out of your day to go to the post office when you could
[01:36:06.720 --> 01:36:09.160]   be using stamps.com instead?
[01:36:09.160 --> 01:36:10.600]   Literally it's going to save you a trip.
[01:36:10.600 --> 01:36:12.480]   It's going to save you many trips.
[01:36:12.480 --> 01:36:17.440]   Stamps.com makes mailing and shipping quick, easy and cost effective.
[01:36:17.440 --> 01:36:20.760]   And not only that, we, you know, we put our money where our mouth is.
[01:36:20.760 --> 01:36:27.760]   We use stamps here at Twitch and stamps.com has been a partner of this show since 2012.
[01:36:27.760 --> 01:36:30.160]   And we've been talking about them since then as well.
[01:36:30.160 --> 01:36:32.840]   So if you haven't tried them yet, what are you waiting for?
[01:36:32.840 --> 01:36:36.000]   Literally, we rely on stamps.com.
[01:36:36.000 --> 01:36:37.400]   Stamps.com saves you time.
[01:36:37.400 --> 01:36:39.400]   It saves you money and stress.
[01:36:39.400 --> 01:36:45.320]   For more than 20 years, stamps.com has been indispensable for over 1 million businesses.
[01:36:45.320 --> 01:36:50.480]   And stamps.com gives you access to all the post office and UPS shipping services that
[01:36:50.480 --> 01:36:52.600]   you need right from your computer.
[01:36:52.600 --> 01:36:55.280]   So it's just a heck of a lot more convenient.
[01:36:55.280 --> 01:36:58.080]   And it's good for your pocketbook as well.
[01:36:58.080 --> 01:36:59.080]   You get discounts.
[01:36:59.080 --> 01:37:06.360]   You can't find anywhere else like up to 30% off USPS rates and 86% off UPS.
[01:37:06.360 --> 01:37:07.360]   How about that?
[01:37:07.360 --> 01:37:11.440]   Streamline your shipping process with stamps.com's easy to use software.
[01:37:11.440 --> 01:37:12.800]   Their software is awesome.
[01:37:12.800 --> 01:37:16.080]   All you need is your regular computer and a printer.
[01:37:16.080 --> 01:37:19.120]   Other than that, no special supplies or equipment needed.
[01:37:19.120 --> 01:37:20.480]   You're up and running in minutes.
[01:37:20.480 --> 01:37:25.720]   You're printing official postage for any letter, any package, anywhere you want to send it.
[01:37:25.720 --> 01:37:27.240]   All done just easily.
[01:37:27.240 --> 01:37:32.720]   It seamlessly works with Shopify, Amazon, Etsy, eBay and more.
[01:37:32.720 --> 01:37:39.120]   If you're running an Etsy shop or you're sending someone selling something on eBay, instead
[01:37:39.120 --> 01:37:44.200]   of sending them that package with the Sharpie and their name scribbled in, hopefully it's
[01:37:44.200 --> 01:37:48.120]   legible enough or whatever, they receive it and they go, "Okay.
[01:37:48.120 --> 01:37:53.640]   I'm really hoping I find inside what I expect to find."
[01:37:53.640 --> 01:37:55.880]   There's a professionalism that is presented.
[01:37:55.880 --> 01:38:00.120]   When you use stamps.com for your postage instead, things look professional.
[01:38:00.120 --> 01:38:01.720]   You look like a legit business.
[01:38:01.720 --> 01:38:02.720]   That's the point.
[01:38:02.720 --> 01:38:07.160]   So whether you're an office sending invoices, whether you're an Etsy shop, like I said,
[01:38:07.160 --> 01:38:11.600]   sending your products or a warehouse shipping out orders, stamps.com is your mailing and
[01:38:11.600 --> 01:38:13.160]   shipping solution.
[01:38:13.160 --> 01:38:15.240]   You really should check them out.
[01:38:15.240 --> 01:38:21.440]   Stop wasting time, start saving money when you use stamps.com to mail and ship.
[01:38:21.440 --> 01:38:26.960]   Sign up with promo code TWIT for a special offer that includes a four-week trial plus
[01:38:26.960 --> 01:38:31.880]   free postage and you get a digital scale as well, super handy.
[01:38:31.880 --> 01:38:34.040]   No long-term commitments or contracts.
[01:38:34.040 --> 01:38:37.720]   Just go to stamps.com and then on the page, you'll see a microphone.
[01:38:37.720 --> 01:38:38.720]   Click that.
[01:38:38.720 --> 01:38:44.320]   That's at the top of the page and enter code TWIT, TWIT, and you will be happy that you
[01:38:44.320 --> 01:38:45.880]   did.
[01:38:45.880 --> 01:38:47.280]   We love stamps.com.
[01:38:47.280 --> 01:38:50.000]   You got to check them out and you'll see you'll love them as well.
[01:38:50.000 --> 01:38:52.200]   Stamps.com.
[01:38:52.200 --> 01:38:53.560]   Click that microphone.
[01:38:53.560 --> 01:39:00.920]   Enter code TWIT and we thank stamps.com for their support of This Week in Tech.
[01:39:00.920 --> 01:39:05.400]   Any stories jumping out for you, for any one of you that you're like, "You know what?
[01:39:05.400 --> 01:39:08.600]   We have to, before this show is over, we have to talk about this one thing.
[01:39:08.600 --> 01:39:10.720]   I'm open to anything at this point.
[01:39:10.720 --> 01:39:11.720]   What you got?"
[01:39:11.720 --> 01:39:19.880]   I just put a story in there that one of my reporters at Protocol Road, it's a little
[01:39:19.880 --> 01:39:20.880]   push.
[01:39:20.880 --> 01:39:24.880]   Lizzie Lawrence wrote about an email program called Gated.
[01:39:24.880 --> 01:39:31.520]   I don't know if you've heard of it, but how it works is if someone wants to email you,
[01:39:31.520 --> 01:39:35.480]   they have to donate to charity in order to get into your inbox.
[01:39:35.480 --> 01:39:41.040]   The idea is to shift the onus because at this point, spammers can spam us.
[01:39:41.040 --> 01:39:44.320]   They can send us email.
[01:39:44.320 --> 01:39:46.240]   We have to go through and delete it.
[01:39:46.240 --> 01:39:49.120]   Sometimes our spam filter works.
[01:39:49.120 --> 01:39:50.120]   Sometimes it doesn't.
[01:39:50.120 --> 01:39:53.800]   But basically, the onus is on us, not on the spammer.
