
[00:00:00.000 --> 00:00:01.180]   (upbeat music)
[01:10:26.940 --> 01:10:28.300]   And Bloomberg and the Guardian.
[01:10:28.300 --> 01:10:28.820]   Bloomberg.
[01:10:28.820 --> 01:10:29.340]   And everyone.
[01:10:29.340 --> 01:10:30.500]   But you know what I don't do is Forbes.
[01:10:30.500 --> 01:10:31.300]   Because--
[01:10:31.300 --> 01:10:32.820]   Well, let's you into the front door anymore,
[01:10:32.820 --> 01:10:33.660]   because they're blocker.
[01:10:33.660 --> 01:10:34.020]   Yeah.
[01:10:34.020 --> 01:10:35.900]   And then you get malware.
[01:10:35.900 --> 01:10:36.940]   So that's not good.
[01:10:36.940 --> 01:10:38.620]   And I think this is something people overlook,
[01:10:38.620 --> 01:10:40.500]   is that people don't just run ad-blockers,
[01:10:40.500 --> 01:10:41.420]   because they don't like ads.
[01:10:41.420 --> 01:10:43.380]   They run ad-blockers, because there's security issues
[01:10:43.380 --> 01:10:43.860]   with that.
[01:10:43.860 --> 01:10:44.360]   Yeah.
[01:10:44.360 --> 01:10:45.700]   Allow a Facebook ads.
[01:10:45.700 --> 01:10:46.820]   Now my ads--
[01:10:46.820 --> 01:10:49.260]   Ad-networks are just lazy ads.
[01:10:49.260 --> 01:10:49.940]   They're bad.
[01:10:49.940 --> 01:10:51.100]   Yep.
[01:10:51.100 --> 01:10:52.980]   So OK, so anything more to say about this?
[01:10:52.980 --> 01:10:55.380]   All I have to say about this is this part of a larger trend
[01:10:55.380 --> 01:10:58.540]   where the big companies like Google, Facebook, Apple,
[01:10:58.540 --> 01:11:02.540]   et cetera, are in the business of building a better user.
[01:11:02.540 --> 01:11:04.140]   So what they're trying to do over time
[01:11:04.140 --> 01:11:06.740]   is get you used to more and more cookies back on.
[01:11:06.740 --> 01:11:08.300]   Does that sound creepy?
[01:11:08.300 --> 01:11:09.740]   We want to build a better user.
[01:11:09.740 --> 01:11:10.260]   Wait a second.
[01:11:10.260 --> 01:11:11.100]   Script it into this fight.
[01:11:11.100 --> 01:11:12.300]   In the Frankenstein's head.
[01:11:12.300 --> 01:11:13.300]   Yes, exactly.
[01:11:13.300 --> 01:11:14.380]   Want to build a better user.
[01:11:14.380 --> 01:11:17.260]   So they're methodically going in this direction.
[01:11:17.260 --> 01:11:18.700]   But mark my words.
[01:11:18.700 --> 01:11:20.820]   Three years, there's going to be no opt-in.
[01:11:20.820 --> 01:11:22.980]   They're just going to do this whole thing all the way.
[01:11:22.980 --> 01:11:24.820]   And nobody will care.
[01:11:24.820 --> 01:11:25.780]   That's the real truth.
[01:11:25.780 --> 01:11:26.300]   And that's the real truth.
[01:11:26.300 --> 01:11:27.500]   That's the real truth.
[01:11:27.500 --> 01:11:31.020]   Is that if they did this without making it out in,
[01:11:31.020 --> 01:11:31.940]   nobody'd notice either.
[01:11:31.940 --> 01:11:36.980]   I guess there's a new page called My Activity.
[01:11:36.980 --> 01:11:39.220]   It may or may not be turned on for you.
[01:11:39.220 --> 01:11:42.020]   It's starting to be turned on today.
[01:11:42.020 --> 01:11:45.340]   It's really interesting because nine to find Google
[01:11:45.340 --> 01:11:47.260]   said, hey, great news.
[01:11:47.260 --> 01:11:51.060]   Google's new ad technology is opt-in.
[01:11:51.060 --> 01:11:56.900]   And then Wired said, uh-oh, Google expands ad tracking.
[01:11:56.900 --> 01:12:00.500]   So there really is a variation in how people view all of this.
[01:12:00.500 --> 01:12:02.180]   My attitude is we're going to get ads.
[01:12:02.180 --> 01:12:06.820]   Wouldn't you rather have ads that are more interest to you?
[01:12:06.820 --> 01:12:08.780]   I think we're like a weird--
[01:12:08.780 --> 01:12:09.420]   we don't count.
[01:12:09.420 --> 01:12:11.900]   Because I'm searching for so many weird things for work
[01:12:11.900 --> 01:12:14.140]   that the ads that are pushed to me.
[01:12:14.140 --> 01:12:16.540]   And then I used-- I killed all the trackers,
[01:12:16.540 --> 01:12:17.820]   all the cookies, and all the money.
[01:12:17.820 --> 01:12:18.660]   It's my position.
[01:12:18.660 --> 01:12:20.820]   The reason people don't like ad tracking
[01:12:20.820 --> 01:12:24.460]   is not because it's effective, but because the tools,
[01:12:24.460 --> 01:12:27.820]   the recommendations are so crappy that they're creepy.
[01:12:27.820 --> 01:12:29.260]   They either recommend stuff you just
[01:12:29.260 --> 01:12:31.020]   bought over and over again.
[01:12:31.020 --> 01:12:32.460]   Like, I already got those Levi's.
[01:12:32.460 --> 01:12:34.020]   I don't need to see them anymore.
[01:12:34.020 --> 01:12:37.900]   But that's just poorly implemented.
[01:12:37.900 --> 01:12:39.860]   Yeah, I've been recommended some--
[01:12:39.860 --> 01:12:41.820]   I bought something on Amazon.
[01:12:41.820 --> 01:12:44.380]   And then on Facebook, it recommended me--
[01:12:44.380 --> 01:12:44.740]   Terrible.
[01:12:44.740 --> 01:12:45.380]   --by that thing.
[01:12:45.380 --> 01:12:46.380]   I'm like, I just bought it.
[01:12:46.380 --> 01:12:46.820]   I just bought it, dude.
[01:12:46.820 --> 01:12:48.820]   But you've got a lot to have in the microwave.
[01:12:48.820 --> 01:12:49.700]   Perhaps.
[01:12:49.700 --> 01:12:51.940]   After four microwaves, it just goes up.
[01:12:51.940 --> 01:12:55.340]   If you bought a microwave and then it recommended hot pockets,
[01:12:55.340 --> 01:12:56.700]   wouldn't that be of interest to you?
[01:12:56.700 --> 01:12:57.340]   That's true.
[01:12:57.340 --> 01:12:57.940]   No, don't--
[01:12:57.940 --> 01:12:58.940]   Don't-- don't-- don't--
[01:12:58.940 --> 01:13:01.900]   I mean, because that would be too much power.
[01:13:01.900 --> 01:13:03.140]   I'm just saying that it's not--
[01:13:03.140 --> 01:13:03.660]   I'm not--
[01:13:03.660 --> 01:13:05.660]   It's not ad tracking people don't like--
[01:13:05.660 --> 01:13:08.620]   if the ad tracking and the recommendation engines worked,
[01:13:08.620 --> 01:13:10.340]   that people would actually appreciate that.
[01:13:10.340 --> 01:13:11.940]   There's also be more--
[01:13:11.940 --> 01:13:13.780]   --relevant to you.
[01:13:13.780 --> 01:13:15.460]   But this is a huge problem.
[01:13:15.460 --> 01:13:18.620]   This is the living room with all the data they harvest.
[01:13:18.620 --> 01:13:20.420]   They keep harvesting all this data.
[01:13:20.420 --> 01:13:21.780]   And where are the relevant ads?
[01:13:21.780 --> 01:13:23.180]   We've been waiting a year after--
[01:13:23.180 --> 01:13:24.460]   and they're terrible at it.
[01:13:24.460 --> 01:13:25.460]   They're horrible at it.
[01:13:25.460 --> 01:13:26.540]   And that's one problem.
[01:13:26.540 --> 01:13:29.860]   I think the bigger problem is just a cognitive bias
[01:13:29.860 --> 01:13:33.380]   against a human being understanding what actually
[01:13:33.380 --> 01:13:34.780]   happens with the so-called tracking.
[01:13:34.780 --> 01:13:35.580]   There is no tracking.
[01:13:35.580 --> 01:13:37.500]   There's no committee of conspiratorial people.
[01:13:37.500 --> 01:13:38.020]   Oh, it's in a sheet.
[01:13:38.020 --> 01:13:38.540]   Whoa, look.
[01:13:38.540 --> 01:13:40.340]   Look, Alex Wilhelm just did this.
[01:13:40.340 --> 01:13:42.700]   Like he just bought something and some weed on whatever.
[01:13:42.700 --> 01:13:44.260]   No, that's not happening.
[01:13:44.260 --> 01:13:45.100]   That is not happening.
[01:13:45.100 --> 01:13:46.100]   It's just--
[01:13:46.100 --> 01:13:47.140]   We answer--
[01:13:47.140 --> 01:13:47.660]   We answer--
[01:13:47.660 --> 01:13:49.140]   --we answer for more-fies technology.
[01:13:49.140 --> 01:13:51.460]   Because technology--
[01:13:51.460 --> 01:13:54.780]   our brains are designed to act on human interactions.
[01:13:54.780 --> 01:13:56.460]   We don't have the biology for--
[01:13:56.460 --> 01:13:59.260]   But that data, if it's in a--
[01:13:59.260 --> 01:14:00.660]   I mean, if they can't even--
[01:14:00.660 --> 01:14:03.580]   the malware, if that's insecure, then the data that's
[01:14:03.580 --> 01:14:05.380]   being held somewhere--
[01:14:05.380 --> 01:14:06.300]   Who's protecting that?
[01:14:06.300 --> 01:14:07.300]   Yeah, who's protecting that data?
[01:14:07.300 --> 01:14:08.660]   That's my concern.
[01:14:08.660 --> 01:14:09.780]   It's the sort of like--
[01:14:09.780 --> 01:14:12.020]   What are your words that's going to happen, though?
[01:14:12.020 --> 01:14:14.260]   Well, they can track where you go, what you're doing,
[01:14:14.260 --> 01:14:15.620]   what you're buying.
[01:14:15.620 --> 01:14:18.740]   And then that just builds a more robust system
[01:14:18.740 --> 01:14:20.460]   to help them hack you.
[01:14:20.460 --> 01:14:22.380]   Everything-- every little bit of information
[01:14:22.380 --> 01:14:25.820]   that you put out there is more information
[01:14:25.820 --> 01:14:26.820]   that you can use to--
[01:14:26.820 --> 01:14:28.500]   I know that you have a chiquita banana sticker
[01:14:28.500 --> 01:14:30.660]   on your camera, for instance.
[01:14:30.660 --> 01:14:31.140]   Yeah.
[01:14:31.140 --> 01:14:32.580]   Alex, you do not.
[01:14:32.580 --> 01:14:33.260]   I do not.
[01:14:33.260 --> 01:14:33.780]   I don't think--
[01:14:33.780 --> 01:14:33.780]   I don't think--
[01:14:33.780 --> 01:14:34.540]   I'm going to hack makes.
[01:14:34.540 --> 01:14:35.220]   I'm pretty boring.
[01:14:35.220 --> 01:14:36.580]   So I don't really worry about it too much.
[01:14:36.580 --> 01:14:37.180]   So you're--
[01:14:37.180 --> 01:14:38.540]   But are you really-- why are you so boring?
[01:14:38.540 --> 01:14:40.500]   I also report on security.
[01:14:40.500 --> 01:14:41.020]   Yeah.
[01:14:41.020 --> 01:14:41.700]   So I get--
[01:14:41.700 --> 01:14:42.860]   That does make you a target.
[01:14:42.860 --> 01:14:45.420]   Yeah, it makes my Google account,
[01:14:45.420 --> 01:14:47.940]   I get about three alerts a month that someone's
[01:14:47.940 --> 01:14:48.580]   trying to hack it.
[01:14:48.580 --> 01:14:49.220]   I get that.
[01:14:49.220 --> 01:14:51.580]   I get spearfishing from my--
[01:14:51.580 --> 01:14:53.180]   I think a lot of people have been getting a lot of spearfishing
[01:14:53.180 --> 01:14:54.220]   from Twitter lately.
[01:14:54.220 --> 01:14:55.020]   Yep.
[01:14:55.020 --> 01:14:56.620]   That but my Google account gets hit.
[01:14:56.620 --> 01:14:59.660]   That would be a Twitter tweet directed at you with--
[01:14:59.660 --> 01:15:00.180]   It's an email.
[01:15:00.180 --> 01:15:01.460]   --the download that's aimed at you.
[01:15:01.460 --> 01:15:02.540]   It's an email that says--
[01:15:02.540 --> 01:15:04.340]   Oh, there's something wrong from Twitter.
[01:15:04.340 --> 01:15:04.900]   From Twitter.
[01:15:04.900 --> 01:15:05.740]   From Twitter.
[01:15:05.740 --> 01:15:06.660]   Yeah, right.
[01:15:06.660 --> 01:15:08.660]   That says, oh, there's some weirdness going on
[01:15:08.660 --> 01:15:09.500]   with your account.
[01:15:09.500 --> 01:15:11.380]   And you say that spearfishing because you think it's targeted
[01:15:11.380 --> 01:15:12.300]   at Roberto Baldwin.
[01:15:12.300 --> 01:15:13.820]   Yeah, because they-- well, the funny thing
[01:15:13.820 --> 01:15:15.860]   is they send it to the wrong email address.
[01:15:15.860 --> 01:15:16.660]   So you know it's--
[01:15:16.660 --> 01:15:17.160]   Oh, no.
[01:15:17.160 --> 01:15:17.860]   --it's really funny.
[01:15:17.860 --> 01:15:20.340]   Because they send it to robertobaldwin@mac.com,
[01:15:20.340 --> 01:15:21.860]   which doesn't go anywhere.
[01:15:21.860 --> 01:15:24.100]   It's a real address, but it's not anything you've ever used
[01:15:24.100 --> 01:15:25.100]   to do.
[01:15:25.100 --> 01:15:26.100]   But nothing is attached to it.
[01:15:26.100 --> 01:15:27.100]   Did you just give away one of your actual emails?
[01:15:27.100 --> 01:15:28.100]   Yeah, just on to it.
[01:15:28.100 --> 01:15:29.100]   I just love that idea.
[01:15:29.100 --> 01:15:29.100]   That's the one email.
[01:15:29.100 --> 01:15:29.860]   Send me some emails.
[01:15:29.860 --> 01:15:30.380]   I don't care.
[01:15:30.380 --> 01:15:30.880]   Whoo.
[01:15:30.880 --> 01:15:32.060]   All right, that's dangerous.
[01:15:32.060 --> 01:15:32.740]   Leo, report it.
[01:15:32.740 --> 01:15:33.260]   I love it.
[01:15:33.260 --> 01:15:34.020]   Well, my email--
[01:15:34.020 --> 01:15:34.940]   I mean, my email is--
[01:15:34.940 --> 01:15:36.220]   I'm Mike Elgin on gmail.com.
[01:15:36.220 --> 01:15:36.720]   Yeah.
[01:15:36.720 --> 01:15:37.820]   That's fantastic.
[01:15:37.820 --> 01:15:40.340]   I used to make light of the broader, like,
[01:15:40.340 --> 01:15:41.300]   worry about hacking thing.
[01:15:41.300 --> 01:15:43.060]   But my voicemail got hacked once.
[01:15:43.060 --> 01:15:45.060]   And that was a really huge pain.
[01:15:45.060 --> 01:15:46.620]   Somebody actually hacked into my voicemail
[01:15:46.620 --> 01:15:48.220]   and changed my voicemail recording
[01:15:48.220 --> 01:15:49.100]   so that I had left.
[01:15:49.100 --> 01:15:51.100]   Then the next would have been joined in gadget.
[01:15:51.100 --> 01:15:53.500]   And I thought it was my then girlfriend called me.
[01:15:53.500 --> 01:15:54.540]   I was like, oh, do you leave your job?
[01:15:54.540 --> 01:15:58.980]   And almost certainly, that prank is somebody who knows you.
[01:15:58.980 --> 01:16:00.500]   If I find them, we're going to have a chat.
[01:16:00.500 --> 01:16:03.420]   But it is, because they knew enough about you to do that.
[01:16:03.420 --> 01:16:03.920]   It's a war.
[01:16:03.920 --> 01:16:04.260]   Right?
[01:16:04.260 --> 01:16:05.020]   They knew you.
[01:16:05.020 --> 01:16:06.420]   And then you go ahead and set up my voicemail
[01:16:06.420 --> 01:16:07.420]   yet when I moved to Verizon.
[01:16:07.420 --> 01:16:08.580]   So it was insecure.
[01:16:08.580 --> 01:16:09.260]   Oops, classic news.
[01:16:09.260 --> 01:16:09.780]   I guess you moved.
[01:16:09.780 --> 01:16:12.460]   I guess one point is that there's
[01:16:12.460 --> 01:16:14.900]   nothing you can do to prevent hacking, really.
[01:16:14.900 --> 01:16:16.060]   If you're targeted--
[01:16:16.060 --> 01:16:18.820]   If somebody says, I want to get Roberto, they're going to get you.
[01:16:18.820 --> 01:16:20.940]   Yeah, if I'm targeted by a nation state,
[01:16:20.940 --> 01:16:22.940]   or by a group of hackers--
[01:16:22.940 --> 01:16:24.940]   But what Kevin Roosted our--
[01:16:24.940 --> 01:16:27.940]   If Lizard Squad wants to do it, wants to have--
[01:16:27.940 --> 01:16:29.940]   They're going to get to me.
[01:16:29.940 --> 01:16:32.580]   What I'm trying to do is--
[01:16:32.580 --> 01:16:33.580]   Lower your surface.
[01:16:33.580 --> 01:16:35.940]   It's like when someone-- a thief is walking down the street
[01:16:35.940 --> 01:16:36.380]   and they're--
[01:16:36.380 --> 01:16:37.820]   You don't need every door knob.
[01:16:37.820 --> 01:16:39.500]   And they're like, one of these is unlocking.
[01:16:39.500 --> 01:16:40.020]   This is the one.
[01:16:40.020 --> 01:16:41.020]   You know how I break in.
[01:16:41.020 --> 01:16:42.500]   You're cursed on the front seat.
[01:16:42.500 --> 01:16:43.700]   You put it in the trunk.
[01:16:43.700 --> 01:16:44.220]   I take it.
[01:16:44.220 --> 01:16:44.940]   And we all do that.
[01:16:44.940 --> 01:16:45.300]   Yeah.
[01:16:45.300 --> 01:16:47.620]   But if Lizard Squad wants to get me,
[01:16:47.620 --> 01:16:48.220]   or if--
[01:16:48.220 --> 01:16:48.660]   Do you understand?
[01:16:48.660 --> 01:16:50.260]   --a nation, Korea, China, Russia.
[01:16:50.260 --> 01:16:52.100]   Yeah, anybody with a lot--
[01:16:52.100 --> 01:16:54.180]   If your target, you--
[01:16:54.180 --> 01:16:56.180]   I guess we are going to have to worry a little bit more
[01:16:56.180 --> 01:17:00.340]   about casual, kind of malicious hacking.
[01:17:00.340 --> 01:17:02.260]   Yeah.
[01:17:02.260 --> 01:17:03.780]   Why is it even worse, though?
[01:17:03.780 --> 01:17:06.580]   Why has there not been more systemic internet-wide
[01:17:06.580 --> 01:17:07.660]   disasters of privacy?
[01:17:07.660 --> 01:17:10.020]   I feel like it's usually constrained to target customers.
[01:17:10.020 --> 01:17:11.020]   Here's my guess.
[01:17:11.020 --> 01:17:11.820]   It's an X and X.
[01:17:11.820 --> 01:17:16.300]   My guess is it's happening a lot for high profile subjects.
[01:17:16.300 --> 01:17:19.180]   And of course, if it happens to you, the last thing you guys
[01:17:19.180 --> 01:17:20.860]   are journalists, you're going to write about it.
[01:17:20.860 --> 01:17:23.020]   But the last thing Scarlett Johansson is going to do
[01:17:23.020 --> 01:17:25.980]   is talk about it in any form of fashion.
[01:17:25.980 --> 01:17:30.020]   Her experts are saying, don't--
[01:17:30.020 --> 01:17:30.820]   I've seen--
[01:17:30.820 --> 01:17:34.220]   --all Cogan, Justin Bieber, Scarlett Johansson,
[01:17:34.220 --> 01:17:37.380]   a bunch of celebrities, social security numbers.
[01:17:37.380 --> 01:17:39.060]   Just freely available on the dark hand.
[01:17:39.060 --> 01:17:42.380]   And they can change it, but it's not easy to change it.
[01:17:42.380 --> 01:17:43.780]   And well, they have people who--
[01:17:43.780 --> 01:17:46.340]   that's their entire job is to make sure they know
[01:17:46.340 --> 01:17:47.740]   that their information is out there
[01:17:47.740 --> 01:17:49.820]   to keep everything they have secure.
[01:17:49.820 --> 01:17:51.740]   And so you're just constantly changing phone numbers
[01:17:51.740 --> 01:17:52.740]   or constantly changing--
[01:17:52.740 --> 01:17:56.460]   I would love to talk to somebody who is a major celebrity,
[01:17:56.460 --> 01:17:57.780]   a major--
[01:17:57.780 --> 01:18:01.340]   and I'd like to put this out to anybody who wants to volunteer.
[01:18:01.340 --> 01:18:04.660]   But as Stephen Fry or somebody who's just a major celebrity,
[01:18:04.660 --> 01:18:06.620]   you know what would be interesting to talk to is Neil
[01:18:06.620 --> 01:18:09.540]   Gaiman, because he's well-known among geeks.
[01:18:09.540 --> 01:18:11.740]   He's a geek icon.
[01:18:11.740 --> 01:18:14.740]   And ask them, what do you do?
[01:18:14.740 --> 01:18:19.100]   Because for sure, there's some 18-year-old geek
[01:18:19.100 --> 01:18:21.740]   who's attacking you constantly, right?
[01:18:21.740 --> 01:18:23.780]   And what does it cost you?
[01:18:23.780 --> 01:18:25.500]   How much effort do you put into it?
[01:18:25.500 --> 01:18:26.820]   What do you do?
[01:18:26.820 --> 01:18:27.380]   I'm sure--
[01:18:27.380 --> 01:18:30.380]   I think I know there are firms that do this.
[01:18:30.380 --> 01:18:32.020]   I've been told there are firms that do this.
[01:18:32.020 --> 01:18:33.180]   I've been told that there are firms
[01:18:33.180 --> 01:18:35.580]   that you can hire at great cost who
[01:18:35.580 --> 01:18:40.020]   will track the hacker down, who will actually--
[01:18:40.020 --> 01:18:43.140]   you know, a counter hacker working on your behalf
[01:18:43.140 --> 01:18:45.620]   that will, more effectively, probably because they're
[01:18:45.620 --> 01:18:48.500]   willing to break the law, more effectively,
[01:18:48.500 --> 01:18:52.140]   track down the miscreant and threaten to break their legs.
[01:18:52.140 --> 01:18:54.140]   I think that you can pay for that.
[01:18:54.140 --> 01:18:54.660]   I'm sure.
[01:18:54.660 --> 01:18:57.420]   But then there's what Roberto brought up,
[01:18:57.420 --> 01:18:59.180]   which is that everything's in the cloud now.
[01:18:59.180 --> 01:19:00.700]   So a lot of the hacks we hear about,
[01:19:00.700 --> 01:19:03.260]   we don't really see the consequences in a big way.
[01:19:03.260 --> 01:19:06.220]   But you hear that some hospital system--
[01:19:06.220 --> 01:19:07.140]   Right.
[01:19:07.140 --> 01:19:10.220]   --or insurance company, or any-- all the government agencies
[01:19:10.220 --> 01:19:12.940]   have been hacked by the Chinese and Russians and so on.
[01:19:12.940 --> 01:19:16.380]   But if everything's in the cloud, which brings us around
[01:19:16.380 --> 01:19:18.340]   to, I think, is always an interesting conversation,
[01:19:18.340 --> 01:19:22.860]   does Apple do what they say and is what they say they do
[01:19:22.860 --> 01:19:23.620]   the right way to go?
[01:19:23.620 --> 01:19:24.820]   Keep all the information on the phone
[01:19:24.820 --> 01:19:26.300]   and interest in sending the cloud.
[01:19:26.300 --> 01:19:28.740]   That's the new question that we're all
[01:19:28.740 --> 01:19:31.060]   going to be asking after WWDC and the announcements
[01:19:31.060 --> 01:19:33.820]   about differential privacy and on-device.
[01:19:33.820 --> 01:19:37.500]   Apple wants to use information about you,
[01:19:37.500 --> 01:19:40.940]   but they think or assert that they could do it privately.
[01:19:40.940 --> 01:19:42.580]   But that's marketing speak.
[01:19:42.580 --> 01:19:44.940]   They will, at some point, Apple always does do a white paper,
[01:19:44.940 --> 01:19:46.860]   which might be more forthcoming.
[01:19:46.860 --> 01:19:49.620]   Apple wants us to keep more of our phones,
[01:19:49.620 --> 01:19:52.180]   and yet still sell 16 gigabyte options.
[01:19:52.180 --> 01:19:52.740]   Right.
[01:19:52.740 --> 01:19:54.340]   Well, they may not do that in the next phone.
[01:19:54.340 --> 01:19:56.740]   There's a rumor they're going to start at 32.
[01:19:56.740 --> 01:19:57.940]   That would be lovely.
[01:19:57.940 --> 01:19:58.980]   But do you think it's going to happen?
[01:19:58.980 --> 01:19:59.500]   Yeah.
[01:19:59.500 --> 01:19:59.900]   OK.
[01:19:59.900 --> 01:20:00.340]   It is.
[01:20:00.340 --> 01:20:01.460]   That's your dollar.
[01:20:01.460 --> 01:20:03.460]   Oh, the inadequate one, though, is--
[01:20:03.460 --> 01:20:04.740]   I told you it was gambling.
[01:20:04.740 --> 01:20:05.420]   Pinky bet.
[01:20:05.420 --> 01:20:06.020]   There we go.
[01:20:06.020 --> 01:20:07.100]   Pinky bet.
[01:20:07.100 --> 01:20:07.620]   Is that bad?
[01:20:07.620 --> 01:20:08.700]   Is that binding?
[01:20:08.700 --> 01:20:10.420]   Yeah, I believe that's a legally binding pink.
[01:20:10.420 --> 01:20:11.420]   In the United States.
[01:20:11.420 --> 01:20:13.060]   Because it's also been recorded.
[01:20:13.060 --> 01:20:13.660]   So you have a--
[01:20:13.660 --> 01:20:14.100]   Oh, we have a--
[01:20:14.100 --> 01:20:14.940]   --of videos on, right?
[01:20:14.940 --> 01:20:14.940]   Yeah.
[01:20:14.940 --> 01:20:16.740]   You should take a picture, Michael.
[01:20:16.740 --> 01:20:18.900]   Yeah, and you took a photo.
[01:20:18.900 --> 01:20:20.700]   Like the people in that room saw.
[01:20:20.700 --> 01:20:21.900]   Yeah.
[01:20:21.900 --> 01:20:24.460]   Anyway, now you're worried about that dollar, aren't you?
[01:20:24.460 --> 01:20:25.740]   No, I'm like, what am I saying?
[01:20:25.740 --> 01:20:26.460]   You're asking it.
[01:20:26.460 --> 01:20:28.500]   I just remember there was somebody like O'Donnell
[01:20:28.500 --> 01:20:32.500]   in the audience when Tim Cook and Bono did their fake--
[01:20:32.500 --> 01:20:33.020]   E.T.
[01:20:33.020 --> 01:20:34.340]   --finger touch.
[01:20:34.340 --> 01:20:37.980]   And that had became an image that will never, never go away.
[01:20:37.980 --> 01:20:38.620]   Sadly.
[01:20:38.620 --> 01:20:41.380]   And now it's you and me and Pinky's baby.
[01:20:41.380 --> 01:20:43.020]   Because we're just as handsome and wealthy.
[01:20:43.020 --> 01:20:43.820]   Yes.
[01:20:43.820 --> 01:20:44.980]   And people care as much.
[01:20:44.980 --> 01:20:46.380]   True.
[01:20:46.380 --> 01:20:47.620]   Also equally untrue.
[01:20:47.620 --> 01:20:48.100]   Yeah.
[01:20:48.100 --> 01:20:51.140]   But anyway, to a certain extent, the worst case scenario
[01:20:51.140 --> 01:20:53.420]   for Apple, just to zip this up, is
[01:20:53.420 --> 01:20:56.420]   the pandering to the public ignorance about stuff.
[01:20:56.420 --> 01:20:57.660]   It's in my hands.
[01:20:57.660 --> 01:20:58.860]   Therefore, it's secure.
[01:20:58.860 --> 01:21:00.940]   Well, no, unless I leave this in the taxi or whatever.
[01:21:00.940 --> 01:21:03.500]   No, well, I'm not giving you an example.
[01:21:03.500 --> 01:21:06.780]   Everybody knows if they read between the lines that Apple
[01:21:06.780 --> 01:21:09.820]   has the key to your iCloud storage.
[01:21:09.820 --> 01:21:16.020]   And if asked by law enforcement by duly ordained--
[01:21:16.020 --> 01:21:16.780]   I guess it's not our--
[01:21:16.780 --> 01:21:17.280]   Or dang.
[01:21:17.280 --> 01:21:17.780]   Oh, dang.
[01:21:17.780 --> 01:21:18.580]   It's a law enforcement.
[01:21:18.580 --> 01:21:19.460]   It's a word of that.
[01:21:19.460 --> 01:21:19.900]   It's a word of that.
[01:21:19.900 --> 01:21:21.980]   Law enforcement, if the right people ask,
[01:21:21.980 --> 01:21:24.980]   they will give your iCloud contents to--
[01:21:24.980 --> 01:21:26.420]   Well, here's another way to look at it.
[01:21:26.420 --> 01:21:29.820]   But they act as if that's not the case.
[01:21:29.820 --> 01:21:30.340]   Right.
[01:21:30.340 --> 01:21:33.500]   No, they said that they've been very public about that.
[01:21:33.500 --> 01:21:35.020]   I've been on calls with them.
[01:21:35.020 --> 01:21:35.540]   You've talked to them.
[01:21:35.540 --> 01:21:37.940]   They say they will give it over.
[01:21:37.940 --> 01:21:38.740]   And they've--
[01:21:38.740 --> 01:21:40.700]   Well, the first time I heard them say that publicly
[01:21:40.700 --> 01:21:42.980]   was in the San Bernardino case, where they said--
[01:21:42.980 --> 01:21:44.620]   and they felt a little self-serving--
[01:21:44.620 --> 01:21:47.980]   hey, had the FBI only asked us and not changed the password,
[01:21:47.980 --> 01:21:49.940]   we would have just said back it up to the iCloud
[01:21:49.940 --> 01:21:51.060]   and we'll give it to you.
[01:21:51.060 --> 01:21:52.500]   Well, that was also the FBI.
[01:21:52.500 --> 01:21:53.700]   That was very self-serving.
[01:21:53.700 --> 01:21:55.100]   Don't even talk about the FBI's.
[01:21:55.100 --> 01:21:56.420]   So, but technical advice.
[01:21:56.420 --> 01:21:58.540]   But I think the general populace--
[01:21:58.540 --> 01:22:02.540]   I doesn't know that when you back up your phone to iCloud,
[01:22:02.540 --> 01:22:04.420]   you're giving the entire contents of the phone
[01:22:04.420 --> 01:22:05.380]   and cryptid or not.
[01:22:05.380 --> 01:22:05.980]   Yep.
[01:22:05.980 --> 01:22:08.900]   To Apple, which can then and will then give it
[01:22:08.900 --> 01:22:09.940]   to law enforcement if asked.
[01:22:09.940 --> 01:22:10.860]   Well, then there's--
[01:22:10.860 --> 01:22:12.420]   Or it could be a speculation that they're not--
[01:22:12.420 --> 01:22:14.020]   After all, isn't that where Scarlett Johansson's--
[01:22:14.020 --> 01:22:15.940]   Because they encrypt it because they have the keys
[01:22:15.940 --> 01:22:17.740]   to that encryption in the iCloud.
[01:22:17.740 --> 01:22:19.900]   But there's speculation that they're not
[01:22:19.900 --> 01:22:20.780]   going to have the key anymore.
[01:22:20.780 --> 01:22:22.340]   They're going to do the same thing on the phone.
[01:22:22.340 --> 01:22:23.140]   They're going to swallow it.
[01:22:23.140 --> 01:22:23.900]   Believe me.
[01:22:23.900 --> 01:22:26.180]   When they do that, they will announce that.
[01:22:26.180 --> 01:22:26.940]   Oh, yes.
[01:22:26.940 --> 01:22:28.860]   Because it's a huge publicity way for them.
[01:22:28.860 --> 01:22:31.860]   And I thought they might announce something at WWDC.
[01:22:31.860 --> 01:22:34.980]   And to me, the fact that they did not
[01:22:34.980 --> 01:22:37.500]   tells me that Apple's trying to have it both ways,
[01:22:37.500 --> 01:22:41.460]   that they want-- look, it's also bad PR
[01:22:41.460 --> 01:22:43.580]   with a lot of the American public to say, oh, we're not
[01:22:43.580 --> 01:22:45.820]   going to help you in your investigation against terrorism.
[01:22:45.820 --> 01:22:45.900]   Right.
[01:22:45.900 --> 01:22:47.660]   Because hashtag freedom.
[01:22:47.660 --> 01:22:49.460]   So I think Apple wants it both ways.
[01:22:49.460 --> 01:22:51.500]   I think they want general consumer--
