
[00:00:00.000 --> 00:00:02.000]   This week in time.
[00:30:44.500 --> 00:30:47.900]   Has anyone played with Myth TV?
[00:30:47.900 --> 00:30:50.260]   A lot of this comes from, I think, that initiative.
[00:30:50.260 --> 00:30:55.060]   The problem is, is that Myth TV, which has all this functionality, you know, you put
[00:30:55.060 --> 00:30:58.500]   in a little box and put it over by your television set and use it.
[00:30:58.500 --> 00:31:01.860]   Because it's plug-in driven, you can actually put all kinds of cool features on there.
[00:31:01.860 --> 00:31:05.060]   I know Apple will not never have, which is things that will allow you to--
[00:31:05.060 --> 00:31:06.060]   Like, bittorn.
[00:31:06.060 --> 00:31:07.060]   --like, bittorn.
[00:31:07.060 --> 00:31:08.060]   --or bittorn.
[00:31:08.060 --> 00:31:09.060]   Right, and you put bittorn on.
[00:31:09.060 --> 00:31:10.220]   You can do all these cool things.
[00:31:10.220 --> 00:31:13.500]   And, you know, that's pretty much the way people really want to go.
[00:31:13.500 --> 00:31:14.500]   Yeah, I agree.
[00:31:14.500 --> 00:31:17.740]   I mean, if you're going-- that's what speaking to you what you said originally, which is,
[00:31:17.740 --> 00:31:18.740]   this is a geek market.
[00:31:18.740 --> 00:31:21.220]   This is not a general market, and that's what geeks want to do.
[00:31:21.220 --> 00:31:26.740]   Yeah, but then again, you know, you give me a Mac Mini that you can plug into your TV,
[00:31:26.740 --> 00:31:30.220]   you know, with a cable card slot in the back, and then you plug directly DVI into the back
[00:31:30.220 --> 00:31:34.460]   of your TV, have a little remote for it, 100 gigabyte hard drive internally.
[00:31:34.460 --> 00:31:35.460]   I don't know.
[00:31:35.460 --> 00:31:38.140]   That could be a little TV killer right there.
[00:31:38.140 --> 00:31:41.700]   How many cable companies are offering or allowing you to use cable card?
[00:31:41.700 --> 00:31:42.700]   TV killer.
[00:31:42.700 --> 00:31:43.700]   Wait, wait, wait, wait.
[00:31:43.700 --> 00:31:44.700]   Hold on a second.
[00:31:44.700 --> 00:31:45.700]   TV killer.
[00:31:45.700 --> 00:31:46.700]   TV killer is dead.
[00:31:46.700 --> 00:31:47.700]   That's easy to kill him.
[00:31:47.700 --> 00:31:48.700]   TV killer.
[00:31:48.700 --> 00:31:49.700]   It doesn't take long.
[00:31:49.700 --> 00:31:51.940]   I'm talking about the PVR industry as a whole.
[00:31:51.940 --> 00:31:52.940]   Oh, I'm sorry.
[00:31:52.940 --> 00:31:56.140]   It's a-- he meant to say it's a killer PVR, which is what it is.
[00:31:56.140 --> 00:31:57.140]   I'm just giving them a little.
[00:31:57.140 --> 00:31:59.460]   I don't know if TV was completely dead.
[00:31:59.460 --> 00:32:01.660]   I mean, there's stocks at $5 a share.
[00:32:01.660 --> 00:32:05.020]   Did you hear what Jim Denny said recently?
[00:32:05.020 --> 00:32:06.020]   Yeah.
[00:32:06.020 --> 00:32:07.020]   What?
[00:32:07.020 --> 00:32:08.020]   Jim Denny is like their big marketing guy.
[00:32:08.020 --> 00:32:11.980]   He says, "It's been my opinion that the DVR is sort of a stepping stone technology,
[00:32:11.980 --> 00:32:14.020]   more of a feature than an actual product."
[00:32:14.020 --> 00:32:17.780]   He said, "Really, the feature is internet delivered content, not recording and watching
[00:32:17.780 --> 00:32:18.780]   it later."
[00:32:18.780 --> 00:32:20.620]   So that was the smartest thing out of T-Ville I've heard in a long time.
[00:32:20.620 --> 00:32:21.620]   I agree.
[00:32:21.620 --> 00:32:22.620]   Well, they're making those moves.
[00:32:22.620 --> 00:32:23.620]   They've got the deal with Yahoo.
[00:32:23.620 --> 00:32:25.180]   I mean, I think that makes sense.
[00:32:25.180 --> 00:32:27.900]   They need to deal with Netflix is what they need to deal with.
[00:32:27.900 --> 00:32:30.540]   Everybody needs to partner with them so I can don't have to wait for my movies to come
[00:32:30.540 --> 00:32:31.540]   down.
[00:32:31.540 --> 00:32:32.540]   They are.
[00:32:32.540 --> 00:32:33.540]   They have a deal with Netflix.
[00:32:33.540 --> 00:32:34.540]   Oh, well, there you go.
[00:32:34.540 --> 00:32:35.860]   Hey, here's an interesting question.
[00:32:35.860 --> 00:32:38.740]   You must have noticed the Google video announcement.
[00:32:38.740 --> 00:32:42.460]   Does this intrigue you, Kevin, particularly?
[00:32:42.460 --> 00:32:46.340]   What they're going to do is start offering CBS is going to offer shows without commercials.
[00:32:46.340 --> 00:32:48.620]   NBA is going to offer games the day after.
[00:32:48.620 --> 00:32:49.940]   You'll be able to download them.
[00:32:49.940 --> 00:32:50.940]   Now here's the thing I like.
[00:32:50.940 --> 00:32:54.140]   You have a choice of whether include copy protection or not.
[00:32:54.140 --> 00:32:55.740]   Obviously, CBS and NBA will.
[00:32:55.740 --> 00:32:59.020]   Others like Charlie Rose are not going to.
[00:32:59.020 --> 00:33:04.540]   You can also set the price unlike Apple where everything's 99 cents for music, a buck 99
[00:33:04.540 --> 00:33:05.540]   for video.
[00:33:05.540 --> 00:33:07.460]   You could set the price and you're still paying for your own bandwidth.
[00:33:07.460 --> 00:33:08.980]   If you put your stuff up there, right?
[00:33:08.980 --> 00:33:09.980]   No, no.
[00:33:09.980 --> 00:33:10.980]   Google hosts it.
[00:33:10.980 --> 00:33:11.980]   Yeah.
[00:33:11.980 --> 00:33:13.620]   Oh, so that's how much or what you can do in iTunes.
[00:33:13.620 --> 00:33:14.620]   Yeah.
[00:33:14.620 --> 00:33:17.060]   So how much are they going to pay you to watch Charlie Rose?
[00:33:17.060 --> 00:33:19.580]   Have you ever been on Charlie Rose?
[00:33:19.580 --> 00:33:21.380]   You seem like the type that he'd like to have on him.
[00:33:21.380 --> 00:33:22.380]   Now he likes Markoff.
[00:33:22.380 --> 00:33:23.380]   Oh, he said Markoff.
[00:33:23.380 --> 00:33:24.380]   All right.
[00:33:24.380 --> 00:33:27.660]   I don't understand what the big deal is about the NBA thing.
[00:33:27.660 --> 00:33:30.260]   If anything is worth watching live, it's freaking sports.
[00:33:30.260 --> 00:33:34.100]   You don't want to watch a basketball game that has to do.
[00:33:34.100 --> 00:33:35.100]   I don't know.
[00:33:35.100 --> 00:33:36.860]   I think Charlie Rose I would buy.
[00:33:36.860 --> 00:33:38.420]   Probably not some CBS shows.
[00:33:38.420 --> 00:33:43.540]   But what you know, here is an opportunity to sell system or dignity video.
[00:33:43.540 --> 00:33:47.940]   You can sell it for 99 cents and you don't have to put in copy protection.
[00:33:47.940 --> 00:33:49.980]   I think Google might have a handle on this.
[00:33:49.980 --> 00:33:51.020]   By the way, they're only taking.
[00:33:51.020 --> 00:33:55.780]   I think now I heard one person say 20%, another say 30%, but they're taking a much smaller
[00:33:55.780 --> 00:33:57.260]   cut than Apple takes.
[00:33:57.260 --> 00:34:00.340]   What's the deal with how Google is re-compressing the video?
[00:34:00.340 --> 00:34:01.340]   Because right now.
[00:34:01.340 --> 00:34:02.340]   Oh, it's awful.
[00:34:02.340 --> 00:34:03.340]   It's terrible.
[00:34:03.340 --> 00:34:04.340]   Everything.
[00:34:04.340 --> 00:34:07.220]   Every single system episode that we've posted on there or our dignity.
[00:34:07.220 --> 00:34:09.740]   It just they just, I mean, it's related to death.
[00:34:09.740 --> 00:34:10.980]   It's 20K a second or something.
[00:34:10.980 --> 00:34:12.180]   Well, I think they're very low bandwidth.
[00:34:12.180 --> 00:34:16.860]   But I think that this, they say downloads here and I'm hoping that that means they're
[00:34:16.860 --> 00:34:18.660]   going to have full quality downloads.
[00:34:18.660 --> 00:34:19.660]   Yeah, that's great.
[00:34:19.660 --> 00:34:23.700]   I think you're not going to put it, you know, you're not going to see, you know, everybody
[00:34:23.700 --> 00:34:25.940]   loves Raymond pixelated at 20 kilobits.
[00:34:25.940 --> 00:34:26.940]   I mean, that's ridiculous.
[00:34:26.940 --> 00:34:28.340]   Well, you know, I've been doing that already.
[00:34:28.340 --> 00:34:33.300]   I actually, I've been watching the show The Office, which is the US version is also very
[00:34:33.300 --> 00:34:34.300]   good.
[00:34:34.300 --> 00:34:37.580]   And I missed an episode of it and I went on the iTunes music store and they had it the
[00:34:37.580 --> 00:34:41.900]   next day or the day after or two days after and I was able to buy it for Buck 99 and I
[00:34:41.900 --> 00:34:44.940]   had it the quality that I want and downloaded it right then and there.
[00:34:44.940 --> 00:34:47.540]   I thought you used, I thought you used BitTorrent Kevin.
[00:34:47.540 --> 00:34:49.380]   You know, no, here's the deal.
[00:34:49.380 --> 00:34:50.380]   Hold on.
[00:34:50.380 --> 00:34:51.380]   It's like, I got to write this down.
[00:34:51.380 --> 00:34:54.660]   What was the date today that somebody actually bought a copy of The Office?
[00:34:54.660 --> 00:34:56.660]   Let me get this.
[00:34:56.660 --> 00:35:02.740]   I bought, I bought desperate housewives lost and surface the entire seasons.
[00:35:02.740 --> 00:35:04.660]   Yeah, you see, that's, that's the whole thing.
[00:35:04.660 --> 00:35:05.660]   It's easy.
[00:35:05.660 --> 00:35:09.780]   Yeah, it's easy and I know the quality is going to be remaining the same throughout
[00:35:09.780 --> 00:35:10.780]   all the different episodes.
[00:35:10.780 --> 00:35:11.780]   I want to collect it.
[00:35:11.780 --> 00:35:13.140]   So that's my way of collecting these episodes.
[00:35:13.140 --> 00:35:15.620]   If I get it off mid-torn, it's going to be all chopped up.
[00:35:15.620 --> 00:35:16.620]   It might be an X fit.
[00:35:16.620 --> 00:35:17.780]   It might be an H264.
[00:35:17.780 --> 00:35:18.780]   Who knows?
[00:35:18.780 --> 00:35:21.580]   That's the best way I get it in one unified package that I can keep forever.
[00:35:21.580 --> 00:35:23.940]   David, move your mic a little away from your nose.
[00:35:23.940 --> 00:35:24.940]   It sounds yikes.
[00:35:24.940 --> 00:35:25.940]   A windstorm.
[00:35:25.940 --> 00:35:26.940]   Is that better?
[00:35:26.940 --> 00:35:27.940]   Yes.
[00:35:27.940 --> 00:35:28.940]   Yeah.
[00:35:28.940 --> 00:35:30.500]   I, I, you know, it's funny.
[00:35:30.500 --> 00:35:34.700]   I agree with you because even though the quality is not that good on iTunes, at least
[00:35:34.700 --> 00:35:37.420]   it's acceptable, you know, I wish it were a little bit better.
[00:35:37.420 --> 00:35:40.620]   I mean, you could buy the DVD in a year and it'll be a good quality.
[00:35:40.620 --> 00:35:44.140]   Well, see, the problem with the premium, premium content and when I say premium, I
[00:35:44.140 --> 00:35:48.060]   mean like ABC, CBS stuff is if you want to get ABC stuff, you got to go to iTunes and
[00:35:48.060 --> 00:35:52.180]   now if you want to get CBS stuff, you got to go to Google and like right now, you know,
[00:35:52.180 --> 00:35:55.940]   the average consumer, all they have to do is plug in to direct TV or Comcast or whoever
[00:35:55.940 --> 00:36:00.380]   and they can get it all through their DVR, not subscribe to a bunch of different stuff.
[00:36:00.380 --> 00:36:04.260]   Isn't, isn't CBS somebody is going to put shows up the day before?
[00:36:04.260 --> 00:36:05.860]   Well, I don't know.
[00:36:05.860 --> 00:36:06.860]   That's pretty cool.
[00:36:06.860 --> 00:36:07.860]   Nancy, I like that.
[00:36:07.860 --> 00:36:08.860]   Yeah.
[00:36:08.860 --> 00:36:09.860]   Would you pay enough money?
[00:36:09.860 --> 00:36:12.860]   Oh, who cares whether you see it the day before a week later?
[00:36:12.860 --> 00:36:13.860]   I'll tell you one thing.
[00:36:13.860 --> 00:36:16.260]   I would like to see the day before is the Super Bowl.
[00:36:16.260 --> 00:36:17.260]   That would be cool.
[00:36:17.260 --> 00:36:19.660]   Place your bets, ladies and gentlemen.
[00:36:19.660 --> 00:36:24.700]   Well, I understand with the new quantum technologies built into Adam computers, you can.
[00:36:24.700 --> 00:36:26.660]   Yes, you can.
[00:36:26.660 --> 00:36:29.540]   You can see it next year's games this year.
[00:36:29.540 --> 00:36:30.540]   It's an amazing thing.
[00:36:30.540 --> 00:36:33.540]   The one problem I have to say with Apple though right now is they don't have a way
[00:36:33.540 --> 00:36:37.700]   for you to take that video that you just purchased and easily kick it out to your TV.
[00:36:37.700 --> 00:36:41.140]   You know, my power because it's video out, but you know, it's just all names.
[00:36:41.140 --> 00:36:46.740]   If you have an iPod with video, you just buy it at a V core, that's what I do.
[00:36:46.740 --> 00:36:47.740]   That's another iPod.
[00:36:47.740 --> 00:36:50.100]   How much did that core cost you, Leo?
[00:36:50.100 --> 00:36:51.580]   I think it's expensive.
[00:36:51.580 --> 00:36:53.100]   I think it's 30 bucks.
[00:36:53.100 --> 00:36:55.340]   It's a ripoff too because it really is.
[00:36:55.340 --> 00:37:00.420]   It could just be the standard multimedia cord, which I have three or four, but no, I tried
[00:37:00.420 --> 00:37:01.420]   those.
[00:37:01.420 --> 00:37:02.420]   It's not.
[00:37:02.420 --> 00:37:05.700]   They've wired it slightly differently, so you have to buy an Apple AV cord.
[00:37:05.700 --> 00:37:09.140]   I'm hoping you guys are enamored with this stuff.
[00:37:09.140 --> 00:37:10.140]   Yeah, not so.
[00:37:10.140 --> 00:37:12.060]   Sorry, I'm just saying I'm just critical here.
[00:37:12.060 --> 00:37:13.060]   Yeah, I don't.
[00:37:13.060 --> 00:37:14.060]   I agree with you.
[00:37:14.060 --> 00:37:16.660]   What we're really going to need though is what I'm hoping is coming out with Mac
[00:37:16.660 --> 00:37:21.380]   World is a updated airport express that you can stream your video right to your TV.
[00:37:21.380 --> 00:37:23.580]   Yeah, that would solve it, wouldn't it?
[00:37:23.580 --> 00:37:24.580]   Yeah.
[00:37:24.580 --> 00:37:27.180]   And those are low enough quality.
[00:37:27.180 --> 00:37:28.020]   The file size is low enough.
[00:37:28.020 --> 00:37:31.180]   I think they'd stream very well over even over B.
[00:37:31.180 --> 00:37:34.300]   Well, even if it was high quality, right?
[00:37:34.300 --> 00:37:37.060]   I mean, even if you have 10 mgs or eight mgs, that's going to be, you know.
[00:37:37.060 --> 00:37:38.660]   Yeah, but yeah, let's say you had six megabits.
[00:37:38.660 --> 00:37:39.660]   Yeah, yeah, you're right.
[00:37:39.660 --> 00:37:40.660]   Yeah.
[00:37:40.660 --> 00:37:42.020]   Anything but HD.
[00:37:42.020 --> 00:37:46.620]   These new Centrino notebooks, they've got the new wireless on theirs is AB and G.
[00:37:46.620 --> 00:37:52.180]   I wonder why they added A, which seemed to have been kind of the bundle chip because
[00:37:52.180 --> 00:37:55.300]   they could and you it's one one better.
[00:37:55.300 --> 00:37:58.140]   It's got three, not not two.
[00:37:58.140 --> 00:38:01.140]   Did you hear about Nvidia's quad SLI?
[00:38:01.140 --> 00:38:02.340]   Wait a minute.
[00:38:02.340 --> 00:38:03.340]   I hear a ring.
[00:38:03.340 --> 00:38:04.820]   Yeah, let's talk about that in a second.
[00:38:04.820 --> 00:38:07.300]   John's got an SLI machine, but Patrick's calling here.
[00:38:07.300 --> 00:38:09.060]   Let me let me pick him up.
[00:38:09.060 --> 00:38:11.260]   Hey, Patrick, you're in the airport.
[00:38:11.260 --> 00:38:12.260]   I'm at the caron.
[00:38:12.260 --> 00:38:13.260]   Yeah.
[00:38:13.260 --> 00:38:14.260]   What were you laughing about?
[00:38:14.260 --> 00:38:16.260]   This is why he's in the background.
[00:38:16.260 --> 00:38:19.540]   Your icon before it, your eyebrows look like racing is caterpillar.
[00:38:19.540 --> 00:38:22.700]   I don't even know what icon you're seeing.
[00:38:22.700 --> 00:38:24.860]   I see the same one.
[00:38:24.860 --> 00:38:25.860]   What's that?
[00:38:25.860 --> 00:38:26.860]   I don't even know.
[00:38:26.860 --> 00:38:29.020]   I don't see it on this end, so I don't even know what icon I'm sending.
[00:38:29.020 --> 00:38:31.700]   I better check.
[00:38:31.700 --> 00:38:34.900]   So Patrick is actually in Las Vegas.
[00:38:34.900 --> 00:38:35.900]   He's at McCarran.
[00:38:35.900 --> 00:38:38.100]   He's on Wi-Fi and it actually sounds pretty good.
[00:38:38.100 --> 00:38:42.980]   The best part about traveling in Las Vegas is not the delightful people, the tremendous
[00:38:42.980 --> 00:38:46.020]   events, the first class dining.
[00:38:46.020 --> 00:38:48.020]   It's really the free Wi-Fi in the caron airport.
[00:38:48.020 --> 00:38:52.020]   In fact, I'm practically regularly just used the Wi-Fi.
[00:38:52.020 --> 00:38:53.980]   Let me edit that little clip out.
[00:38:53.980 --> 00:38:54.980]   We'll send it to McCarran.
[00:38:54.980 --> 00:38:57.500]   You probably see it on billboards everywhere.
[00:38:57.500 --> 00:39:01.740]   So Patrick, we've been talking a little bit about CES and the general consensus is in
[00:39:01.740 --> 00:39:05.820]   fact, Kevin says he didn't even go to the show for is that it was just too crowded,
[00:39:05.820 --> 00:39:07.980]   too crazy, not worth going.
[00:39:07.980 --> 00:39:11.220]   John C. de Vorek, of course, was the meta reporter.
[00:39:11.220 --> 00:39:14.580]   He just sat back and let other people's blogs cover it.
[00:39:14.580 --> 00:39:18.140]   Where would you have rather been at home or in Vegas this week?
[00:39:18.140 --> 00:39:23.980]   Well, you see, if people like me didn't go to Las Vegas, de Vorek couldn't sit happy,
[00:39:23.980 --> 00:39:29.540]   you know, fat, sassy and next to his massive wine collection blogging about the event.
[00:39:29.540 --> 00:39:31.060]   So we thank you.
[00:39:31.060 --> 00:39:32.380]   It's because of you, right.
[00:39:32.380 --> 00:39:34.340]   Yeah, you're a prince.
[00:39:34.340 --> 00:39:39.380]   He's a soldier for those of us who are able to sit back from the fray.
[00:39:39.380 --> 00:39:40.380]   Thank you.
[00:39:40.380 --> 00:39:41.380]   This one's a little different.
[00:39:41.380 --> 00:39:49.060]   I mean, it is a huge, I'm officially convinced it's bigger than Condex was at Condex's biggest.
[00:39:49.060 --> 00:39:51.260]   It was huge this year.
[00:39:51.260 --> 00:39:55.500]   The boost felt a little more spaced out and they really, you know, I didn't get to see
[00:39:55.500 --> 00:40:02.420]   too much of the show floor until Friday, but the man, they had the Hilton, they had the
[00:40:02.420 --> 00:40:06.460]   LVCC, which includes not just the North and the Central Hall, but the South Halls didn't
[00:40:06.460 --> 00:40:08.820]   even exist when Condex was at its peak.
[00:40:08.820 --> 00:40:12.020]   Plus they had the sands going up both levels again.
[00:40:12.020 --> 00:40:13.020]   So it was pretty wild.
[00:40:13.020 --> 00:40:14.020]   There was a lot going on.
[00:40:14.020 --> 00:40:15.020]   A lot of vendors.
[00:40:15.020 --> 00:40:16.860]   Were you able to see everything?
[00:40:16.860 --> 00:40:19.740]   No, I, well, you can't remember something.
[00:40:19.740 --> 00:40:22.660]   I'm producing television in a trailer out in the yard.
[00:40:22.660 --> 00:40:24.140]   So I don't get to see everything.
[00:40:24.140 --> 00:40:28.300]   Patrick, did you make it over to the sands because the other guys didn't?
[00:40:28.300 --> 00:40:33.100]   I got to, I got to walk through the sands on my way to get a shuttle to the LVCC.
[00:40:33.100 --> 00:40:34.940]   So you didn't see the other?
[00:40:34.940 --> 00:40:38.780]   I only had a couple hours today to look around.
[00:40:38.780 --> 00:40:42.580]   And I spent a little bit of time down at the show to look at some of the high-end audio
[00:40:42.580 --> 00:40:44.740]   equipment and there were three or four.
[00:40:44.740 --> 00:40:49.060]   I went to talk to jail audio about subwoofers and a couple other things.
[00:40:49.060 --> 00:40:54.060]   Patrick got to do three DLTV episodes while you were there though.
[00:40:54.060 --> 00:40:55.700]   That's pretty good.
[00:40:55.700 --> 00:40:56.700]   It was fun.
[00:40:56.700 --> 00:40:58.700]   We did three one hour shows.
[00:40:58.700 --> 00:41:02.460]   So it's like, wait, I have my Devoric moment.
[00:41:02.460 --> 00:41:07.820]   www.dl.tv is a great place to go for all your video coverage needs for CES.
[00:41:07.820 --> 00:41:09.740]   How many hours of coverage is three?
[00:41:09.740 --> 00:41:11.860]   Did you do three hour shows?
[00:41:11.860 --> 00:41:13.740]   We did three one hour shows.
[00:41:13.740 --> 00:41:15.860]   Martin Sargent was with you too, right?
[00:41:15.860 --> 00:41:17.900]   Yeah, Martin Sargent was with you too.
[00:41:17.900 --> 00:41:18.900]   Martin Sargent was with you too.
[00:41:18.900 --> 00:41:21.260]   A couple of things were a little risque.
[00:41:21.260 --> 00:41:25.340]   We have at least one mother of an 11-year-old who is not pleased with us.
[00:41:25.340 --> 00:41:28.500]   But you guys will probably see the thing and giggle yourself hysterical.
[00:41:28.500 --> 00:41:29.500]   Is it on DLTV?
[00:41:29.500 --> 00:41:31.500]   Yeah, it's up on DLTV.
[00:41:31.500 --> 00:41:35.180]   Yeah, I'm looking at two pictures of him on your homepage.
[00:41:35.180 --> 00:41:40.220]   We just basically told him to go out and find, you know...
[00:41:40.220 --> 00:41:42.540]   And he found a robo- a robo-chimp, huh?
[00:41:42.540 --> 00:41:45.540]   Yeah, he was very much in love with a robo-chimp.
[00:41:45.540 --> 00:41:49.220]   Marty the robo-chimp made a rather fetching couple during that segment.
[00:41:49.220 --> 00:41:52.140]   There was interaction, there was drama, there was pathos.
[00:41:52.140 --> 00:41:56.220]   It was quite a sight actually, this screaming chimp.
[00:41:56.220 --> 00:42:01.100]   Well, I'm just glad Marty is still gainfully employed.
[00:42:01.100 --> 00:42:02.900]   He could have done a segment from Slots of Fun though.
[00:42:02.900 --> 00:42:05.860]   I'm still disappointed that nobody went to Slots of Fun.
[00:42:05.860 --> 00:42:06.860]   I used to love this video.
[00:42:06.860 --> 00:42:08.820]   Marty and Roger went to Slots of Fun.
[00:42:08.820 --> 00:42:10.180]   Oh, did they all good?
[00:42:10.180 --> 00:42:11.180]   Alright.
[00:42:11.180 --> 00:42:14.500]   I'm glad the old traditions are still kept on.
[00:42:14.500 --> 00:42:15.500]   I went to the double-down saloon.
[00:42:15.500 --> 00:42:16.500]   Oh, there you go.
[00:42:16.500 --> 00:42:17.500]   Hey, you had a...
[00:42:17.500 --> 00:42:18.500]   You had a tech team...
[00:42:18.500 --> 00:42:19.820]   You had a tech team down there, right?
[00:42:19.820 --> 00:42:21.060]   On Wednesday, how was that?
[00:42:21.060 --> 00:42:22.060]   With all the...
[00:42:22.060 --> 00:42:23.460]   Hey, you're saying Slots, right?
[00:42:23.460 --> 00:42:24.460]   Yeah.
[00:42:24.460 --> 00:42:26.260]   Okay, you're with.
[00:42:26.260 --> 00:42:29.540]   I lost 160 bucks playing craps in about 20 minutes.
[00:42:29.540 --> 00:42:30.540]   That's Slots of Fun?
[00:42:30.540 --> 00:42:31.540]   No, no, no, at the...
[00:42:31.540 --> 00:42:32.540]   Wow.
[00:42:32.540 --> 00:42:33.540]   I didn't know.
[00:42:33.540 --> 00:42:37.580]   You'd have to work hard at Slots of Fun because I think it's at $2 tables.
[00:42:37.580 --> 00:42:39.500]   The Win Hotel, good buffet by the way.
[00:42:39.500 --> 00:42:40.500]   Oh, really?
[00:42:40.500 --> 00:42:41.500]   That's very good.
[00:42:41.500 --> 00:42:42.500]   Yeah.
[00:42:42.500 --> 00:42:43.500]   Did you stay at the Win this time?
[00:42:43.500 --> 00:42:45.300]   Oh, no, I crashed on Kevin's couch.
[00:42:45.300 --> 00:42:46.300]   No.
[00:42:46.300 --> 00:42:48.060]   Sit in my parents' house.
[00:42:48.060 --> 00:42:49.060]   High budget productions.
[00:42:49.060 --> 00:42:50.860]   That's the kind of budget we were rolling right there.
[00:42:50.860 --> 00:42:56.260]   We've come a long way from the million dollars spent on a Comdex.
[00:42:56.260 --> 00:42:57.500]   So, man.
[00:42:57.500 --> 00:42:59.700]   So what was I going to ask you?
[00:42:59.700 --> 00:43:01.180]   Is there...
[00:43:01.180 --> 00:43:02.420]   Any exciting products at C.E.A.?
[00:43:02.420 --> 00:43:04.420]   Yeah, any exciting products at C.E.A.A.S.?
[00:43:04.420 --> 00:43:09.820]   The Sony reader, I think, was the coolest thing I've seen in a while.
[00:43:09.820 --> 00:43:10.820]   We knew you'd say that.
[00:43:10.820 --> 00:43:11.820]   We knew you.
[00:43:11.820 --> 00:43:12.820]   You know, it's...
[00:43:12.820 --> 00:43:13.820]   We've got to...
[00:43:13.820 --> 00:43:18.460]   I mean, it was one of the first things we put up on this show on Thursday's show.
[00:43:18.460 --> 00:43:21.500]   It's essentially an Americanized version of the Sony Libre.
[00:43:21.500 --> 00:43:22.500]   And it's thinner...
[00:43:22.500 --> 00:43:26.220]   And if I'm reading the specs right, it's thinner and lighter than the original Sony
[00:43:26.220 --> 00:43:30.540]   Libre was, which is a true e-paper-based electronic book.
[00:43:30.540 --> 00:43:32.300]   The screen is extraordinary.
[00:43:32.300 --> 00:43:33.300]   It's really amazing.
[00:43:33.300 --> 00:43:35.300]   And the battery life is incredible.
[00:43:35.300 --> 00:43:36.740]   They're basically out of a charge.
[00:43:36.740 --> 00:43:38.180]   It's supposed to go about 70...
[00:43:38.180 --> 00:43:42.540]   You turn pages about 7,500 times is how to measure it.
[00:43:42.540 --> 00:43:46.780]   And with the onboard storage, they're claiming you can get about 80 novels inside the book.
[00:43:46.780 --> 00:43:50.740]   So that's why they measure battery life by books, not by hours, because it doesn't
[00:43:50.740 --> 00:43:53.580]   use any batteries until you turn the pages.
[00:43:53.580 --> 00:43:54.580]   Exactly.
[00:43:54.580 --> 00:43:55.980]   I mean, essentially, it's like...
[00:43:55.980 --> 00:43:59.500]   It's similar to the Compact Flash in the sense that once the pixels are set, either dark
[00:43:59.500 --> 00:44:04.580]   or light, and then there's no power necessary to maintain that state until you change the
[00:44:04.580 --> 00:44:07.020]   entire page again, until you update the entire page again.
[00:44:07.020 --> 00:44:08.020]   Okay, that's nasty.
[00:44:08.020 --> 00:44:11.700]   Now that's getting a little more intriguing, because it's 80 books and it's going to last
[00:44:11.700 --> 00:44:13.540]   a long time.
[00:44:13.540 --> 00:44:14.540]   Yeah.
[00:44:14.540 --> 00:44:16.940]   And it's very legible.
[00:44:16.940 --> 00:44:19.700]   But it's heavier than a paperback, isn't it?
[00:44:19.700 --> 00:44:22.380]   Actually, I own paperbacks that are heavier than that.
[00:44:22.380 --> 00:44:23.380]   Interesting.
[00:44:23.380 --> 00:44:27.580]   Certainly, the Kryptonomicon would outweigh that handling.
[00:44:27.580 --> 00:44:28.580]   It was...
[00:44:28.580 --> 00:44:29.580]   I mean, it was...
[00:44:29.580 --> 00:44:33.020]   It's more expensive, though, $300 or $400, depending on how you equip it.
[00:44:33.020 --> 00:44:36.420]   Yeah, it's going to be interesting to see what the pricing is right over here.
[00:44:36.420 --> 00:44:37.420]   It's also going to be interesting.
[00:44:37.420 --> 00:44:41.060]   The Libre in Japan, part of the reason why nobody imported that from Japan is because
[00:44:41.060 --> 00:44:45.500]   they had the content really locked down and they interfaced in Japanese.
[00:44:45.500 --> 00:44:46.660]   So it'll be interesting to see.
[00:44:46.660 --> 00:44:50.740]   They're claiming they'll support JPEGs and PDFs and RSS feeds.
[00:44:50.740 --> 00:44:51.740]   Who?
[00:44:51.740 --> 00:44:53.700]   What happens if you drop it?
[00:44:53.700 --> 00:44:55.300]   That's a good question.
[00:44:55.300 --> 00:44:56.300]   It looks pretty.
[00:44:56.300 --> 00:44:57.500]   It looks fairly sturdy.
[00:44:57.500 --> 00:45:00.780]   They also wrapped it in fine faux Corinthian leather.
[00:45:00.780 --> 00:45:02.820]   And I think there's two fold reasons for that.
[00:45:02.820 --> 00:45:09.180]   One, obviously, to give it that fine faux Corinthian library look or a cardomontivan.
[00:45:09.180 --> 00:45:12.620]   Two, it gives it some nice cushioning and padding.
[00:45:12.620 --> 00:45:14.260]   I think it's a bit interesting to see what happens.
[00:45:14.260 --> 00:45:15.260]   I mean, I'm literally like...
[00:45:15.260 --> 00:45:19.340]   It's like an edge of sketch where you drop it and it kind of gets all messed up for me.
[00:45:19.340 --> 00:45:22.220]   I think we'll find out when it ships.
[00:45:22.220 --> 00:45:24.860]   So does it have a networking of some kind?
[00:45:24.860 --> 00:45:26.340]   It must have a ethernet.
[00:45:26.340 --> 00:45:31.780]   No, I believe it's handled by a software package that lives on your computer and then you transfer
[00:45:31.780 --> 00:45:32.780]   it over USB.
[00:45:32.780 --> 00:45:34.100]   You have to use some crappy software.
[00:45:34.100 --> 00:45:35.100]   I've used...
