
[00:00:00.000 --> 00:00:02.000]   This Week in Time.
[00:31:53.200 --> 00:31:56.160]   There's a bunch of tools that are like friends with types.
[00:31:56.160 --> 00:31:59.440]   There's Pig, which is an open source dig.
[00:31:59.440 --> 00:32:00.440]   So I don't know.
[00:32:00.440 --> 00:32:03.640]   Kevin's going to have a tough time shutting down all the digs.
[00:32:03.640 --> 00:32:05.000]   Do I know about Pig?
[00:32:05.000 --> 00:32:06.000]   Is that pig.com?
[00:32:06.000 --> 00:32:08.000]   Well, I think it's...
[00:32:08.000 --> 00:32:11.000]   I don't know if they have a pig.com, but it's the software.
[00:32:11.000 --> 00:32:14.440]   And there are, I think, quite a few companies running...
[00:32:14.440 --> 00:32:17.040]   There are companies' sites running the pig software.
[00:32:17.040 --> 00:32:23.360]   And that identity owns the pig.com site.
[00:32:23.360 --> 00:32:24.360]   Pig.com.
[00:32:24.360 --> 00:32:25.360]   And then there's...
[00:32:25.360 --> 00:32:26.360]   It's a big thing.
[00:32:26.360 --> 00:32:27.360]   So, I don't know.
[00:32:27.360 --> 00:32:30.200]   You know, there's a funny thing about this company.
[00:32:30.200 --> 00:32:31.200]   I never mind.
[00:32:31.200 --> 00:32:35.000]   I'm not going to even bring it up.
[00:32:35.000 --> 00:32:38.640]   Do they have two fat guys sitting on a couch drinking beer and call it Pig Nation?
[00:32:38.640 --> 00:32:39.640]   Pig.
[00:32:39.640 --> 00:32:40.640]   The big nation video.
[00:32:40.640 --> 00:32:41.640]   Pig Nation video.
[00:32:41.640 --> 00:32:42.640]   Have you looked at YIG.de, though?
[00:32:42.640 --> 00:32:44.720]   I mean, it really does look exactly like.
[00:32:44.720 --> 00:32:45.720]   It's exactly the same.
[00:32:45.720 --> 00:32:46.960]   There's no difference.
[00:32:46.960 --> 00:32:48.280]   It's a blatant clone.
[00:32:48.280 --> 00:32:50.640]   I can understand why Kevin will be a little upset.
[00:32:50.640 --> 00:32:52.920]   It seems to be in a foreign language.
[00:32:52.920 --> 00:32:53.920]   It's in German.
[00:32:53.920 --> 00:32:54.920]   Oh, I've heard that.
[00:32:54.920 --> 00:32:57.000]   You should learn that language if you're going to Berlin.
[00:32:57.000 --> 00:32:58.000]   Yeah, yeah.
[00:32:58.000 --> 00:32:59.000]   That's as good.
[00:32:59.000 --> 00:33:00.000]   That's as good.
[00:33:00.000 --> 00:33:02.600]   Venus, Nitzel, very important.
[00:33:02.600 --> 00:33:03.960]   Those are all important things.
[00:33:03.960 --> 00:33:05.160]   How do you say beer?
[00:33:05.160 --> 00:33:06.160]   Oh, beer.
[00:33:06.160 --> 00:33:07.160]   Yeah.
[00:33:07.160 --> 00:33:08.160]   The idea.
[00:33:08.160 --> 00:33:09.160]   Yeah.
[00:33:09.160 --> 00:33:10.160]   Not the un-lod of Nitzel.
[00:33:10.160 --> 00:33:11.160]   Yeah.
[00:33:11.160 --> 00:33:12.160]   Gross.
[00:33:12.160 --> 00:33:13.160]   From the...
[00:33:13.160 --> 00:33:14.400]   From the Twit army, who fortunately...
[00:33:14.400 --> 00:33:15.840]   Somebody's been collecting stories.
[00:33:15.840 --> 00:33:17.840]   The Twit army's been collecting stories.
[00:33:17.840 --> 00:33:23.240]   The Motion Picture Association of America is bringing lawsuits now, not against get
[00:33:23.240 --> 00:33:24.240]   this.
[00:33:24.240 --> 00:33:27.160]   They've gone beyond suing BitTorrent sites.
[00:33:27.160 --> 00:33:32.400]   They're now suing sites that index binaries on news groups.
[00:33:32.400 --> 00:33:33.400]   What?
[00:33:33.400 --> 00:33:40.520]   Well, if you go to the news groups, it's going to be very hard for them to shut down the
[00:33:40.520 --> 00:33:41.520]   news groups, obviously.
[00:33:41.520 --> 00:33:47.840]   And if you go to the news groups and you go to the binaries groups, there's Alt.media.binary.
[00:33:47.840 --> 00:33:48.840]   Right.
[00:33:48.840 --> 00:33:50.000]   They can taste it right.
[00:33:50.000 --> 00:33:53.920]   Well, you can get movies, TV, it's actually a very good place to get these because it's
[00:33:53.920 --> 00:33:55.360]   faster than BitTorrent.
[00:33:55.360 --> 00:33:58.880]   And anyway, I'm not going to go into too great detail.
[00:33:58.880 --> 00:34:00.200]   But the key is how do you find it?
[00:34:00.200 --> 00:34:05.600]   Well, there are sites that index these binary files, and so the MPAA is going against them.
[00:34:05.600 --> 00:34:13.880]   So targeting nine indexing sites for BitTorrent, including ISO, Hunt, BT Hub, Torrent Box, Torrent
[00:34:13.880 --> 00:34:14.880]   Spy.
[00:34:14.880 --> 00:34:18.120]   I mean, they're going after these guys seriously.
[00:34:18.120 --> 00:34:23.440]   I'm sorry, but you know, I've always noticed one thing.
[00:34:23.440 --> 00:34:25.840]   Not that I'm recommending this to anybody.
[00:34:25.840 --> 00:34:31.120]   But it seems to me that some of the best places to exchange these kinds of files is on the
[00:34:31.120 --> 00:34:33.440]   IRC.
[00:34:33.440 --> 00:34:34.600]   That's what everybody does, right?
[00:34:34.600 --> 00:34:35.600]   Of course.
[00:34:35.600 --> 00:34:39.400]   Yeah, I've talked to a number of guys who runs IRC servers and I asked them specifically
[00:34:39.400 --> 00:34:45.440]   if they've ever been, if anyone's even asked them about this kind of activity.
[00:34:45.440 --> 00:34:48.720]   And one guy in particular told me, you know, if they ever came up and said anything to
[00:34:48.720 --> 00:34:54.120]   us, we'd close down these rooms, these chat rooms, but no one's ever mentioned it.
[00:34:54.120 --> 00:34:59.480]   They don't seem to, IRC seems to be completely, I don't know, they got free for some reason.
[00:34:59.480 --> 00:35:04.200]   Maybe just so hard to figure out, you know, who it is and the chase after them.
[00:35:04.200 --> 00:35:05.200]   I don't know.
[00:35:05.200 --> 00:35:09.000]   Well, so many of them are closed and you can just close one and create another one.
[00:35:09.000 --> 00:35:10.000]   Right.
[00:35:10.000 --> 00:35:12.840]   Yeah, it's very easy just to move along.
[00:35:12.840 --> 00:35:16.240]   It's kind of like a rolling dice game, you know, it's hard to, hard to shut down.
[00:35:16.240 --> 00:35:17.960]   Well, here's the story that I liked.
[00:35:17.960 --> 00:35:18.960]   Okay.
[00:35:18.960 --> 00:35:23.080]   The industry news is about Yahoo doing content by putting on a new show and then using sock
[00:35:23.080 --> 00:35:25.280]   puppets as the anchorman.
[00:35:25.280 --> 00:35:26.280]   Did you see this?
[00:35:26.280 --> 00:35:28.400]   Yeah, that's practically to it right there.
[00:35:28.400 --> 00:35:29.560]   That's our game plan.
[00:35:29.560 --> 00:35:30.960]   We've already tried it.
[00:35:30.960 --> 00:35:31.960]   We did it.
[00:35:31.960 --> 00:35:32.960]   We did it first.
[00:35:32.960 --> 00:35:34.840]   Sock puppets as anchors?
[00:35:34.840 --> 00:35:35.840]   Well, just puppets.
[00:35:35.840 --> 00:35:39.800]   But they said early in this, apparently they held a new guy, Yahoo's Media Group.
[00:35:39.800 --> 00:35:44.520]   He came up, ran this idea through at Pazazzo the company's internet news by creating a
[00:35:44.520 --> 00:35:46.720]   show anchored by animated puppets.
[00:35:46.720 --> 00:35:48.720]   I have bad idea.
[00:35:48.720 --> 00:35:49.720]   What do you remember?
[00:35:49.720 --> 00:35:50.720]   Ananova.
[00:35:50.720 --> 00:35:52.640]   I might just go buy the naked news and get it over with, you know.
[00:35:52.640 --> 00:35:57.640]   Ananova is a virtual character who does news and actually it's not too bad.
[00:35:57.640 --> 00:35:58.640]   You've seen the Ananova news.
[00:35:58.640 --> 00:36:00.640]   No, actually I never had a look at it.
[00:36:00.640 --> 00:36:01.640]   A and A.
[00:36:01.640 --> 00:36:02.640]   I'll actually know you.
[00:36:02.640 --> 00:36:04.160]   Right, you're right, I have seen it.
[00:36:04.160 --> 00:36:05.160]   Yeah, it's actually okay.
[00:36:05.160 --> 00:36:06.920]   Yeah, it's a decent news service.
[00:36:06.920 --> 00:36:07.920]   The naked news is better.
[00:36:07.920 --> 00:36:11.280]   You know, that's done out of Toronto and I actually was thinking of going over and volunteering.
[00:36:11.280 --> 00:36:12.640]   But are they still doing that?
[00:36:12.640 --> 00:36:13.640]   How much does it cost?
[00:36:13.640 --> 00:36:16.440]   They'll drop their numbers radically.
[00:36:16.440 --> 00:36:17.440]   Sell short.
[00:36:17.440 --> 00:36:18.640]   You're asking me how much it costs?
[00:36:18.640 --> 00:36:19.960]   David, why would I know that?
[00:36:19.960 --> 00:36:20.960]   I don't know.
[00:36:20.960 --> 00:36:24.600]   I just remember you used to see, we watched a sample of it in one of the meeting rooms at
[00:36:24.600 --> 00:36:26.480]   Tech TV a long time ago.
[00:36:26.480 --> 00:36:28.480]   And we're blown away by its brilliance.
[00:36:28.480 --> 00:36:30.240]   That was just so long ago.
[00:36:30.240 --> 00:36:34.080]   I'm surprised if they're still going, but I guess probably still going because people
[00:36:34.080 --> 00:36:35.080]   pay for it.
[00:36:35.080 --> 00:36:36.560]   I don't get to free.
[00:36:36.560 --> 00:36:37.560]   Leo, get to free.
[00:36:37.560 --> 00:36:38.560]   I'm a special deal.
[00:36:38.560 --> 00:36:39.720]   I have a special deal.
[00:36:39.720 --> 00:36:43.960]   I have a green lighted, the sock puppet news.
[00:36:43.960 --> 00:36:44.960]   Yeah.
[00:36:44.960 --> 00:36:48.040]   It's the same guy that green lighted lost in Desperate Housewives at ABC.
[00:36:48.040 --> 00:36:49.040]   You see?
[00:36:49.040 --> 00:36:50.040]   You see?
[00:36:50.040 --> 00:36:52.040]   It really went brown.
[00:36:52.040 --> 00:36:53.040]   Yeah.
[00:36:53.040 --> 00:36:54.040]   Brilliant.
[00:36:54.040 --> 00:36:59.240]   So maybe my pets.com dog can get a job.
[00:36:59.240 --> 00:37:02.320]   I have one of those.
[00:37:02.320 --> 00:37:03.320]   I have one in the box.
[00:37:03.320 --> 00:37:04.320]   What are the original ones really?
[00:37:04.320 --> 00:37:05.320]   Yeah.
[00:37:05.320 --> 00:37:06.320]   I have one in the box.
[00:37:06.320 --> 00:37:07.320]   I didn't keep it in the box.
[00:37:07.320 --> 00:37:11.040]   I think buying like 10 of them in the box when they were selling them because they were
[00:37:11.040 --> 00:37:12.440]   given them with the end down there.
[00:37:12.440 --> 00:37:14.360]   It's probably a good investment.
[00:37:14.360 --> 00:37:19.680]   So this is, people remember pets.com which is the spectacular failure.com failure.
[00:37:19.680 --> 00:37:25.200]   They had a sock puppet, a spokes dog, but they sold the sock puppet on the site.
[00:37:25.200 --> 00:37:26.200]   You could buy it.
[00:37:26.200 --> 00:37:27.200]   That was their only remaining asset.
[00:37:27.200 --> 00:37:28.200]   Yeah.
[00:37:28.200 --> 00:37:29.200]   They had a bunch of money with the--
[00:37:29.200 --> 00:37:33.200]   And then the sock puppet made commercials for a couple of other companies or other companies.
[00:37:33.200 --> 00:37:34.200]   Did it really?
[00:37:34.200 --> 00:37:39.000]   Well, it was one of the insurance companies for people who couldn't get insurance.
[00:37:39.000 --> 00:37:42.160]   The tagline was, "Everybody needs a second chance."
[00:37:42.160 --> 00:37:44.200]   Oh, that's great.
[00:37:44.200 --> 00:37:46.200]   It was the one good thing they did.
[00:37:46.200 --> 00:37:47.360]   Kevin's online now.
[00:37:47.360 --> 00:37:48.360]   He changed his username.
[00:37:48.360 --> 00:37:49.360]   Oh.
[00:37:49.360 --> 00:37:51.800]   But no, but he hadn't been online.
[00:37:51.800 --> 00:37:53.400]   He told me he just logged on.
[00:37:53.400 --> 00:37:55.760]   I told him that we were talking about and he said, "Oh, wait, wait, wait.
[00:37:55.760 --> 00:37:56.760]   I got to get in there then."
[00:37:56.760 --> 00:38:01.520]   Ladies and gentlemen, the president of YIG.DE, Kevin Rose.
[00:38:01.520 --> 00:38:02.520]   Hello.
[00:38:02.520 --> 00:38:03.520]   Can you hear me?
[00:38:03.520 --> 00:38:04.520]   Yeah, we hear you great.
[00:38:04.520 --> 00:38:05.520]   Yeah, we can hear you.
[00:38:05.520 --> 00:38:07.280]   Hey, Kevin, I really like that YIG site in Germany.
[00:38:07.280 --> 00:38:08.280]   It's really cool.
[00:38:08.280 --> 00:38:09.280]   Nicely done.
[00:38:09.280 --> 00:38:10.280]   You did a great job with that.
[00:38:10.280 --> 00:38:11.280]   That's funny.
[00:38:11.280 --> 00:38:12.720]   How did you guys hear about that?
[00:38:12.720 --> 00:38:14.280]   It was in the news.
[00:38:14.280 --> 00:38:17.440]   Yeah, that's-- I think I probably read it on dig.
[00:38:17.440 --> 00:38:24.040]   It's so funny because there's actually never been any communication from dig to YIG at
[00:38:24.040 --> 00:38:26.120]   any time.
[00:38:26.120 --> 00:38:30.280]   So like these ideas of them freaking all out and saying we're going to sue them and say,
[00:38:30.280 --> 00:38:31.680]   "I have no idea where that came from."
[00:38:31.680 --> 00:38:32.680]   It was actually smart.
[00:38:32.680 --> 00:38:33.680]   That's a good way to get attention.
[00:38:33.680 --> 00:38:34.680]   Yeah, exactly.
[00:38:34.680 --> 00:38:35.680]   It worked.
[00:38:35.680 --> 00:38:38.360]   We've never even-- we've never even spoken with them on traded emails.
[00:38:38.360 --> 00:38:39.360]   Yeah.
[00:38:39.360 --> 00:38:42.840]   I would sue them, actually, because if you look at it, it looks just like dig.
[00:38:42.840 --> 00:38:47.000]   You know, I understand that Kevin is going to sue me for the Devorak Uncensored blog at
[00:38:47.000 --> 00:38:48.160]   devorak.org/blog.
[00:38:48.160 --> 00:38:52.160]   I mean, I got a nasty note from him when I'm poking.
[00:38:52.160 --> 00:38:53.640]   That's right.
[00:38:53.640 --> 00:38:58.840]   And there is an open-- we were talking about-- is it Pig, the open source dig clone software,
[00:38:58.840 --> 00:38:59.840]   too?
[00:38:59.840 --> 00:39:03.040]   There's clones like every other day that are popping up all over the place.
[00:39:03.040 --> 00:39:04.360]   Do you care about it?
[00:39:04.360 --> 00:39:07.000]   No, the clones, you know, not so much.
[00:39:07.000 --> 00:39:12.480]   But when someone takes your trademark and uses it at other places, you have to-- there's
[00:39:12.480 --> 00:39:17.320]   actually-- trademark law is kind of strange that you have to make sure that you have to
[00:39:17.320 --> 00:39:18.320]   enforce it.
[00:39:18.320 --> 00:39:19.560]   You have to defend it, yeah.
[00:39:19.560 --> 00:39:20.560]   Right.
[00:39:20.560 --> 00:39:21.560]   Otherwise, you lose it.
[00:39:21.560 --> 00:39:22.560]   Right.
[00:39:22.560 --> 00:39:25.760]   So we figured you only reason you're coming on, Kevin, is because we're talking about
[00:39:25.760 --> 00:39:26.760]   you.
[00:39:26.760 --> 00:39:27.760]   Oh, no, no.
[00:39:27.760 --> 00:39:28.760]   I'm sorry, guys.
[00:39:28.760 --> 00:39:29.760]   I wish I could have made it earlier.
[00:39:29.760 --> 00:39:30.760]   How far along are you?
[00:39:30.760 --> 00:39:31.760]   Are you almost done?
[00:39:31.760 --> 00:39:32.760]   Well, you know what?
[00:39:32.760 --> 00:39:33.760]   We ran out of stories.
[00:39:33.760 --> 00:39:35.760]   So if you've got anything good to talk about, I'd love to hear it.
[00:39:35.760 --> 00:39:36.760]   Wow.
[00:39:36.760 --> 00:39:38.960]   We're talking about the sock puppet that's going to do the news on Yahoo.
[00:39:38.960 --> 00:39:40.960]   That's how we're bad it's got-- Oh, no.
[00:39:40.960 --> 00:39:43.760]   It's not the pet-- it's not the pets.com one, is it?
[00:39:43.760 --> 00:39:44.960]   Oh, although--
[00:39:44.960 --> 00:39:49.960]   Weirdly enough, two of the commentators on this show actually have sock puppets.
[00:39:49.960 --> 00:39:53.760]   And Doug K, who's on also for MIT Conversations, has his in the box.
[00:39:53.760 --> 00:39:54.760]   Sealed.
[00:39:54.760 --> 00:39:55.760]   Is it sealed?
[00:39:55.760 --> 00:39:56.760]   It is.
[00:39:56.760 --> 00:39:57.760]   It's never been opened.
[00:39:57.760 --> 00:39:58.760]   That's hysterical.
[00:39:58.760 --> 00:39:59.760]   I checked eBay.
[00:39:59.760 --> 00:40:01.760]   You know, six months ago, I looked on eBay.
[00:40:01.760 --> 00:40:03.760]   I think it was worth about $14.
[00:40:03.760 --> 00:40:04.760]   Oh, that's a shank.
[00:40:04.760 --> 00:40:06.760]   I guarantee you're worth thousands.
[00:40:06.760 --> 00:40:07.760]   Someday.
[00:40:07.760 --> 00:40:14.440]   The problem is you're fighting-- you're in a race against obscurity because nobody's
[00:40:14.440 --> 00:40:17.480]   going to remember this thing in a couple of years anyway.
[00:40:17.480 --> 00:40:21.960]   There is one thing that I bought off of eBay that I will not sell for-- well, it depends
[00:40:21.960 --> 00:40:22.960]   on what somebody offers.
[00:40:22.960 --> 00:40:25.600]   But I do have a copy of Windows 1.0 Sealed.
[00:40:25.600 --> 00:40:26.600]   It's never been opened.
[00:40:26.600 --> 00:40:27.600]   That's good.
[00:40:27.600 --> 00:40:31.640]   I think I got-- well, I don't know if it's top, but I got something that's pretty cool,
[00:40:31.640 --> 00:40:32.640]   too.
[00:40:32.640 --> 00:40:33.640]   What is it?
[00:40:33.640 --> 00:40:36.280]   I have a sealed, unopened box of Microsoft Bob.
[00:40:36.280 --> 00:40:37.280]   Oh!
[00:40:37.280 --> 00:40:40.080]   You know, but I may still have a t-shirt.
[00:40:40.080 --> 00:40:42.440]   I'll give you the match as that.
[00:40:42.440 --> 00:40:43.880]   Okay, I got the t-shirt here.
[00:40:43.880 --> 00:40:48.720]   I'll top you with this because I've got the Microsoft Bob hat, which is the same hat
[00:40:48.720 --> 00:40:51.800]   that Steven Spielberg wore when they announced DreamWorks.
[00:40:51.800 --> 00:40:53.960]   He had one of those crazy-looking hats on.
[00:40:53.960 --> 00:40:54.960]   So I'm not even--
[00:40:54.960 --> 00:40:55.960]   I'm in the box of crap.
[00:40:55.960 --> 00:40:56.960]   I got that.
[00:40:56.960 --> 00:40:57.960]   I can't believe it.
[00:40:57.960 --> 00:40:58.960]   Bob thing going, man.
[00:40:58.960 --> 00:40:59.960]   I heard a rumor.
[00:40:59.960 --> 00:41:00.960]   It's coming back in Vista.
[00:41:00.960 --> 00:41:01.960]   That's what they're saying.
[00:41:01.960 --> 00:41:02.960]   Bob is back.
[00:41:02.960 --> 00:41:03.960]   No, I'm just kidding.
[00:41:03.960 --> 00:41:04.960]   You missed him.
[00:41:04.960 --> 00:41:06.360]   You've been wondering where he is.
[00:41:06.360 --> 00:41:07.360]   He's back.
[00:41:07.360 --> 00:41:08.360]   Maybe the sock puppet can do the ads.
[00:41:08.360 --> 00:41:10.000]   It'll be great.
[00:41:10.000 --> 00:41:11.200]   The biggest comeback of all time.
[00:41:11.200 --> 00:41:14.200]   I already have a-- can't-- can Norton do it.
[00:41:14.200 --> 00:41:15.200]   It'll be good.
[00:41:15.200 --> 00:41:22.280]   The buy it now price for a brand new inbox, pets.com sock puppet plush dog is $14.99.
[00:41:22.280 --> 00:41:27.680]   Well, we are doing-- actually, I haven't mentioned this to you guys, but we are doing
[00:41:27.680 --> 00:41:31.800]   an eBay auction to benefit EFF.
[00:41:31.800 --> 00:41:34.400]   And I didn't involve you guys in it, but it's not too late.
[00:41:34.400 --> 00:41:36.960]   The auction will go up in a couple of weeks.
[00:41:36.960 --> 00:41:38.760]   We remember we were in the Superman comic.
[00:41:38.760 --> 00:41:43.000]   We had the hoods, the hoodlums who were stealing TVs in Superman.
[00:41:43.000 --> 00:41:44.000]   That's awesome.
[00:41:44.000 --> 00:41:45.000]   I saw that.
[00:41:45.000 --> 00:41:49.600]   They have a Twit logo on-- a Hack 5 logo in Command N. We got the Hack Daren.
[00:41:49.600 --> 00:41:51.760]   We got the Hack 5 team to autograph.
[00:41:51.760 --> 00:41:55.160]   We have pristine copies sealed in plastic.
[00:41:55.160 --> 00:41:56.400]   The Hack 5 guys have autographed it.
[00:41:56.400 --> 00:41:57.400]   I've autographed it.
[00:41:57.400 --> 00:41:58.880]   Amber and Mike from Command N have autographed it.
[00:41:58.880 --> 00:42:01.280]   I'd like to actually-- I'll circulate it among you guys too and get autographed.
[00:42:01.280 --> 00:42:05.000]   We're going to put it on eBay to benefit EFF, so we're hoping to raise a little bit
[00:42:05.000 --> 00:42:06.000]   of money.
[00:42:06.000 --> 00:42:08.600]   We've got eight numbered signed copies of that comic.
[00:42:08.600 --> 00:42:09.600]   Excellent.
[00:42:09.600 --> 00:42:10.600]   That'll be fun.
[00:42:10.600 --> 00:42:16.440]   I have a copy of Lotus Jazz, maybe.
[00:42:16.440 --> 00:42:18.960]   Which one was the vaporware that-- was it jazz?
[00:42:18.960 --> 00:42:19.960]   No jazz shipped.
[00:42:19.960 --> 00:42:22.560]   Which was the one that Lotus product that never did improv?
[00:42:22.560 --> 00:42:23.560]   No.
[00:42:23.560 --> 00:42:25.160]   Improv shipped for a while.
[00:42:25.160 --> 00:42:26.960]   It was probably their best product.
[00:42:26.960 --> 00:42:27.960]   Improv was good.
[00:42:27.960 --> 00:42:31.400]   I remember it was the first to do pivot tables.
[00:42:31.400 --> 00:42:32.800]   Yeah, it was preform.
[00:42:32.800 --> 00:42:35.960]   It was just the-- apparently the reason that thing never got anywhere was because it was
[00:42:35.960 --> 00:42:42.640]   always in-house, inner-neeseing kind of battling going on with these, you know, the old Lotus
[00:42:42.640 --> 00:42:44.480]   1, 2, 3 folks.
[00:42:44.480 --> 00:42:49.120]   It's almost like the product at Adobe called InDesign, which was killed because of the
[00:42:49.120 --> 00:42:50.680]   Photoshop people didn't like it.
[00:42:50.680 --> 00:42:54.320]   Well InDesign's now the number one page layout program on the program.
[00:42:54.320 --> 00:42:56.880]   No, that's-- I'm sorry, image style.
[00:42:56.880 --> 00:42:58.360]   Oh, I was going to say.
[00:42:58.360 --> 00:43:00.240]   Image style was great.
[00:43:00.240 --> 00:43:01.720]   You turned me on Image style.
[00:43:01.720 --> 00:43:03.400]   That was a great little program.
[00:43:03.400 --> 00:43:04.400]   It still works.
[00:43:04.400 --> 00:43:06.600]   I still use it for quick stuff.
[00:43:06.600 --> 00:43:09.800]   Image ready has some of that functionality built into it.
[00:43:09.800 --> 00:43:12.520]   Actually they've moved a lot of it to Photoshop and Illustrator.
[00:43:12.520 --> 00:43:15.440]   You can do a lot of the stuff too, but you can't do it as fast.
[00:43:15.440 --> 00:43:17.720]   It was a great rollovers and--
[00:43:17.720 --> 00:43:22.440]   Right, and the thing with load-- I mean you could load image style and get a little special
[00:43:22.440 --> 00:43:28.360]   effect finished and put on, you know, and save before Photoshop would even finish loading
[00:43:28.360 --> 00:43:29.360]   the plugins.
[00:43:29.360 --> 00:43:31.960]   That's the problem.
[00:43:31.960 --> 00:43:33.960]   Somebody just walked out on us, I think.
[00:43:33.960 --> 00:43:34.960]   This is Kevin.
[00:43:34.960 --> 00:43:38.560]   Next to me is Sean Moore.
[00:43:38.560 --> 00:43:40.200]   I got this off of Dig.
[00:43:40.200 --> 00:43:41.200]   Interesting.
[00:43:41.200 --> 00:43:43.840]   It's the-- actually I'm sorry, it's from the Twit Army.
[00:43:43.840 --> 00:43:48.440]   I'm talking about the dot grid on the printers, the Xerox docu-color printers.
[00:43:48.440 --> 00:43:50.240]   Ah, yes, they keep you from counterfeiting.
[00:43:50.240 --> 00:43:51.240]   They keep you from counterfeiting.
[00:43:51.240 --> 00:43:52.240]   Right.
[00:43:52.240 --> 00:43:55.240]   We've got-- there's a great link on EFF with all the decoding of all of these.
[00:43:55.240 --> 00:43:58.560]   That's fine because there was a couple of kids busted recently and they got-- but you
[00:43:58.560 --> 00:44:01.280]   know, counterfeiters and I'm thinking, I don't think that many people know.
[00:44:01.280 --> 00:44:04.280]   I mean, if you think you're going to go out and counterfeit using your laser printer
[00:44:04.280 --> 00:44:07.920]   or any of these printers, you're making a big mistake because every one of them has
[00:44:07.920 --> 00:44:08.920]   got a code.
[00:44:08.920 --> 00:44:09.920]   It's like a serial number that's on that paper.
[00:44:09.920 --> 00:44:10.920]   Yeah.
[00:44:10.920 --> 00:44:11.920]   It's printed on the paper.
[00:44:11.920 --> 00:44:12.920]   Yeah.
[00:44:12.920 --> 00:44:13.920]   I don't think that's such a bad idea, actually.
[00:44:13.920 --> 00:44:15.760]   I mean the EFF's all up in arms about it, but I think that's--
[00:44:15.760 --> 00:44:16.760]   You know what?
[00:44:16.760 --> 00:44:19.480]   I think it was-- I don't think people should be counterfeiting A and B.
[00:44:19.480 --> 00:44:20.680]   You're right.
[00:44:20.680 --> 00:44:23.920]   Because counterfeiting is such a problem with these printers, if they didn't do that,
[00:44:23.920 --> 00:44:24.920]   you wouldn't get--
[00:44:24.920 --> 00:44:25.920]   You wouldn't get them.
[00:44:25.920 --> 00:44:26.920]   --they get colors on these printers.
[00:44:26.920 --> 00:44:27.920]   You wouldn't get them, yeah.
[00:44:27.920 --> 00:44:30.680]   I mean, the reason that they went to it is because the printers were getting able to
[00:44:30.680 --> 00:44:34.240]   make these great copies that were perfectly accurate with color.
[00:44:34.240 --> 00:44:39.280]   And so the-- if you remember about 15 years ago or longer, these color printers were
[00:44:39.280 --> 00:44:41.080]   inaccurate printers.
[00:44:41.080 --> 00:44:44.760]   The government actually made a point I'd make these guys not-- you couldn't get that.
[00:44:44.760 --> 00:44:47.560]   One green you need for the dollar bill.
[00:44:47.560 --> 00:44:48.560]   Right.
[00:44:48.560 --> 00:44:50.200]   These kids, they were like 14.
[00:44:50.200 --> 00:44:53.480]   And they were printing them up in the basement and they got caught-- they were washing them
[00:44:53.480 --> 00:44:55.800]   in the washing machine to make them feel right.
[00:44:55.800 --> 00:44:58.280]   And this was a pretty good operation, but it was-- I think it was.
[00:44:58.280 --> 00:45:00.280]   It was a color laser printer that they were using.
[00:45:00.280 --> 00:45:04.440]   You can scan the stuff in because most of the scanning software won't let you scan in
[00:45:04.440 --> 00:45:05.440]   the US dollar.
[00:45:05.440 --> 00:45:07.400]   I remember that one crack here.
[00:45:07.400 --> 00:45:09.320]   I can get a match there.
[00:45:09.320 --> 00:45:10.320]   That's very easy.
[00:45:10.320 --> 00:45:11.320]   What happened?
[00:45:11.320 --> 00:45:16.320]   So the trick is to buy the printer for cash, do one run, and then throw it out.
[00:45:16.320 --> 00:45:19.880]   Just like, that's what we do with guns when we're-- oh, never mind.
[00:45:19.880 --> 00:45:20.880]   I'm sorry.
[00:45:20.880 --> 00:45:21.880]   It's such an informative show.
[00:45:21.880 --> 00:45:24.040]   It's like, oh, you can just get a crack to take care of that.
[00:45:24.040 --> 00:45:25.040]   No problem.
[00:45:25.040 --> 00:45:26.360]   Well, let me ask you.
[00:45:26.360 --> 00:45:28.200]   How do we know that you can't scan money?
[00:45:28.200 --> 00:45:29.200]   If you do it, what happens?
[00:45:29.200 --> 00:45:30.200]   The scanner says--
[00:45:30.200 --> 00:45:31.200]   The screen savers, remember?
[00:45:31.200 --> 00:45:32.200]   It came as that air.
[00:45:32.200 --> 00:45:33.200]   It won't let you do it.
[00:45:33.200 --> 00:45:36.240]   Well, the Photoshop gave us an air or something like that.
[00:45:36.240 --> 00:45:38.840]   How are I trying to try a 20 or a 10?
[00:45:38.840 --> 00:45:40.360]   I got some Canadian money here.
[00:45:40.360 --> 00:45:41.360]   This is very colorful.
[00:45:41.360 --> 00:45:43.360]   I bet you-- I wonder if I could scan that.
[00:45:43.360 --> 00:45:44.360]   You think I could scan that?
[00:45:44.360 --> 00:45:48.200]   Yeah, but you have to scan it twice so it's worth the same amount.
[00:45:48.200 --> 00:45:49.400]   Hey, not so anymore.
[00:45:49.400 --> 00:45:51.360]   I couldn't quite work that joke.
[00:45:51.360 --> 00:45:52.360]   Not so anymore.
[00:45:52.360 --> 00:45:55.720]   The dollar has been shrinking, which is good because I get paid in Canadian money.
[00:45:55.720 --> 00:45:58.040]   That's why I have a stack of bills here.
[00:45:58.040 --> 00:46:04.640]   As I'm leaving, they give me a stack of a wad of 20s and I go.
[00:46:04.640 --> 00:46:06.280]   You bring it on the plane with you?
[00:46:06.280 --> 00:46:09.520]   Everybody care that iTunes hit a billion songs sold.
[00:46:09.520 --> 00:46:13.800]   And they gave away 10,000 iTunes free money to some kid.
