
[00:00:00.000 --> 00:00:01.880]   It's time for Twit.
[01:14:38.680 --> 01:14:43.840]   and life is just happening at us.
[01:14:43.840 --> 01:14:49.680]   We forget that we all have the capability and the possibility and the skill set and
[01:14:49.680 --> 01:14:52.120]   the tools to create the futures that we want.
[01:14:52.120 --> 01:14:55.280]   The future doesn't just show up fully formed.
[01:14:55.280 --> 01:15:01.440]   We are creating it in the present, but we have to be willing to make some short-term sacrifices
[01:15:01.440 --> 01:15:03.480]   for long-term gain.
[01:15:03.480 --> 01:15:04.480]   That's the challenge.
[01:15:04.480 --> 01:15:08.680]   The challenge is that we tend to think in the now in the United States and we think in
[01:15:08.680 --> 01:15:15.720]   the now and sort of short-shrift ourselves in the future.
[01:15:15.720 --> 01:15:20.600]   I think it's a great idea for us all to be optimistic about the world that we're creating,
[01:15:20.600 --> 01:15:24.840]   but then we have to put the wheels in motion to make that optimistic future happen.
[01:15:24.840 --> 01:15:31.360]   What you said part of the present is I think we're living in the most affluent in general
[01:15:31.360 --> 01:15:36.200]   for not for everybody obviously, but in the most affluent times we've ever had that most
[01:15:36.200 --> 01:15:45.480]   people, even relatively poor people, are living better than people who have lived for millennia.
[01:15:45.480 --> 01:15:48.280]   Maybe the thing to acknowledge is how good we have it right now.
[01:15:48.280 --> 01:15:50.680]   Blue poverty is not making this...
[01:15:50.680 --> 01:15:52.920]   Violence all time long.
[01:15:52.920 --> 01:15:59.320]   This is the book I've been reading, The Angels of Our Better Nature.
[01:15:59.320 --> 01:16:02.360]   Angels of Our Better Nature is Bill Gates' favorite book, right?
[01:16:02.360 --> 01:16:03.360]   Fascinating.
[01:16:03.360 --> 01:16:04.360]   It really is.
[01:16:04.360 --> 01:16:07.880]   It's a miraculous time we live in.
[01:16:07.880 --> 01:16:08.880]   It doesn't feel that way.
[01:16:08.880 --> 01:16:09.880]   It doesn't feel that way.
[01:16:09.880 --> 01:16:10.880]   We've got to make it work.
[01:16:10.880 --> 01:16:15.000]   We've got lots of unfinished work still, and we're more conscious about it.
[01:16:15.000 --> 01:16:17.960]   We see it because we know what good looks like.
[01:16:17.960 --> 01:16:21.440]   We're more conscious about the things that we see, and we see a lot of unfinished work
[01:16:21.440 --> 01:16:24.640]   that we have to do as a country, as a people, as a world.
[01:16:24.640 --> 01:16:32.120]   I think there's also a sense when you're at the top that it looks like a long way down.
[01:16:32.120 --> 01:16:33.120]   Sure.
[01:16:33.120 --> 01:16:40.560]   When things are going really well, then the most predominant emotion is fear that you're
[01:16:40.560 --> 01:16:41.560]   going to lose it.
[01:16:41.560 --> 01:16:42.560]   Sure.
[01:16:42.560 --> 01:16:45.760]   As humans respond to fear, that's why, if it bleeds, it leads.
[01:16:45.760 --> 01:16:48.080]   Has always been a truism for a long time.
[01:16:48.080 --> 01:16:53.840]   But also, I think that we are so much more exposed through social media to what is going
[01:16:53.840 --> 01:16:55.200]   wrong.
[01:16:55.200 --> 01:16:58.440]   Even though we tend to personally give our Rosie as divisions of our social media.
[01:16:58.440 --> 01:16:59.440]   It's funny, isn't it?
[01:16:59.440 --> 01:17:01.840]   Just everybody's, you know, my life is great.
[01:17:01.840 --> 01:17:06.760]   But we are also very eager to share what's happening that's wrong next to us.
[01:17:06.760 --> 01:17:09.080]   We know when something bad happens to a friend.
[01:17:09.080 --> 01:17:10.680]   We might know faster.
[01:17:10.680 --> 01:17:15.240]   Or even not friends, just anything bad happening anywhere in the world, we know it.
[01:17:15.240 --> 01:17:16.240]   Immediately.
[01:17:16.240 --> 01:17:19.440]   And sometimes they're very specific stories.
[01:17:19.440 --> 01:17:22.720]   I don't want to say small because nothing is small when something tragic is happening
[01:17:22.720 --> 01:17:24.200]   to you.
[01:17:24.200 --> 01:17:27.600]   But we learn about a lot of specific single stories that we might not have heard about
[01:17:27.600 --> 01:17:28.600]   before.
[01:17:28.600 --> 01:17:31.280]   In the future, you are in the past, you would have never seen that, right?
[01:17:31.280 --> 01:17:32.280]   You live in a little village?
[01:17:32.280 --> 01:17:36.760]   You never been conscious of the bad things that were happening in small ways to people.
[01:17:36.760 --> 01:17:37.760]   Sure.
[01:17:37.760 --> 01:17:38.960]   And who cares who's in the castle?
[01:17:38.960 --> 01:17:42.480]   What does that mean to me?
[01:17:42.480 --> 01:17:46.560]   As long as they don't raise my taxes.
[01:17:46.560 --> 01:17:49.840]   Amy Webb is here, the future ist.
[01:17:49.840 --> 01:17:51.800]   Her book The Signals are Talking.
[01:17:51.800 --> 01:17:53.280]   And what's the new book going to be called?
[01:17:53.280 --> 01:17:54.280]   What is it out?
[01:17:54.280 --> 01:17:55.280]   And what can I interview about it?
[01:17:55.280 --> 01:17:56.280]   You about it.
[01:17:56.280 --> 01:18:01.360]   We were like on title revision number three, but it's a manifesto about the future of AI
[01:18:01.360 --> 01:18:05.480]   for everyday people out spring of 2019.
[01:18:05.480 --> 01:18:06.480]   This much.
[01:18:06.480 --> 01:18:07.800]   Oh, I have to wait a whole year.
[01:18:07.800 --> 01:18:09.160]   This really is important.
[01:18:09.160 --> 01:18:10.640]   I'm glad you're writing it.
[01:18:10.640 --> 01:18:11.640]   Thanks.
[01:18:11.640 --> 01:18:14.520]   And it is a conversation we have a lot here on our show.
[01:18:14.520 --> 01:18:15.520]   Absolutely.
[01:18:15.520 --> 01:18:16.520]   Going to continue to have it.
[01:18:16.520 --> 01:18:18.520]   It's not going to get any less important.
[01:18:18.520 --> 01:18:21.640]   No, Jason Heiner, he's the editor in chief of Tech Republic.
[01:18:21.640 --> 01:18:26.080]   Lindsay Turntine is also here from CNET.com where she's editor in chief.
[01:18:26.080 --> 01:18:28.080]   I got the editors in chief here.
[01:18:28.080 --> 01:18:29.440]   Top brass.
[01:18:29.440 --> 01:18:33.080]   Our show today brought to you by, just take a, take a, smells good in here.
[01:18:33.080 --> 01:18:36.600]   It smells a little bit like cupcakes, but it smells, it smells good in here.
[01:18:36.600 --> 01:18:39.760]   That's because our air is pure.
[01:18:39.760 --> 01:18:46.880]   We are breathing filtered air through molecule, the world's first molecular air purifier.
[01:18:46.880 --> 01:18:50.240]   We got our first molecule at home because Lisa was getting stuffed up in headaches every
[01:18:50.240 --> 01:18:51.240]   morning from allergies.
[01:18:51.240 --> 01:18:52.280]   We live out in the country.
[01:18:52.280 --> 01:18:53.280]   We got a molecule.
[01:18:53.280 --> 01:18:54.280]   Headaches were gone.
[01:18:54.280 --> 01:19:00.360]   In fact, I know it's real and not an imaginary thing because we had, we were away one night
[01:19:00.360 --> 01:19:02.640]   and we had a relative staying in our house.
[01:19:02.640 --> 01:19:03.760]   He turned off the molecule.
[01:19:03.760 --> 01:19:05.200]   I don't know why.
[01:19:05.200 --> 01:19:06.920]   We got home the next night, Lisa got a headache.
[01:19:06.920 --> 01:19:08.320]   She said, "What's wrong?
[01:19:08.320 --> 01:19:09.640]   Is the molecule broken?"
[01:19:09.640 --> 01:19:10.640]   It was turned off.
[01:19:10.640 --> 01:19:11.640]   We turned it on.
[01:19:11.640 --> 01:19:12.640]   She's better again.
[01:19:12.640 --> 01:19:13.640]   It really works.
[01:19:13.640 --> 01:19:16.000]   Molecule is not a HEPA filter.
[01:19:16.000 --> 01:19:20.200]   That help of filter technology you've heard about has been used to clean your air since
[01:19:20.200 --> 01:19:21.200]   the 1940s.
[01:19:21.200 --> 01:19:24.640]   There haven't been any major innovations since until now.
[01:19:24.640 --> 01:19:32.240]   Molecule's Pico, PECO technology, it's photo electrochemical oxidation and it goes way beyond
[01:19:32.240 --> 01:19:37.120]   what a HEPA filter can do to capture and eliminate, not just allergens, but stuff a
[01:19:37.120 --> 01:19:40.520]   thousand times smaller than what a HEPA filter can capture.
[01:19:40.520 --> 01:19:46.520]   Mold, bacteria, viruses, VOCs, airborne chemicals.
[01:19:46.520 --> 01:19:51.680]   We actually got one in here because of paint fumes and then the smoke from the fires and
[01:19:51.680 --> 01:19:53.680]   then tar on the roof.
[01:19:53.680 --> 01:19:59.400]   There's no windows in this studio and this molecule has saved our lives.
[01:19:59.400 --> 01:20:02.800]   Mole makes it easier to cope with asthma and allergies.
[01:20:02.800 --> 01:20:05.680]   Sedificantly reduces your symptoms.
[01:20:05.680 --> 01:20:08.800]   One customer said after using a molecule in our home, she was able to breathe through
[01:20:08.800 --> 01:20:10.400]   a nose for the first time in 15 years.
[01:20:10.400 --> 01:20:13.560]   That was not Lisa, but it could have been.
[01:20:13.560 --> 01:20:19.040]   Molecule's technology, funded by the EPA, extensively tested by not only real people,
[01:20:19.040 --> 01:20:25.400]   but university laboratories like the University of South Florida's Center for Biological Defense.
[01:20:25.400 --> 01:20:27.560]   You can read all about this on the Molecule webpage.
[01:20:27.560 --> 01:20:32.080]   The University of Minnesota's Particle Calibration Laboratory.
[01:20:32.080 --> 01:20:33.680]   It's easy to use.
[01:20:33.680 --> 01:20:34.680]   It's beautiful.
[01:20:34.680 --> 01:20:36.520]   It's kind of like the apple of air filters.
[01:20:36.520 --> 01:20:39.400]   It's a solid aluminum shell.
[01:20:39.400 --> 01:20:43.480]   You can connect it to the internet and when the filters get low, they'll automatically
[01:20:43.480 --> 01:20:44.480]   send you new filters.
[01:20:44.480 --> 01:20:45.480]   I love that.
[01:20:45.480 --> 01:20:47.440]   Although, I have to say that doesn't happen.
[01:20:47.440 --> 01:20:48.440]   It's not even monthly.
[01:20:48.440 --> 01:20:52.640]   It happens every few months, depending on how dirty your air is, but we've only changed
[01:20:52.640 --> 01:20:55.840]   filters once in about eight months, something like that.
[01:20:55.840 --> 01:21:03.240]   Some users have said that the Molecule is the one thing that's allowed them to breathe
[01:21:03.240 --> 01:21:05.400]   easy in their home.
[01:21:05.400 --> 01:21:09.360]   It's great for offices where windows are sealed and you can't open the windows.
[01:21:09.360 --> 01:21:13.400]   This fixes the sick air in offices.
[01:21:13.400 --> 01:21:16.760]   You don't have to use the Bluetooth or Wi-Fi if you're privacy concerned or whatever.
[01:21:16.760 --> 01:21:18.280]   It works just like a regular air fresher.
[01:21:18.280 --> 01:21:20.880]   Air fresher's got a button on the top you turn it on and so forth.
[01:21:20.880 --> 01:21:21.880]   It has a silent mode.
[01:21:21.880 --> 01:21:22.880]   I really like that.
[01:21:22.880 --> 01:21:23.880]   We use that in the bedroom.
[01:21:23.880 --> 01:21:25.200]   You don't even hear it.
[01:21:25.200 --> 01:21:26.800]   It's whisper quiet.
[01:21:26.800 --> 01:21:31.880]   If you have a lot of air to clear, you can turn it on high.
[01:21:31.880 --> 01:21:33.640]   You will love the Molecule.
[01:21:33.640 --> 01:21:34.640]   I want you to try it.
[01:21:34.640 --> 01:21:36.480]   We've got $75 off your first order.
[01:21:36.480 --> 01:21:40.440]   If you go to Molecule.com, that's Molecule with a K-M-O-L-E-K-U-L-E.com.
[01:21:40.440 --> 01:21:42.440]   Here's a promo code.
[01:21:42.440 --> 01:21:46.120]   Finally, technology has come to air purifiers.
[01:21:46.120 --> 01:21:52.720]   This thing is so much better than anything you've ever tried before.
[01:21:52.720 --> 01:21:53.720]   Molecule.com.
[01:21:53.720 --> 01:21:56.600]   A promo code "Twit".
[01:21:56.600 --> 01:22:03.080]   If you've got dangerous air in your house or your office, this is a really good solution.
[01:22:03.080 --> 01:22:04.880]   Molecule.com.
[01:22:04.880 --> 01:22:08.760]   Use a promo code "Twit" at the checkout.
[01:22:08.760 --> 01:22:09.760]   Let's see here.
[01:22:09.760 --> 01:22:14.160]   I don't have to admit though, the Molecule does not get rid of cupcake smell.
[01:22:14.160 --> 01:22:15.160]   This drive me crazy.
[01:22:15.160 --> 01:22:16.160]   That's a good thing.
[01:22:16.160 --> 01:22:17.160]   That's a good thing.
[01:22:17.160 --> 01:22:19.560]   I thought that maybe it just knows.
[01:22:19.560 --> 01:22:20.800]   It's so good.
[01:22:20.800 --> 01:22:21.800]   It knows.
[01:22:21.800 --> 01:22:22.800]   Keep the cupcake smell.
[01:22:22.800 --> 01:22:23.800]   Keep the cupcake smell.
[01:22:23.800 --> 01:22:24.800]   Keep the cupcake smell.
[01:22:24.800 --> 01:22:25.800]   It knows.
[01:22:25.800 --> 01:22:33.160]   I'm going to try to find something upbeat, something happy, something fun, an anadote.
[01:22:33.160 --> 01:22:34.160]   I can't.
[01:22:34.160 --> 01:22:35.160]   There's nothing.
[01:22:35.160 --> 01:22:36.160]   There's nothing.
[01:22:36.160 --> 01:22:37.160]   There's nothing.
[01:22:37.160 --> 01:22:38.160]   There's nothing.
[01:22:38.160 --> 01:22:39.160]   The HomePod flop.
[01:22:39.160 --> 01:22:41.600]   Is there the HomePod a flop?
[01:22:41.600 --> 01:22:43.160]   Is that set in the world on fire?
[01:22:43.160 --> 01:22:45.560]   It's not set in the world on fire.
[01:22:45.560 --> 01:22:46.560]   Is that the world on fire?
[01:22:46.560 --> 01:22:50.600]   Mark German who's really got his finger on the pulse of Apple news in Bloomberg Technologies
[01:22:50.600 --> 01:22:56.360]   say inventory is piling up, low sales have pushed the company to cut orders with the
[01:22:56.360 --> 01:22:58.360]   company that's manufacturing the HomePod.
[01:22:58.360 --> 01:23:02.400]   It'll be dropped to 199 pretty soon.
[01:23:02.400 --> 01:23:05.640]   At 199 it's a lot more interesting than at 350.
[01:23:05.640 --> 01:23:10.000]   People thought maybe if people can go to the Apple Store and listen to it, sales will
[01:23:10.000 --> 01:23:11.000]   go up.
[01:23:11.000 --> 01:23:13.800]   It had really good pre-orders which just fell off the cliff.
[01:23:13.800 --> 01:23:14.800]   I have one.
[01:23:14.800 --> 01:23:15.800]   I do two.
[01:23:15.800 --> 01:23:16.800]   I do two.
[01:23:16.800 --> 01:23:20.120]   I think for me, I like it.
[01:23:20.120 --> 01:23:23.200]   It works because I already was invested in Apple news.
[01:23:23.200 --> 01:23:24.200]   You have to be an Apple news.
[01:23:24.200 --> 01:23:25.200]   But I'm like the one.
[01:23:25.200 --> 01:23:27.200]   It's the only, you know, a so-nose or a-
[01:23:27.200 --> 01:23:32.840]   It's a really really expensive way to listen to your overpriced Apple music.
[01:23:32.840 --> 01:23:33.840]   Thank you.
[01:23:33.840 --> 01:23:34.840]   That is all true.
[01:23:34.840 --> 01:23:36.600]   However, I can corroborate.
[01:23:36.600 --> 01:23:38.160]   It sounds great.
[01:23:38.160 --> 01:23:39.360]   It does sound really good.
[01:23:39.360 --> 01:23:40.360]   It sounds great.
[01:23:40.360 --> 01:23:41.360]   Although-
[01:23:41.360 --> 01:23:43.520]   We cracked one open on Tech Republic which is also a CNET video.
[01:23:43.520 --> 01:23:46.960]   So it's a yeah.
[01:23:46.960 --> 01:23:52.680]   We talked about comparing the products during that.
[01:23:52.680 --> 01:23:57.240]   Better privacy because Apple is not very good at AI among other reasons.
[01:23:57.240 --> 01:23:59.120]   But they also are committed to privacy.
[01:23:59.120 --> 01:24:00.280]   They're really smart about this.
[01:24:00.280 --> 01:24:02.640]   They're like, "Look, we really stink at AI.
[01:24:02.640 --> 01:24:04.880]   So let's just double down on privacy.
[01:24:04.880 --> 01:24:07.240]   We're going to be the company that's all about privacy.
[01:24:07.240 --> 01:24:12.760]   We're not going to be the one that takes advantage of your data to monetize you.
[01:24:12.760 --> 01:24:15.080]   They weren't really doing that anyway.
[01:24:15.080 --> 01:24:17.880]   But whatever, you know, give them some kudos.
[01:24:17.880 --> 01:24:20.360]   But the product itself is a good product.
[01:24:20.360 --> 01:24:23.160]   It just feels, to me, it's too expensive.
[01:24:23.160 --> 01:24:26.720]   Well, I think Apple tried to make it super luxury.
[01:24:26.720 --> 01:24:29.280]   We're going to make this fantastic sounding thing.
[01:24:29.280 --> 01:24:31.080]   It's going to have this luxury price like all.
[01:24:31.080 --> 01:24:33.840]   I mean, this is Apple 2.80.
[01:24:33.840 --> 01:24:37.960]   We're going to launch later than others with something that we are going to tell you.
[01:24:37.960 --> 01:24:40.160]   We really hope you believe is better.
[01:24:40.160 --> 01:24:43.040]   We're just going to keep telling you that it's better.
[01:24:43.040 --> 01:24:47.280]   But the reality is, in this particular case, it's not better enough.
[01:24:47.280 --> 01:24:48.840]   It's not better enough.
[01:24:48.840 --> 01:24:50.880]   And Apple Music is the wedge.
[01:24:50.880 --> 01:24:51.880]   Yeah.
[01:24:51.880 --> 01:24:53.800]   They can't come in and pick off what they love to do.
[01:24:53.800 --> 01:24:57.120]   They come in and pick off the most lucrative 10% of the market, right?
[01:24:57.120 --> 01:24:58.800]   And they're so good at it.
[01:24:58.800 --> 01:25:01.040]   They're the place where all the money is made.
[01:25:01.040 --> 01:25:03.080]   They just come in and swoop that.
[01:25:03.080 --> 01:25:04.080]   It's just not happening.
[01:25:04.080 --> 01:25:06.800]   And the thing is that Sonos already did that.
[01:25:06.800 --> 01:25:07.800]   That's true.
[01:25:07.800 --> 01:25:09.800]   They're the home of a wealthy person in the Bay Area.
[01:25:09.800 --> 01:25:10.800]   They are full Sonos.
[01:25:10.800 --> 01:25:11.800]   I'm all in the Sonos.
[01:25:11.800 --> 01:25:12.800]   Rome's a room to room.
[01:25:12.800 --> 01:25:15.320]   And Sonos has its own problems as a business.
[01:25:15.320 --> 01:25:19.640]   I think the problem is that the big tech companies didn't see this coming.
[01:25:19.640 --> 01:25:23.880]   They didn't see Amazon's smart speaker coming and they didn't see it in a meaningful way.
[01:25:23.880 --> 01:25:28.960]   So Microsoft is still trying to get a smart speaker to market.
[01:25:28.960 --> 01:25:32.160]   And they're late to market.
[01:25:32.160 --> 01:25:33.560]   Apple was late to market.
[01:25:33.560 --> 01:25:35.400]   And yes, you could say that that was their strategy.
[01:25:35.400 --> 01:25:38.240]   It's always been their strategy.
[01:25:38.240 --> 01:25:43.800]   In this economy, you're going to have to provide some seriously amazing value for a product
[01:25:43.800 --> 01:25:49.640]   that Amazon, you can now get a sub $50 version.
[01:25:49.640 --> 01:25:51.760]   But it sounds terrible.
[01:25:51.760 --> 01:25:52.760]   It does.
[01:25:52.760 --> 01:25:53.760]   I would say there are--
[01:25:53.760 --> 01:25:58.040]   Well, but you can also-- the Google Home Max, which most blind testers say actually say
[01:25:58.040 --> 01:26:00.120]   it sounds better than the HomePod, by the way.
[01:26:00.120 --> 01:26:01.120]   It's a little more expensive.
[01:26:01.120 --> 01:26:03.120]   It's as big as this table.
[01:26:03.120 --> 01:26:04.120]   That's not that big.
[01:26:04.120 --> 01:26:05.120]   It's not that big.
[01:26:05.120 --> 01:26:07.760]   And it depends on where you're sitting in the room.
[01:26:07.760 --> 01:26:11.480]   Well, that's part of the problem is that Apple-- and this is actually-- I just read a really
[01:26:11.480 --> 01:26:13.400]   interesting article.
[01:26:13.400 --> 01:26:15.760]   Apple designed a speaker that sounds good no matter where you sit.
[01:26:15.760 --> 01:26:19.800]   It's the tweeters go all the way around it and the subwoofer fires straight up.
[01:26:19.800 --> 01:26:23.240]   That's fine in an environment where music is wallpaper.
[01:26:23.240 --> 01:26:27.080]   But if you're going to sit in front of speakers, the max actually sounds better.
[01:26:27.080 --> 01:26:33.360]   And the real question is, yeah, I mean, is the closed-- is Apple's closed ecosystem model
[01:26:33.360 --> 01:26:35.480]   going to survive going forward?
[01:26:35.480 --> 01:26:36.480]   Not for music.
[01:26:36.480 --> 01:26:37.480]   Are they reason--
[01:26:37.480 --> 01:26:39.200]   Well, I don't think it is for music and media.
[01:26:39.200 --> 01:26:41.920]   I think that it has been too slow to all sorts of media.
[01:26:41.920 --> 01:26:45.360]   And the same-- Apple's trying to make big moves when it comes to Hollywood, when it comes
[01:26:45.360 --> 01:26:46.360]   to Studio.
[01:26:46.360 --> 01:26:47.920]   It's well behind Netflix.
[01:26:47.920 --> 01:26:50.800]   It's well behind established providers of content.
[01:26:50.800 --> 01:26:52.680]   And that's where Apple's going to start to struggle.
[01:26:52.680 --> 01:26:53.960]   It's not just the content, though.
[01:26:53.960 --> 01:26:59.280]   So all the modeling that I've done shows that 50% of the interactions that people in
[01:26:59.280 --> 01:27:04.920]   the industrialized world have with machines will be so doing their voice between now and
[01:27:04.920 --> 01:27:06.680]   the next five years from now.
[01:27:06.680 --> 01:27:11.240]   So what that tells us is that this isn't like earth shattering news, but we're moving
[01:27:11.240 --> 01:27:16.960]   into these zero-based UIs where we're speaking to talking is the new typing.
[01:27:16.960 --> 01:27:17.960]   So talking is the timing.
[01:27:17.960 --> 01:27:18.960]   It feels pretty high, though, Amy.
[01:27:18.960 --> 01:27:19.960]   Sorry, go ahead.
[01:27:19.960 --> 01:27:20.960]   Go ahead.
[01:27:20.960 --> 01:27:22.200]   Well, here's the argument that I'm laying out.
[01:27:22.200 --> 01:27:24.520]   The speakers are just the beginning of this.
[01:27:24.520 --> 01:27:29.000]   So having a speaker that connects to your phone to do certain things is useful right
[01:27:29.000 --> 01:27:30.000]   now.
[01:27:30.000 --> 01:27:33.840]   But the real question is, what does that ecosystem look like as it matures?
[01:27:33.840 --> 01:27:38.840]   Because we could very well be heading into, instead of, are you a PC or a Mac?
[01:27:38.840 --> 01:27:40.640]   Are you Amazon or--
[01:27:40.640 --> 01:27:41.640]   That's right.
[01:27:41.640 --> 01:27:42.640]   You know, probably not--
[01:27:42.640 --> 01:27:46.640]   Microsoft is recognizing that it's not about Windows versus Mac.
[01:27:46.640 --> 01:27:47.640]   It's about cloud.
[01:27:47.640 --> 01:27:48.880]   It's about services.
[01:27:48.880 --> 01:27:49.880]   It's about voice.
[01:27:49.880 --> 01:27:50.880]   The platform.
[01:27:50.880 --> 01:27:56.840]   It's about a complete sea change in what technology manifests in our home.
[01:27:56.840 --> 01:28:00.800]   And I think, Amy, what you're talking about is ambient computing.
[01:28:00.800 --> 01:28:01.800]   Sure.
[01:28:01.800 --> 01:28:04.480]   I mean, I call it zero UI.
[01:28:04.480 --> 01:28:07.120]   There's conversational ambient, whatever you want.
[01:28:07.120 --> 01:28:16.200]   But speaking to and having other adjacently related, so like machine reading comprehension.
[01:28:16.200 --> 01:28:22.240]   So this Ray Kurzweil at TED this week debuted a new product.
[01:28:22.240 --> 01:28:24.840]   The Google search through books-- have a conversation with books.
[01:28:24.840 --> 01:28:25.840]   Wasn't that interesting?
[01:28:25.840 --> 01:28:29.440]   He said instead of searching for keywords, we're searching for ideas now.
[01:28:29.440 --> 01:28:30.440]   Right.
[01:28:30.440 --> 01:28:35.760]   Except that's an example of something called machine reading comprehension, which within--
[01:28:35.760 --> 01:28:39.960]   that's not earth shattering brand new ideas or technology.
[01:28:39.960 --> 01:28:45.120]   And in fact, Microsoft and Stanford were working on that a while ago.
[01:28:45.120 --> 01:28:49.760]   But what's different here is that this allows us to have more of a conversation.
[01:28:49.760 --> 01:28:55.960]   So rather than getting a bunch of links returned, machine reading comprehension, which is what
[01:28:55.960 --> 01:29:01.280]   that project is an example of, allows us to have those conversations with the devices.
[01:29:01.280 --> 01:29:03.400]   So this just brings me back to the speakers.
[01:29:03.400 --> 01:29:05.080]   So it's like, OK, great.
[01:29:05.080 --> 01:29:09.480]   Apple has an expensive speaker that sounds really good playing music in a particular circumstance.
[01:29:09.480 --> 01:29:17.440]   But going forward, which as the ecosystem matures, Apple's going to have to do something besides
[01:29:17.440 --> 01:29:22.080]   make a cool product that connects to your iPhone that plays music pretty well, given
[01:29:22.080 --> 01:29:24.520]   that its whole ecosystem is locked down and closed.
[01:29:24.520 --> 01:29:29.080]   And everybody else, Amazon is inside of cars now.
[01:29:29.080 --> 01:29:30.920]   Amazon is inside of banks.
[01:29:30.920 --> 01:29:33.920]   Amazon has this massive open platform.
[01:29:33.920 --> 01:29:40.880]   It's to be fair series inside of cars too.
[01:29:40.880 --> 01:29:44.360]   I don't think that most audiences understand the difference that you're talking about.
[01:29:44.360 --> 01:29:47.920]   And I mean, as a person who covers consumer technology day in and day out and sees how
[01:29:47.920 --> 01:29:55.280]   consumers respond to things, Apple has a chance with HomePod and any other AI.
[01:29:55.280 --> 01:29:59.520]   As long as Apple can find the thing that people don't know they need to solve yet.
[01:29:59.520 --> 01:30:00.960]   But look at, you know, Nest.
[01:30:00.960 --> 01:30:04.320]   Why did Nest beat all other connected thermostats they existed before?
[01:30:04.320 --> 01:30:05.600]   It wasn't a new thing.
[01:30:05.600 --> 01:30:10.040]   They made it look good and they made it easy and they identified that something needed
[01:30:10.040 --> 01:30:11.040]   to be fixed now.
[01:30:11.040 --> 01:30:12.040]   They've had problems since then.
[01:30:12.040 --> 01:30:16.520]   Yeah, because nobody wants to spend $400 on a thermostat that didn't do significantly
[01:30:16.520 --> 01:30:18.800]   anything more better than the existing.
[01:30:18.800 --> 01:30:21.080]   If HomePod could solve a problem that we don't know.
[01:30:21.080 --> 01:30:24.480]   And literally, it really solved it, not just on the surface.
[01:30:24.480 --> 01:30:25.480]   Sure.
[01:30:25.480 --> 01:30:28.280]   I do think that I just want to pick the one.
[01:30:28.280 --> 01:30:29.440]   By the way, that's a big if.
[01:30:29.440 --> 01:30:30.440]   That's a hard thing.
[01:30:30.440 --> 01:30:31.440]   It is a hard thing.
[01:30:31.440 --> 01:30:33.400]   Oh, I just think it can be done.
[01:30:33.400 --> 01:30:37.960]   That's basically build a better mouse trap and the world will beat a path to your door.
[01:30:37.960 --> 01:30:38.960]   Well, yeah.
[01:30:38.960 --> 01:30:39.960]   But that keeps happening.
[01:30:39.960 --> 01:30:40.960]   That keeps happening.
[01:30:40.960 --> 01:30:43.560]   But also it also happens from unexpected quarters.
[01:30:43.560 --> 01:30:44.960]   It happens from unexpected quarters.
[01:30:44.960 --> 01:30:48.560]   It's rarely the incumbent that comes up with the next thing, right?
[01:30:48.560 --> 01:30:49.560]   It's always.
[01:30:49.560 --> 01:30:50.560]   I want to talk about voice though.
[01:30:50.560 --> 01:30:58.360]   I want it for just a second and zero UI as Amy characterized it and sort of ambient interface
[01:30:58.360 --> 01:31:05.120]   and all that because there's part of this that I feel like gets missed and gets overstated.
[01:31:05.120 --> 01:31:10.040]   And that's I see a lot of these estimates, Amy, similar to like 50% of all computing
[01:31:10.040 --> 01:31:14.160]   is going to be with your voice in the future.
[01:31:14.160 --> 01:31:16.880]   And I take issue with that for a couple of times.
[01:31:16.880 --> 01:31:17.880]   I didn't say computing.
[01:31:17.880 --> 01:31:21.520]   I said interactions with devices, which is not like the kind of computing that you're
[01:31:21.520 --> 01:31:24.120]   doing with the laptop that you've got sitting in front of you right now.
[01:31:24.120 --> 01:31:28.120]   But this is why I prefer the term ambient because what to me, what's happening.
[01:31:28.120 --> 01:31:29.120]   And so you can see this.
[01:31:29.120 --> 01:31:32.000]   It's moving from the center to the edge, computing moving to the edge.
[01:31:32.000 --> 01:31:36.720]   And the idea that everything has some smarts and you interact with it in a natural way.
[01:31:36.720 --> 01:31:38.360]   Sometimes that's voice.
[01:31:38.360 --> 01:31:40.760]   Sometimes it's tapping your ear.
[01:31:40.760 --> 01:31:43.280]   Sometimes it's that the thermostat has intelligence.
[01:31:43.280 --> 01:31:46.520]   And to me, that's why ambient computing is a better definition.
[01:31:46.520 --> 01:31:49.040]   Certainly we will use speech, but it won't be.
[01:31:49.040 --> 01:31:52.240]   It's not what we're talking about as like this is the future of computing.
[01:31:52.240 --> 01:31:54.600]   The future of computing is computing it.
[01:31:54.600 --> 01:31:57.240]   Those cupcakes will have processors in them.
[01:31:57.240 --> 01:31:58.240]   They're on interface.
[01:31:58.240 --> 01:32:08.560]   No, so that I like better because these things we naturally train users because certain users
[01:32:08.560 --> 01:32:13.400]   that are new to computing and there are still a lot of users that are still just on the
[01:32:13.400 --> 01:32:15.720]   on-ramp.
[01:32:15.720 --> 01:32:21.600]   And some of those simpler interfaces appeal because it is better on-ramp.
[01:32:21.600 --> 01:32:29.680]   But as those users become more sophisticated and complex, they tend to become more what
[01:32:29.680 --> 01:32:31.960]   we think of today as like power users, right?
[01:32:31.960 --> 01:32:33.440]   And they don't want to use a voice interface.
[01:32:33.440 --> 01:32:37.640]   They don't want to use the sort of the dumb down interfaces.
