
[00:00:00.000 --> 00:00:03.340]   [music playing]
[00:32:08.080 --> 00:32:09.680]   And I'm like, well, you know, it's getting old.
[00:32:09.680 --> 00:32:15.280]   For me to go past will be how much of this stuff can be implemented without screwing it up.
[00:32:15.280 --> 00:32:16.480]   Yeah.
[00:32:16.680 --> 00:32:24.380]   You know, I have to say, I know it's going to sound like an apple apologist, but as many flaws as it has, I still think this is, well, Scott said this too.
[00:32:24.380 --> 00:32:26.580]   This is kind of the best platform out there and I would not.
[00:32:26.580 --> 00:32:30.580]   I keep trying other fun to replace the iPhone hoping there'll be another one.
[00:32:30.580 --> 00:32:35.880]   Maybe is this how much of this is in response to the fact that the pre is going to be out in the next couple of months right around June.
[00:32:35.880 --> 00:32:36.780]   I don't think it's a response.
[00:32:36.780 --> 00:32:46.580]   I think that I think this is really like, you know, Apple's been working on this and then they come out with it, you know, and I think that the issue is is there's a lot of other phones with a lot of better, you know, a lot of features that are better than what Apple is pre-built.
[00:32:46.580 --> 00:32:47.580]   Providing on the iPhone.
[00:32:47.580 --> 00:33:11.180]   But as a unified experience, as with all the features, with the App Store, with the iTunes music store, with all those pieces, it is so far ahead, everyone else that they don't have to, you know, be putting out a new version every month because they are, there's a lot of catch up for people to do to get it all right not to get a couple features that Apple doesn't have, but to get everything working this way is still a big deal.
[00:33:11.180 --> 00:33:13.680]   Well,
[00:33:13.980 --> 00:33:17.180]   it's still pretty. But you can see in Austin as in everybody has one.
[00:33:17.180 --> 00:33:17.780]   Yeah.
[00:33:17.780 --> 00:33:24.780]   We're going to get to some other stories, including the fact that at South by Southwest, you couldn't use your iPhone because everybody was there.
[00:33:24.780 --> 00:33:27.080]   They finally solved that.
[00:33:27.080 --> 00:33:30.280]   I also want to talk a little bit about we talked about it a lot on Twitch.
[00:33:30.280 --> 00:33:41.680]   So I want to update the story about the so-called DRM chip that's built into the new iPod shuffle and more about the iPhone 3.0 because there's a lot more to talk about there.
[00:33:41.680 --> 00:33:44.780]   So before we do that, I just want to quickly mention we have a new sponsor on the show.
[00:33:44.780 --> 00:33:46.180]   I've mentioned it a couple of times now.
[00:33:46.180 --> 00:33:53.180]   I just want to remind you if it's time to set up a new website to think about squarespace.com.
[00:33:53.180 --> 00:33:55.280]   It's a, I don't want to say a blogging platform.
[00:33:55.280 --> 00:33:56.880]   It's really a web platform.
[00:33:56.880 --> 00:33:58.480]   Yeah, it's a great blogging platform.
[00:33:58.480 --> 00:34:07.480]   It'll import your blog if you already have one from WordPress or TypePad or blogger instantly, by the way, import and export.
[00:34:07.880 --> 00:34:16.180]   So if you want to try this free two week trial, you could try it fully, you know, and get a sense of it without any risk at all because in and out.
[00:34:16.180 --> 00:34:20.880]   It's come so far in a year or two because I, you looked at it a year ago.
[00:34:20.880 --> 00:34:21.880]   See, I never saw it.
[00:34:21.880 --> 00:34:23.680]   And I was like, and what happened was actually I got so excited.
[00:34:23.680 --> 00:34:28.480]   I decided I wanted to do way more than I was like, I can run the whole Pixelcore on this thing and then I couldn't quite do that.
[00:34:28.480 --> 00:34:33.480]   And, but we are now about to push a bunch of our, I'm going to probably put my blog up there.
[00:34:33.480 --> 00:34:37.780]   We're going to push a bunch of it is seamless to just throw something up there.
[00:34:37.780 --> 00:34:38.580]   Make adjustments.
[00:34:38.580 --> 00:34:40.280]   It's Whizziwig for a lot of the stuff.
[00:34:40.280 --> 00:34:42.180]   That's really the design template.
[00:34:42.180 --> 00:34:44.080]   You can, oh, you know about too, Kirsten?
[00:34:44.080 --> 00:34:47.080]   The design template you can drag, you know, draw stuff.
[00:34:47.080 --> 00:34:55.580]   We've been testing it since I found out they were a sponsor and I will say that the form and data collection stuff, if far supersedes what is available anywhere else.
[00:34:55.580 --> 00:35:00.980]   And, you know, I've been paying people to write that stuff and now I can just drop in a little deal and it works.
[00:35:00.980 --> 00:35:02.080]   Very cool stuff.
[00:35:02.080 --> 00:35:10.580]   I just want people to try it. You can try it free by going to squarespace.com/macbreak a free two week trial just to see what's going on.
[00:35:10.580 --> 00:35:17.080]   Also, if you sign up at squarespace.com/macbreak you get 10% off any of the plans.
[00:35:17.080 --> 00:35:19.880]   It isn't a free blogging system like WordPress.
[00:35:19.880 --> 00:35:22.380]   I don't want to give you the mishap re-henction that it is.
[00:35:22.380 --> 00:35:23.480]   It's hosted blogging.
[00:35:23.480 --> 00:35:27.780]   They hosted with very sophisticated, very scalable hosting.
[00:35:27.780 --> 00:35:30.380]   You don't have to worry about getting dug or slashed out of it with this thing.
[00:35:30.380 --> 00:35:32.380]   This will handle anything you could throw at it.
[00:35:32.380 --> 00:35:35.780]   But because they hosted you don't have to worry about all these issues.
[00:35:35.780 --> 00:35:39.980]   Believe me, I spent a lot of time late at night worrying about my servers.
[00:35:39.980 --> 00:35:41.780]   This is, you don't worry about that.
[00:35:41.780 --> 00:35:43.580]   You can incrementally pay more per month.
[00:35:43.580 --> 00:35:46.680]   I mean, so if you decide, oh, I now I have more than 250 users.
[00:35:46.680 --> 00:35:49.580]   Well, I'll pay another $10 a month to be able to support that.
[00:35:49.580 --> 00:35:51.980]   Start very affordably and move your way up as you want.
[00:35:51.980 --> 00:35:53.480]   But I think this is a great solution.
[00:35:53.480 --> 00:35:56.680]   And you can have, yes, you can have your custom domain name and so forth.
[00:35:56.680 --> 00:35:58.680]   squarespace.com/macbreak.
[00:35:58.680 --> 00:36:04.280]   We welcome them to the Macbreak and Twit family and we thank them so much for their support.
[00:36:04.280 --> 00:36:09.280]   squarespace.com/macbreak.
[00:36:09.280 --> 00:36:15.680]   Yeah, we saw the howls of horror from South by Southwest on Twitter.
[00:36:15.680 --> 00:36:18.680]   Although not as many as you might have because nobody could use their iPhones.
[00:36:18.680 --> 00:36:21.680]   I saw one person said, thank God I brought my G1.
[00:36:21.680 --> 00:36:26.080]   AT&T was just swamped because everybody in a place like that's going to have an iPhone.
[00:36:26.080 --> 00:36:29.680]   Yeah, I heard it was that girl that did the interview with the Facebook guy.
[00:36:29.680 --> 00:36:32.080]   She made sure that nobody could get on the iPhone.
[00:36:32.080 --> 00:36:34.880]   Sarah Lacey didn't want any bad comments this time around.
[00:36:34.880 --> 00:36:39.480]   I don't think Sarah was hosting any panels this with this this year.
[00:36:39.480 --> 00:36:42.080]   I'm pretty sure she appointed the state of Texas.
[00:36:42.080 --> 00:36:42.680]   It's a big event.
[00:36:42.680 --> 00:36:43.480]   I wish I'd been there.
[00:36:43.480 --> 00:36:47.680]   It sounds like it was a lot of fun and maybe maybe people couldn't use their iPhones,
[00:36:47.680 --> 00:36:50.280]   but there sure was enough tweeting about South by Southwest.
[00:36:50.280 --> 00:36:52.880]   You could barely use Twitter for the last few days.
[00:36:52.880 --> 00:36:59.880]   AT&T did come in with some portable cell towers a day or two later and beefed up the connectivity there,
[00:36:59.880 --> 00:37:02.680]   but it was just it was just a mess.
[00:37:02.680 --> 00:37:08.680]   Also, the other story I wanted to mention real briefly, but because we did mention it on Twitch,
[00:37:08.680 --> 00:37:15.480]   I want to I guess clarify and I actually like your guys intake input on this rather.
[00:37:15.480 --> 00:37:16.480]   We had seen a story.
[00:37:16.480 --> 00:37:23.280]   In fact, we saw it from the Electronic Frontier Foundation that there was a new DRM chip in the new iPod shuffle
[00:37:23.280 --> 00:37:29.080]   that would keep anybody from creating a compatible headphone system.
[00:37:29.080 --> 00:37:34.080]   You know, the iPod shuffle requires headphones with controls on it or you've got no controls at all.
[00:37:34.080 --> 00:37:35.480]   That's where the controls live.
[00:37:35.480 --> 00:37:38.280]   Instead of making a little dongle that you could put any headphones into,
[00:37:38.280 --> 00:37:41.280]   Apple decided not to do that, but to ship headphones with it.
[00:37:41.280 --> 00:37:47.080]   A third party that wants to make headphones it looked like would have to get Apple's permission,
[00:37:47.080 --> 00:37:49.880]   perhaps pay a license fee because of this chip.
[00:37:49.880 --> 00:37:54.080]   Now Apple is saying, no, it's not DRM.
[00:37:54.080 --> 00:37:58.080]   It's just so that we can do this certification built for.
[00:37:58.080 --> 00:38:00.880]   Yes, he sounds like the same thing to me, but maybe I'm stupid.
[00:38:00.880 --> 00:38:08.880]   They're about the user experience because a lot of people are buying headphones that the impedance of the copper is a lower grade.
[00:38:08.880 --> 00:38:12.280]   What the heck is that all about?
[00:38:12.280 --> 00:38:14.680]   So it sounds like it's not a DRM chip anymore.
[00:38:14.680 --> 00:38:17.080]   It's just like an encoding chip.
[00:38:17.080 --> 00:38:18.280]   They said there's no DRM.
[00:38:18.280 --> 00:38:23.080]   There's no DMCA risk involved if you want to reverse engineer it or anything like that.
[00:38:23.080 --> 00:38:24.480]   So there really is.
[00:38:24.480 --> 00:38:28.680]   So they can get a made made for iPod shuffle icon on it.
[00:38:28.680 --> 00:38:30.680]   Boymoying gadgets discovered this chip.
[00:38:30.680 --> 00:38:35.880]   I have to announce the chip, of course, and there was considerable speculation about a licensing fee.
[00:38:35.880 --> 00:38:38.680]   Mac world contacted an Apple spokesman about the matter.
[00:38:38.680 --> 00:38:40.880]   The spokesman confirmed the existence of the chip.
[00:38:40.880 --> 00:38:46.280]   It said they said it's intended purposes to be related to the made for iPod program alone.
[00:38:46.280 --> 00:38:51.080]   I'm blowing my gadgets then called says just spoke with Apple.
[00:38:51.080 --> 00:38:53.880]   There is no encryption or authentication on the chip.
[00:38:53.880 --> 00:38:56.680]   So it wouldn't be against a lot of clone.
[00:38:56.680 --> 00:39:04.280]   So this is this is a this gets, I think, to the point where you plug your iPhone in and it says this this application.
[00:39:04.280 --> 00:39:07.080]   Not made this hardware is not made for the iPhone or not.
[00:39:07.080 --> 00:39:08.880]   Is that is that we're talking about here?
[00:39:08.880 --> 00:39:11.480]   Yeah, except I think that the upshot of it is the same.
[00:39:11.480 --> 00:39:12.880]   You can clone it legally.
[00:39:12.880 --> 00:39:14.880]   You don't have to worry about a DMCA violation.
[00:39:14.880 --> 00:39:19.080]   However, you could be sure Apple's not going to promote it sell it in any way.
[00:39:19.080 --> 00:39:19.280]   Right.
[00:39:19.280 --> 00:39:21.680]   You know, I mean, they can't sue you over it.
[00:39:21.680 --> 00:39:22.080]   Right.
[00:39:22.080 --> 00:39:26.480]   But already, I mean, anybody who's a big manufacturer, you know, Griffin's going to play.
[00:39:26.480 --> 00:39:29.080]   Ball you're going to want to because you want to be in the Apple store.
[00:39:29.080 --> 00:39:29.680]   Yeah, sure.
[00:39:29.680 --> 00:39:30.480]   It's going to play ball.
[00:39:30.480 --> 00:39:31.480]   All these companies are going to play ball.
[00:39:31.480 --> 00:39:33.880]   So I don't know who will clone this.
[00:39:33.880 --> 00:39:35.480]   I don't even know how hard it would be to clone it.
[00:39:35.480 --> 00:39:40.280]   So OK, there's that there's a full story right there.
[00:39:40.280 --> 00:39:41.880]   I still think it's pretty reprehensible.
[00:39:41.880 --> 00:39:46.680]   If you ask me, I mean, I just don't like the fact that basically you have to buy another Apple adapter.
[00:39:46.680 --> 00:40:00.080]   And if you want to use any of your headphones now, you know, I bought had I bought some really expensive headphones from the Apple store specifically, not because I, you know, they were only available there, but I bought them there for the iPods and iPhones that I have now.
[00:40:00.080 --> 00:40:03.480]   And when I bought the first iPhone, I had to buy an adapter to use my headphones.
[00:40:03.480 --> 00:40:07.480]   And now if I want to buy an iPod shuffle, I have to buy another adapter to use headphones.
[00:40:07.480 --> 00:40:08.280]   My mind is...
[00:40:08.280 --> 00:40:15.680]   I think what they should do is discharge enough money for the phone that they can, you know, cover this kind of stuff and not make you go through this.
[00:40:15.680 --> 00:40:18.280]   I understand wanting to protect their business interests.
[00:40:18.280 --> 00:40:19.080]   Everybody does.
[00:40:19.080 --> 00:40:22.480]   But I don't understand doing it this way just because it tastes bad.
[00:40:22.480 --> 00:40:22.980]   Yeah.
[00:40:22.980 --> 00:40:29.880]   Well, I think that these existing ones, like for instance, what I'd be curious about if there's not authentication, like, will this all...
[00:40:29.880 --> 00:40:32.080]   These ultimate ears that have a button on them.
[00:40:32.080 --> 00:40:35.480]   So what we're saying is they won't work or they won't show up as made for iPhone.
[00:40:35.480 --> 00:40:37.280]   I don't know. Will you buy one of those shuffles and tell us?
[00:40:37.280 --> 00:40:38.080]   I'll find out.
[00:40:38.080 --> 00:40:40.680]   There's one I wasn't going to buy and I might have to go ahead.
[00:40:40.680 --> 00:40:42.080]   Get a bacon buy one of those.
[00:40:42.080 --> 00:40:44.080]   It does work in the shuffle.
[00:40:44.080 --> 00:40:46.680]   You can plug in any pair of headphones you want.
[00:40:46.680 --> 00:40:50.680]   The problem is that all the operational controls are there on the cord.
[00:40:50.680 --> 00:40:52.680]   What happens is that'll just simply power on.
[00:40:52.680 --> 00:40:57.080]   It'll play through your playlists either in alphabetical order or shuffle order, depending on the mode switch and that's it.
[00:40:57.080 --> 00:40:57.680]   Did you buy one?
[00:40:57.680 --> 00:41:00.880]   You've got to be happy with whatever volume it's set at.
[00:41:00.880 --> 00:41:04.480]   I'm just agreeing with the idea with how it works.
[00:41:04.480 --> 00:41:07.080]   I know people who have the shuffle and...
[00:41:07.080 --> 00:41:10.080]   The new shuffle? The Trident shuffle?
[00:41:10.080 --> 00:41:13.080]   No, the older, the previous incarnation.
[00:41:13.080 --> 00:41:13.680]   Yeah.
[00:41:13.680 --> 00:41:14.680]   Same idea.
[00:41:14.680 --> 00:41:17.080]   I think it's funny that the new shuffle looks...
[00:41:17.080 --> 00:41:21.280]   Because it's almost exactly like the one on the Saturday Night Live Skit where Steve Chino was on.
[00:41:21.280 --> 00:41:22.280]   Yeah.
[00:41:22.280 --> 00:41:25.080]   Yes, the iPod.
[00:41:25.080 --> 00:41:26.280]   But, Kino!
[00:41:26.280 --> 00:41:28.880]   I like the fact that I now have a tight clip.
[00:41:28.880 --> 00:41:31.680]   I was going to go buy one because I needed one for something.
[00:41:31.680 --> 00:41:32.680]   It's a perfect tight clip, isn't it?
[00:41:32.680 --> 00:41:33.680]   Oh, got a tight clip.
[00:41:33.680 --> 00:41:34.680]   It's a perfect tight clip.
[00:41:34.680 --> 00:41:35.280]   Yeah.
[00:41:35.280 --> 00:41:37.280]   If you don't mind having headphones coming out of your tight clip.
[00:41:37.280 --> 00:41:38.280]   Well, there's that.
[00:41:38.280 --> 00:41:39.880]   That might be a benefit, right?
[00:41:39.880 --> 00:41:40.880]   I'll only be able to do it.
[00:41:40.880 --> 00:41:40.880]   Blue tooth.
[00:41:40.880 --> 00:41:41.880]   Are you perfect?
[00:41:41.880 --> 00:41:42.880]   Yes.
[00:41:42.880 --> 00:41:43.880]   So...
[00:41:43.880 --> 00:41:44.880]   Well, you...
[00:41:44.880 --> 00:41:45.480]   Good.
[00:41:45.480 --> 00:41:46.880]   No, no, you please, I...
[00:41:46.880 --> 00:41:49.280]   No, no, no, I was going to make a snide comment.
[00:41:49.280 --> 00:41:50.280]   Oh, all right.
[00:41:50.280 --> 00:41:54.880]   I didn't want to bring the level of this conversation down with a cheap snide comment.
[00:41:54.880 --> 00:41:56.880]   I think you'd be bringing it up, actually.
[00:41:56.880 --> 00:41:57.880]   But, okay.
[00:41:57.880 --> 00:41:58.880]   I want to buy...
[00:41:58.880 --> 00:42:00.880]   You know, I kind of want to buy one of these.
[00:42:00.880 --> 00:42:01.880]   I don't know.
[00:42:01.880 --> 00:42:02.880]   I just...
[00:42:02.880 --> 00:42:03.880]   I feel I might swallow it by accent.
[00:42:03.880 --> 00:42:05.880]   It is cool.
[00:42:05.880 --> 00:42:08.880]   I mean, when you think of...
[00:42:08.880 --> 00:42:12.560]   If this was the only iPod they made, I mean, it really is the epitome of Whiskey Tango
[00:42:12.560 --> 00:42:14.280]   Foxtrot design.
[00:42:14.280 --> 00:42:19.400]   But as for what the shuffle has always been for, which is the thing that you wear while
[00:42:19.400 --> 00:42:24.280]   you're jogging, while you're on the Stairmaster, while you're on the bike, it really does make
[00:42:24.280 --> 00:42:26.000]   a lot of sense.
[00:42:26.000 --> 00:42:30.480]   Apple was nice enough to throw my original shuffle review back at me during my briefing
[00:42:30.480 --> 00:42:34.680]   on Thursday or Friday and say, "Well, Andy, it seems as though with the initial shuffle,
[00:42:34.680 --> 00:42:37.720]   you were disappointed that you couldn't have multiple playlists.
[00:42:37.720 --> 00:42:39.680]   We seem to have addressed that."
[00:42:39.680 --> 00:42:43.400]   And they were actually very, very...
[00:42:43.400 --> 00:42:45.080]   They're being funny about it.
[00:42:45.080 --> 00:42:48.200]   But I mean, it did help to bring to mind that there...
[00:42:48.200 --> 00:42:54.560]   It's a cheap way of bringing features into the $79 iPod without stealing sales away from
[00:42:54.560 --> 00:42:56.040]   the iPod Nano.
[00:42:56.040 --> 00:42:57.040]   And like...
[00:42:57.040 --> 00:43:00.240]   Don't forget, Apple calls this a fashion tech accessory.
[00:43:00.240 --> 00:43:02.040]   Well, that's what it is.
[00:43:02.040 --> 00:43:03.040]   Oh, my God.
[00:43:03.040 --> 00:43:05.880]   They realize it's not just a music player.
[00:43:05.880 --> 00:43:07.600]   It's a fashion accessory.
[00:43:07.600 --> 00:43:08.600]   That's on their website.
[00:43:08.600 --> 00:43:09.600]   It looks just like the...
[00:43:09.600 --> 00:43:12.760]   By the rainbow of colors available for it.
[00:43:12.760 --> 00:43:13.760]   Oh, yeah.
[00:43:13.760 --> 00:43:15.560]   What was the movie?
[00:43:15.560 --> 00:43:16.560]   Yeah.
[00:43:16.560 --> 00:43:18.560]   Oh, Austin Power?
[00:43:18.560 --> 00:43:19.560]   No, no, no.
[00:43:19.560 --> 00:43:20.560]   Zoolander.
[00:43:20.560 --> 00:43:21.560]   Zoolander.
[00:43:21.560 --> 00:43:22.560]   The world's smallest selling card.
[00:43:22.560 --> 00:43:24.560]   Mine is smarter than you.
[00:43:24.560 --> 00:43:25.560]   Yeah, it does look like that.
[00:43:25.560 --> 00:43:27.040]   You have the smallest iPod.
[00:43:27.040 --> 00:43:31.480]   I do agree that it would get lost in the bottom of my purse and my backpack and then
[00:43:31.480 --> 00:43:33.480]   eventually be eaten by my cat.
[00:43:33.480 --> 00:43:39.520]   I think it's destined to be the most widely laundered music player in the industry.
[00:43:39.520 --> 00:43:43.600]   Do you think they have special ceiling gas?
[00:43:43.600 --> 00:43:48.320]   I think they know boys, we're going to sell four to every person within the person.
[00:43:48.320 --> 00:43:49.320]   They're cheap.
[00:43:49.320 --> 00:43:52.120]   Five four.
[00:43:52.120 --> 00:43:55.560]   Before we get to our picks, I just want to see if there's anything else more to say about
[00:43:55.560 --> 00:43:56.760]   the iPhone availability.
[00:43:56.760 --> 00:43:59.680]   Let's just go through the availability.
[00:43:59.680 --> 00:44:03.680]   They're going to be 15 more countries in addition to the 62.
[00:44:03.680 --> 00:44:05.560]   So that's 77 countries.
[00:44:05.560 --> 00:44:11.120]   iPhone 3.0 will ship this summer free to existing 3G customers.
[00:44:11.120 --> 00:44:12.440]   That's good news.
[00:44:12.440 --> 00:44:13.880]   That's really good news.
[00:44:13.880 --> 00:44:19.320]   And even, Scott Born, the original iPhones can use it.
[00:44:19.320 --> 00:44:22.680]   So you will be able to upgrade to 3.0 as well.
[00:44:22.680 --> 00:44:27.120]   Well, I'm going to upgrade when the new phone comes out in June as per my prediction.
[00:44:27.120 --> 00:44:30.600]   Now they said that not all features will be available to the original iPhone like Stereo
[00:44:30.600 --> 00:44:34.600]   Bluetooth, but maybe Stereo Bluetooth will be available on the 3G.
[00:44:34.600 --> 00:44:37.920]   I'd spend something that's bugging the heck out of me for some time is that I can't use
[00:44:37.920 --> 00:44:39.760]   my A2DP headphones.
[00:44:39.760 --> 00:44:42.080]   I actually heard you say that about 20 times.
[00:44:42.080 --> 00:44:43.080]   So I believe you.
[00:44:43.080 --> 00:44:47.600]   But isn't that symbolic of a lot of these new features?
[00:44:47.600 --> 00:44:51.760]   Some people are just devastated and befuddled that these features don't exist.
[00:44:51.760 --> 00:44:56.280]   And yet I have never in my life understood the attraction of Bluetooth headphones because
[00:44:56.280 --> 00:44:57.320]   you know what?
[00:44:57.320 --> 00:45:02.080]   I'm not in the best of shape, but I can deal with two feet of copper.
[00:45:02.080 --> 00:45:03.760]   That's not too much for me to carry.
[00:45:03.760 --> 00:45:05.840]   The idea of having a wireless connection between here.
[00:45:05.840 --> 00:45:08.520]   I don't like anything wireless that close to my ears.
[00:45:08.520 --> 00:45:10.520]   You my friends do not snowboard.
[00:45:10.520 --> 00:45:16.760]   Yeah, you know, I saw your YouTube video of you kicking that 320 Ollie buckets and back
[00:45:16.760 --> 00:45:17.760]   of sugarbush.
[00:45:17.760 --> 00:45:18.760]   Wow.
[00:45:18.760 --> 00:45:24.600]   You know, when you're a sportsman like me, you're looking for wireless everywhere you
[00:45:24.600 --> 00:45:25.600]   go.
[00:45:25.600 --> 00:45:26.600]   Why you don't know?
[00:45:26.600 --> 00:45:27.600]   You fall down on the snowboard.
[00:45:27.600 --> 00:45:30.560]   If you take a major landing, those things go popping out of your ears and they're lost
[00:45:30.560 --> 00:45:31.560]   in the snow.
[00:45:31.560 --> 00:45:32.560]   So you want to attach by a wire?
[00:45:32.560 --> 00:45:35.800]   No, I want them embedded in my helmet.
[00:45:35.800 --> 00:45:36.800]   That's well, no, that's it.
[00:45:36.800 --> 00:45:37.800]   That's exactly it.
[00:45:37.800 --> 00:45:38.800]   They're helping.
[00:45:38.800 --> 00:45:39.800]   They're starting.
[00:45:39.800 --> 00:45:42.400]   They make eight to DP helmets.
[00:45:42.400 --> 00:45:43.400]   That's what I'm saying.
[00:45:43.400 --> 00:45:44.400]   Nice.
[00:45:44.400 --> 00:45:45.400]   Or work your stuck our stereo.
[00:45:45.400 --> 00:45:47.200]   There's a lot of places you could use this.
[00:45:47.200 --> 00:45:48.200]   Yeah, not necessarily.
[00:45:48.200 --> 00:45:49.400]   It'll probably help.
[00:45:49.400 --> 00:45:55.040]   There are some states that actually have wireless hands free laws as opposed to wired.
[00:45:55.040 --> 00:45:58.320]   So that would be applicable.
[00:45:58.320 --> 00:46:03.640]   And you know, I think it's cool to have it, but most of these features aren't things that
[00:46:03.640 --> 00:46:06.360]   have made me say, well, wow, now I buy the phone.
[00:46:06.360 --> 00:46:08.600]   If I hadn't bought it already, I think they're all...
[00:46:08.600 --> 00:46:12.880]   I have a friend who the reason she wouldn't buy an iPhone is because she snowboards.
[00:46:12.880 --> 00:46:15.920]   She has one of those helmets with a Bluetooth, a built-in Bluetooth.
[00:46:15.920 --> 00:46:16.920]   That was it.
[00:46:16.920 --> 00:46:19.720]   And until she could do that, it wasn't going to work for her.
[00:46:19.720 --> 00:46:20.720]   It was DTN.
[00:46:20.720 --> 00:46:25.240]   Damn, you Leo, for producing a sensible argument that unveils pictures.
[00:46:25.240 --> 00:46:26.240]   No, no, no.
[00:46:26.240 --> 00:46:27.240]   It's... but you're right.
[00:46:27.240 --> 00:46:28.240]   It's a niche.
[00:46:28.240 --> 00:46:30.240]   And obviously, it's a small enough niche that Apple didn't move quicker on it.
[00:46:30.240 --> 00:46:35.040]   But what I meant is that there's some features that some people are just absolutely...
[00:46:35.040 --> 00:46:37.120]   It's a deal breaker for them, for other people that...
[00:46:37.120 --> 00:46:38.920]   I'm disappointed.
[00:46:38.920 --> 00:46:46.040]   Well, let's say half-appointed that Apple made mention of tethering mode, saying that, yes,
[00:46:46.040 --> 00:46:47.040]   we definitely want to do that.
[00:46:47.040 --> 00:46:51.680]   Unfortunately, we have to do deals with AT&T and every international service provider.
[00:46:51.680 --> 00:46:55.480]   So we're not announcing it today, but yes, it's definitely on the horizon because I've
[00:46:55.480 --> 00:47:03.120]   been this close to buying a wireless broadband USB modem for my notebook.
[00:47:03.120 --> 00:47:06.920]   And I'm like, oh, but the Leo effect, as soon as I buy it, and as soon as I sign the
[00:47:06.920 --> 00:47:10.080]   two-year contract, they're going to introduce tethering for the iPhone, it's going to be
[00:47:10.080 --> 00:47:12.000]   like $8 a month.
[00:47:12.000 --> 00:47:17.440]   Well, no, actually, AT&T does have some tethering stuff, but it's $60 a month.
[00:47:17.440 --> 00:47:18.440]   Right.
[00:47:18.440 --> 00:47:21.040]   Well, even on top of your current data plan.
[00:47:21.040 --> 00:47:22.040]   Right.
[00:47:22.040 --> 00:47:23.880]   You're paying for it twice, in fact.
[00:47:23.880 --> 00:47:24.880]   Yup.
[00:47:24.880 --> 00:47:29.920]   Okay, so to summarize, there were, they say, a hundred new features.
[00:47:29.920 --> 00:47:30.920]   But...
[00:47:30.920 --> 00:47:31.920]   Well, hold on.
[00:47:31.920 --> 00:47:33.920]   Oh, really important one that we can talk about.
[00:47:33.920 --> 00:47:34.920]   Spot Lite.
[00:47:34.920 --> 00:47:38.960]   Well, they search, it's got global search across all the applications, right?
[00:47:38.960 --> 00:47:42.120]   Yeah, it is third party apps, integrated apps, everything.
[00:47:42.120 --> 00:47:43.400]   Oh, that's interesting.
[00:47:43.400 --> 00:47:48.160]   Which I think is, which is one of my favorite parts about, you know, the out of box Mac experience
[00:47:48.160 --> 00:47:52.560]   that you get on a PC, but now it's on the phone.
[00:47:52.560 --> 00:47:53.560]   Cool.
[00:47:53.560 --> 00:47:55.400]   So we got A2DP Bluetooth.
[00:47:55.400 --> 00:47:56.400]   We've got Spotlight.
[00:47:56.400 --> 00:47:59.720]   It's got voice memos, which of course, if you had ever know what you could do before,
[00:47:59.720 --> 00:48:06.920]   or a variety of other packages, MMS, picture messaging for Andy said, the housewives want
[00:48:06.920 --> 00:48:07.920]   that.
[00:48:07.920 --> 00:48:12.120]   I don't know who wants that landscape keyboard and all key applications, including mail,
[00:48:12.120 --> 00:48:17.720]   hallelujah, cut copy and paste, hallelujah.
[00:48:17.720 --> 00:48:20.760]   They're going to allow developers to do turn by turn GPS.
[00:48:20.760 --> 00:48:21.760]   Hallelujah.
[00:48:21.760 --> 00:48:22.760]   Hallelujah.
[00:48:22.760 --> 00:48:23.760]   Tom, Tom's happy.
[00:48:23.760 --> 00:48:25.240]   Can I get any man with all of you?
[00:48:25.240 --> 00:48:26.920]   Amen, brother.
[00:48:26.920 --> 00:48:30.680]   Push notification so you don't have to use a background process.
[00:48:30.680 --> 00:48:31.680]   You'll get notified.
[00:48:31.680 --> 00:48:32.680]   I think that's cool.
[00:48:32.680 --> 00:48:34.880]   Third party accessories because they're open to talk.
[00:48:34.880 --> 00:48:38.560]   I'm curious to see if this new intimate connection between software and hardware means that someone
[00:48:38.560 --> 00:48:44.360]   can actually come up with an external keyboard for the iPhone because I would be great.
[00:48:44.360 --> 00:48:48.800]   One of the big reasons why I have that, I have that, that, that netbook is because,
[00:48:48.800 --> 00:48:53.720]   you know, if the iPhone had three things extra on it, I would not need to have a netbook
[00:48:53.720 --> 00:48:54.720]   with me on that.
[00:48:54.720 --> 00:49:00.000]   At a conference that I think he's going to too in Colorado next month, I need to be able
[00:49:00.000 --> 00:49:02.240]   to record podcasts to a quick edit and upload it.
[00:49:02.240 --> 00:49:06.080]   I need to be able to write and file little things for the web and little columns.
[00:49:06.080 --> 00:49:09.880]   And that's the reason why I'm preparing this mini notebook just so I don't have to carry
[00:49:09.880 --> 00:49:13.880]   this big honking Macbook Pro with me all day long for morning to night.
[00:49:13.880 --> 00:49:17.200]   And if Apple just had that external keyboard, if they had a couple of quick editors and
[00:49:17.200 --> 00:49:20.680]   now they have copy and paste, that's another thing that's closer to it, I'm so close to
[00:49:20.680 --> 00:49:22.520]   being able to leave all that junk behind.
[00:49:22.520 --> 00:49:23.520]   Yep.
[00:49:23.520 --> 00:49:27.560]   Just think they seem to be having a little multi-channel recorder.
[00:49:27.560 --> 00:49:29.920]   You could have like four little XLRs with a little tether on the bottom.
[00:49:29.920 --> 00:49:33.200]   If somebody makes something like that, the software that looks like that, but they don't
[00:49:33.200 --> 00:49:34.200]   have the actual input.
[00:49:34.200 --> 00:49:36.480]   Now with the tether, you could record one at a time.
