
[00:00:00.000 --> 00:00:03.340]   [music playing]
[00:28:29.160 --> 00:28:31.460]   Oh, that's too bad because the iPhone they improved the
[00:28:31.460 --> 00:28:31.960]   speakers.
[00:28:31.960 --> 00:28:35.460]   Yeah, they did know that because if you listen to the thing,
[00:28:35.460 --> 00:28:37.860]   you know, you know, the iPhone speakers down there, the
[00:28:37.860 --> 00:28:40.260]   left bottom corner, you put your thumb over and you can't
[00:28:40.260 --> 00:28:40.860]   hear it.
[00:28:40.860 --> 00:28:41.260]   Right.
[00:28:41.260 --> 00:28:45.060]   The speaker on the iPod touch is just in there somewhere
[00:28:45.060 --> 00:28:46.260]   and it comes out of every.
[00:28:46.260 --> 00:28:53.560]   And it's very bright, really tinny lo-fi and even watching
[00:28:53.560 --> 00:28:55.860]   you move because I thought, well, great, I can pass my
[00:28:55.960 --> 00:28:58.660]   iPod touch back to my daughter in the back seat of a car
[00:28:58.660 --> 00:29:01.360]   and she's going to watch movie not going to happen because
[00:29:01.360 --> 00:29:03.860]   along with car noise and the brightness of the speaker,
[00:29:03.860 --> 00:29:06.360]   you're just not going to get me fidelity out of it.
[00:29:06.360 --> 00:29:08.960]   So it's great for alerts, alarms, that kind of thing or to
[00:29:08.960 --> 00:29:09.960]   preview a song.
[00:29:09.960 --> 00:29:11.060]   Do I really want to hear this?
[00:29:11.060 --> 00:29:11.360]   Oh, yeah.
[00:29:11.360 --> 00:29:12.460]   Let me plug my headphones in.
[00:29:12.460 --> 00:29:13.460]   How about gaming?
[00:29:13.460 --> 00:29:15.260]   I think that was one of the things that they were pushing.
[00:29:15.260 --> 00:29:18.660]   Yeah, I think for gaming, it's going to be okay, but you
[00:29:18.660 --> 00:29:21.960]   know, games have very sophisticated audio now and it
[00:29:21.960 --> 00:29:23.060]   just isn't stereo.
[00:29:23.060 --> 00:29:25.060]   So you're not going to get any kind of effect like that.
[00:29:25.560 --> 00:29:29.260]   It's fine for some gaming, but if you want the big sound,
[00:29:29.260 --> 00:29:29.960]   you're going to want to hit.
[00:29:29.960 --> 00:29:33.460]   Robert, is the touch too expensive still?
[00:29:33.460 --> 00:29:35.960]   I mean, it's not a cheap thing, is it?
[00:29:35.960 --> 00:29:38.560]   I mean, when I heard it, but that's very interesting to hear
[00:29:38.560 --> 00:29:40.560]   about the speaker because when I heard that, and I had
[00:29:40.560 --> 00:29:42.660]   the speaker in, I thought, oh, that's good because I exactly
[00:29:42.660 --> 00:29:43.160]   the same.
[00:29:43.160 --> 00:29:45.860]   I do occasionally chuck my phone down in the kitchen when
[00:29:45.860 --> 00:29:48.560]   I'm cooking and I don't plug it into anything and I can hear
[00:29:48.560 --> 00:29:48.960]   it quite.
[00:29:48.960 --> 00:29:50.960]   It's like a little it's like a a.m. radio.
[00:29:50.960 --> 00:29:51.560]   It's not a great.
[00:29:51.560 --> 00:29:54.860]   It reminds me of my childhood and one of those little tiny
[00:29:54.960 --> 00:29:56.260]   radios, but you can hear it.
[00:29:56.260 --> 00:29:59.760]   Whereas it sounds like this isn't quite up to that to that
[00:29:59.760 --> 00:30:00.060]   level.
[00:30:00.060 --> 00:30:03.660]   So I mean, it is I find that very confusing.
[00:30:03.660 --> 00:30:07.360]   My daughter has an old the original touch, which she loves
[00:30:07.360 --> 00:30:10.260]   and you know, but she always listens to if she ever listens
[00:30:10.260 --> 00:30:10.860]   to anything on it.
[00:30:10.860 --> 00:30:12.860]   She listened to it on headphones and that's right.
[00:30:12.860 --> 00:30:15.760]   That's now the new headphones do have that clicker.
[00:30:15.760 --> 00:30:16.660]   So you can.
[00:30:16.660 --> 00:30:18.160]   Chris, that's good.
[00:30:18.160 --> 00:30:20.760]   Yeah, Chris, is that the same as the iPhone clicker or does
[00:30:20.760 --> 00:30:21.860]   it have more functionality?
[00:30:21.860 --> 00:30:23.960]   It's different and these are not included.
[00:30:24.060 --> 00:30:26.660]   These are this is an add on accessory.
[00:30:26.660 --> 00:30:30.360]   You get the standard Apple headphones when you purchase one
[00:30:30.360 --> 00:30:30.960]   of these things.
[00:30:30.960 --> 00:30:36.760]   But for those who have an old iPhone headset, it does work
[00:30:36.760 --> 00:30:38.560]   with the iPod touch, the new one.
[00:30:38.560 --> 00:30:40.560]   So you can pause and play with it.
[00:30:40.560 --> 00:30:45.060]   The mic as far as I know doesn't seem to do anything, but
[00:30:45.060 --> 00:30:49.360]   the accessory, the $29 headphones will give you volume
[00:30:49.360 --> 00:30:50.160]   control as well.
[00:30:50.260 --> 00:30:54.660]   So you get a remote on the wire as well as volume.
[00:30:54.660 --> 00:30:59.460]   That's a good that's that's actually probably be worth buying.
[00:30:59.460 --> 00:31:02.460]   I mean, I I use that on the iPhone all the time to pause.
[00:31:02.460 --> 00:31:03.860]   And then you double click.
[00:31:03.860 --> 00:31:06.160]   It goes to the next song that is really handy and I would
[00:31:06.160 --> 00:31:08.160]   love to have the volume control on that as well.
[00:31:08.160 --> 00:31:10.260]   I think that's a is it a there's a little slider on it.
[00:31:10.260 --> 00:31:10.860]   How does that work?
[00:31:10.860 --> 00:31:13.760]   It's very much like what we have on the iPhone.
[00:31:13.760 --> 00:31:18.260]   So it's that little hunk of plastic iPhone.
[00:31:18.260 --> 00:31:19.560]   You can't change volume on that.
[00:31:19.660 --> 00:31:20.160]   Right.
[00:31:20.160 --> 00:31:21.160]   So it's a little longer.
[00:31:21.160 --> 00:31:24.460]   So you press one end to go up and then the other end to go down.
[00:31:24.460 --> 00:31:25.160]   It's a rocker.
[00:31:25.160 --> 00:31:25.860]   Yeah, it's a rocker.
[00:31:25.860 --> 00:31:26.760]   I got it.
[00:31:26.760 --> 00:31:29.760]   And there is a rocker now on the iPod touch on the side.
[00:31:29.760 --> 00:31:30.760]   Yeah.
[00:31:30.760 --> 00:31:35.260]   And that's it's a little less robust looking than the one on the iPhone,
[00:31:35.260 --> 00:31:36.660]   but it works exactly the same.
[00:31:36.660 --> 00:31:36.960]   Right.
[00:31:36.960 --> 00:31:37.860]   Right.
[00:31:37.860 --> 00:31:39.660]   Anything else on the touch?
[00:31:39.660 --> 00:31:42.560]   Soft as a software much changed.
[00:31:42.560 --> 00:31:43.360]   It has a genius.
[00:31:43.360 --> 00:31:46.360]   How does a genius work on the new Nano on the touch?
[00:31:47.960 --> 00:31:51.860]   The touch is it's actually a playlist entry.
[00:31:51.860 --> 00:31:56.160]   So when you go to play list and you hit me as a go to playlist and then touch genius,
[00:31:56.160 --> 00:32:00.060]   it will expose all the songs that you have on your iPod,
[00:32:00.060 --> 00:32:05.860]   which point you tap one of those and then it creates that 25 song genius list for you.
[00:32:05.860 --> 00:32:07.860]   If you want, you can press reset.
[00:32:07.860 --> 00:32:09.160]   You know that wasn't close enough.
[00:32:09.160 --> 00:32:10.360]   It will try again.
[00:32:10.360 --> 00:32:14.260]   Of course, if it only confined about 25 songs that work, it'll just keep spitting out.
[00:32:14.260 --> 00:32:14.460]   Right.
[00:32:14.460 --> 00:32:14.760]   Right.
[00:32:14.860 --> 00:32:18.760]   From there, you can press new and then it will give you a whole new,
[00:32:18.760 --> 00:32:21.260]   you know, it'll show you the song list again that you can choose.
[00:32:21.260 --> 00:32:25.660]   Or if you're on a now playing screen, there's the little genius icon there.
[00:32:25.660 --> 00:32:29.360]   You've tapped that and it will create a genius list based on.
[00:32:29.360 --> 00:32:32.360]   I hear you typing Robert.
[00:32:32.360 --> 00:32:34.260]   Oh, gosh.
[00:32:34.260 --> 00:32:35.460]   Isn't that good?
[00:32:35.460 --> 00:32:38.160]   Okay.
[00:32:38.160 --> 00:32:38.760]   I'm sorry.
[00:32:38.760 --> 00:32:40.860]   You can't do anything when you're on the show.
[00:32:40.860 --> 00:32:44.660]   No, you have to just sit in front of the screen and look and just look.
[00:32:44.760 --> 00:32:46.060]   You may not do anything else.
[00:32:46.060 --> 00:32:47.660]   No mousing, no touching.
[00:32:47.660 --> 00:32:51.160]   No, no, but I'm just all I'm doing is writing notes to make myself remember things
[00:32:51.160 --> 00:32:52.460]   to try and sound intelligent.
[00:32:52.460 --> 00:32:53.760]   Well, here's your chance.
[00:32:53.760 --> 00:32:54.760]   Oh, my goodness.
[00:32:54.760 --> 00:32:56.860]   Now, you said you run occasionally.
[00:32:56.860 --> 00:32:58.560]   It has the new Nike plus in there.
[00:32:58.560 --> 00:33:02.360]   Yes, I've never, I've never used one of those and that's when you get the shoes
[00:33:02.360 --> 00:33:03.060]   and you run and you run.
[00:33:03.060 --> 00:33:03.960]   Yeah, do you need Chris?
[00:33:03.960 --> 00:33:04.760]   You need to put you.
[00:33:04.760 --> 00:33:06.260]   You don't need to buy anything more now.
[00:33:06.260 --> 00:33:06.960]   It's built in.
[00:33:06.960 --> 00:33:07.660]   Right.
[00:33:07.660 --> 00:33:09.560]   Yeah, you don't need to dongle anymore for the iPod.
[00:33:09.560 --> 00:33:12.460]   So you just have the shoes and it talks to the iPod and not.
[00:33:12.560 --> 00:33:15.960]   So it's the accelerometer is watching you bounce.
[00:33:15.960 --> 00:33:17.360]   Is that how it's working?
[00:33:17.360 --> 00:33:21.160]   Well, yeah, I suppose or they've got it to work through Wi-Fi or something.
[00:33:21.160 --> 00:33:22.660]   I never used that in the Nike.
[00:33:22.660 --> 00:33:25.460]   Yeah, I think there's a special receiver that they've built into the new touch.
[00:33:25.460 --> 00:33:28.960]   But I would have thought the form factor might be a little bit large for runners,
[00:33:28.960 --> 00:33:30.960]   although it is very light and thin.
[00:33:30.960 --> 00:33:34.060]   You know, it's quite a smaller than it looks for summer.
[00:33:34.060 --> 00:33:34.460]   Is it?
[00:33:34.460 --> 00:33:34.860]   Yeah.
[00:33:34.860 --> 00:33:35.460]   Is it Chris?
[00:33:35.460 --> 00:33:36.460]   Is it smaller than it looks?
[00:33:36.460 --> 00:33:36.860]   I mean, it.
[00:33:36.860 --> 00:33:41.360]   It's a the tiniest bit thinner than the previous touch.
[00:33:41.360 --> 00:33:41.960]   Okay.
[00:33:41.960 --> 00:33:44.760]   And but so now I'm confused.
[00:33:44.760 --> 00:33:46.160]   Do you have to buy the Nike shoes?
[00:33:46.160 --> 00:33:47.960]   Do you have to have some other part of it?
[00:33:47.960 --> 00:33:51.360]   Yeah, you have to buy the shoes or you have to buy a transmitter that's called.
[00:33:51.360 --> 00:33:52.960]   Oh, you still have to buy the little thing.
[00:33:52.960 --> 00:33:55.660]   Yeah, but not the dongle thing.
[00:33:55.660 --> 00:33:59.160]   So now you don't let at least you don't have to have a little receiver on the end of the.
[00:33:59.160 --> 00:33:59.760]   I get it.
[00:33:59.760 --> 00:34:00.560]   I get it.
[00:34:00.560 --> 00:34:05.260]   So you still need the thing you insert into the shoe and you still have to have a desire to run,
[00:34:05.260 --> 00:34:06.060]   which is the hardest.
[00:34:06.060 --> 00:34:11.060]   I don't have no I have no desire to run.
[00:34:11.160 --> 00:34:12.560]   I think you just take yourself money.
[00:34:12.560 --> 00:34:13.260]   I don't need it.
[00:34:13.260 --> 00:34:17.060]   I have to play this some this little jingle for you guys.
[00:34:17.060 --> 00:34:20.460]   I don't let me see here if I can feed it to you both.
[00:34:20.460 --> 00:34:22.360]   Jeff Smith who does this great.
[00:34:22.360 --> 00:34:28.960]   I jingles for he did the twit theme and he did he does jingles for podcast.
[00:34:28.960 --> 00:34:30.760]   He said you guys need this.
[00:34:30.760 --> 00:34:33.560]   Put all of your stuff on a drone.
[00:34:33.560 --> 00:34:35.160]   Oh.
[00:34:38.660 --> 00:34:41.260]   It's Drobo time time to mention the Drobo the fine.
[00:34:41.260 --> 00:34:43.560]   Drobo I got to play that again.
[00:34:43.560 --> 00:34:44.560]   I just love it.
[00:34:44.560 --> 00:35:03.460]   Yes, the Drobo the Drobo is the extra drive that makes you so happy to smile because it gets bigger and bigger all the way up to 16 terabytes add new stuff to your Drobo just put a new drive in and you can store more and now save $25 on the Drobo.
[00:35:03.560 --> 00:35:07.060]   You mentioned Mac break weekly go to Drobo.com.
[00:35:07.060 --> 00:35:07.860]   I can't keep it up.
[00:35:07.860 --> 00:35:11.460]   Go to Drobo.com slash Mac break.
[00:35:11.460 --> 00:35:13.260]   Drobo do you use it?
[00:35:13.260 --> 00:35:17.460]   You OK now Don McAllister you've got massive storage requirements.
[00:35:17.460 --> 00:35:19.160]   Surely you use a Drobo.
[00:35:19.160 --> 00:35:23.260]   Well, to be honest, I've been considering getting one to be honest now.
[00:35:23.260 --> 00:35:26.360]   Yeah, I already have I already have massive storage.
[00:35:26.360 --> 00:35:29.560]   I've got two big raid arrays, but the problem is I have to mirror the two raid.
[00:35:29.660 --> 00:35:34.260]   So I've got about three terabytes in each raid array, but because they're raid five.
[00:35:34.260 --> 00:35:36.260]   I think it's no, they're not raid five.
[00:35:36.260 --> 00:35:37.660]   The raid raid one.
[00:35:37.660 --> 00:35:39.060]   It's the one where the strive anyway.
[00:35:39.060 --> 00:35:41.060]   So there's no raid five.
[00:35:41.060 --> 00:35:44.160]   Yeah, yeah, yeah, the card I've got doesn't support raid five.
[00:35:44.160 --> 00:35:52.160]   So basically got I've got five 750 gigabyte drives in one raid array and then I duplicate that the other raid array just in case one of them goes.
[00:35:52.160 --> 00:35:55.160]   But the speed is great, but for long term storage, it's not really feasible.
[00:35:55.160 --> 00:35:57.260]   So Drobo is a solution.
[00:35:57.260 --> 00:35:59.160]   Drobo is like raid five, but better.
[00:35:59.460 --> 00:36:01.760]   The same idea you can swap out drives.
[00:36:01.760 --> 00:36:03.160]   If a drive dies, you just pull it.
[00:36:03.160 --> 00:36:03.960]   You don't lose any data.
[00:36:03.960 --> 00:36:08.560]   You put a new one in or if you need more storage, you take the low, the smallest drive you replace it.
[00:36:08.560 --> 00:36:11.260]   The Drobo actually tell you it has these great lights in the front.
[00:36:11.260 --> 00:36:14.360]   So if the light goes orange, that means we're running low on this drive.
[00:36:14.360 --> 00:36:15.360]   You just pop that drive out.
[00:36:15.360 --> 00:36:16.460]   You don't even have to shut the Drobo down.
[00:36:16.460 --> 00:36:19.260]   You just pop the drive out, put a fresh drive, a larger drive in.
[00:36:19.260 --> 00:36:20.660]   It rebuilds itself.
[00:36:20.660 --> 00:36:22.060]   You don't lose a drop of data.
[00:36:22.060 --> 00:36:29.160]   But unlike raid five, which is the problem with the raid five is it's it's it's say four discs.
[00:36:29.160 --> 00:36:30.860]   But they often be the same size.
[00:36:30.860 --> 00:36:35.660]   So if you put mixed sizes in it's of the lowest size you put in, the Drobo is smart enough to say,
[00:36:35.660 --> 00:36:42.660]   no, you got a sick 160 of 250 to 750, whatever and add them all up and make that be the total available amount to you.
[00:36:42.660 --> 00:36:44.360]   Actually, some of it's reserved for redundancy.
[00:36:44.360 --> 00:36:45.760]   That's how it protects your data.
[00:36:45.760 --> 00:36:47.060]   Drobo is fantastic.
[00:36:47.060 --> 00:36:54.260]   The new separate second generation Drobo is Firewire 800 as well as USB 2.0 and you get $25 off either.
[00:36:54.360 --> 00:37:04.260]   The original Drobo with USB at a new lower price with a second generation Drobo with five Firewire 800 and USB 2.0 faster speeds cooler and quieter operation.
[00:37:04.260 --> 00:37:08.960]   All you got to do is go to Drobo.com/Macbreak.
[00:37:08.960 --> 00:37:12.460]   Don't forget put all of your data on a Drobo.
[00:37:12.560 --> 00:37:18.960]   I'm doing the after free.
[00:37:18.960 --> 00:37:19.860]   I just want to play the jingle.
[00:37:19.860 --> 00:37:20.360]   That's all.
[00:37:20.360 --> 00:37:24.560]   And it makes me really want one.
[00:37:24.560 --> 00:37:25.660]   I really want Drobo now.
[00:37:25.660 --> 00:37:27.060]   Yeah, I should have a Drobo.
[00:37:27.060 --> 00:37:27.860]   Drobo's are great.
[00:37:27.860 --> 00:37:33.360]   You know, I, you, but see the bad things you buy one and you want another one and you want another one.
[00:37:33.360 --> 00:37:38.060]   You can, I mean, I could, I could, once you start having, you know, terabytes of storage,
[00:37:38.060 --> 00:37:40.160]   suddenly everything seems to expand to fill it.
[00:37:40.260 --> 00:37:43.360]   You got more and more stuff all of the time.
[00:37:43.360 --> 00:37:46.160]   So let's move on.
[00:37:46.160 --> 00:37:48.160]   We were talking about the touch.
[00:37:48.160 --> 00:37:53.160]   Anything else that I miss anything in the new, the new touch that's swoopy doopy design.
[00:37:53.160 --> 00:37:55.960]   Is there any reason Chris, I should abandon my old.
[00:37:55.960 --> 00:37:57.160]   I still like my old touch.
[00:37:57.160 --> 00:37:58.660]   Should I trade it in for the new one?
[00:37:58.660 --> 00:37:59.560]   Not really.
[00:37:59.560 --> 00:37:59.960]   No.
[00:37:59.960 --> 00:38:05.360]   You know, I think if the speaker was much, much better, that would be tempting, but it's not.
[00:38:06.160 --> 00:38:11.360]   The external volume controls are nice, you know, if you don't like having to pull your touch out of your.
[00:38:11.360 --> 00:38:15.860]   That was always my objection to touch is that you couldn't just reach in your pocket and turn it down.
[00:38:15.860 --> 00:38:16.460]   Yeah.
[00:38:16.460 --> 00:38:18.860]   So it's, it's nice that you can now do that.
[00:38:18.860 --> 00:38:24.960]   But other than that, you know, the software brings you the genius feature.
[00:38:24.960 --> 00:38:33.860]   And actually the 2.0, 2.1 software is so far proving to be a nice improvement just in terms of thinking your applications
[00:38:34.260 --> 00:38:39.960]   from the eye touch because it's just, you know, it's deadly slow in the past, whenever you tried to update something from the app store.
[00:38:39.960 --> 00:38:41.360]   Much faster now.
[00:38:41.360 --> 00:38:46.260]   Now this 2.1 is not the same as the iPhones 2.1.
[00:38:46.260 --> 00:38:50.560]   That comes out on Friday, but this is, you know, it's the same guts in there.
[00:38:50.560 --> 00:38:51.060]   Okay.
[00:38:51.060 --> 00:38:52.060]   Hey, I got to, I got to wait a minute.
[00:38:52.060 --> 00:38:56.260]   I got Paul Minshell sent us a, this is, this is getting out of control.
[00:38:56.260 --> 00:38:57.060]   Another jingle.
[00:38:57.060 --> 00:38:58.960]   This is, this is for the Drobo.
[00:38:58.960 --> 00:38:59.960]   Thank you, Paul.
[00:38:59.960 --> 00:39:01.960]   I'm sorry.
[00:39:01.960 --> 00:39:03.960]   I'm just nuts for jingles.
[00:39:03.960 --> 00:39:06.960]   You have to get the Drupal guy to do you one.
[00:39:06.960 --> 00:39:07.960]   Yeah.
[00:39:07.960 --> 00:39:08.960]   Did you hear that?
[00:39:08.960 --> 00:39:09.960]   They were on floss.
[00:39:09.960 --> 00:39:10.960]   Yeah.
[00:39:10.960 --> 00:39:11.960]   Yeah.
[00:39:11.960 --> 00:39:13.960]   You'll hear it's going to be on the floss weekly on Friday.
[00:39:13.960 --> 00:39:18.960]   Jeff Robbins, who is the guy, I was a, you know, great Drupal designer also was in a rock band called Orbit.
[00:39:18.960 --> 00:39:21.960]   Some years ago, he does great stuff.
[00:39:21.960 --> 00:39:22.960]   He does the Drupal.
[00:39:22.960 --> 00:39:25.960]   That was the worst song, the Drupal theme song.
[00:39:25.960 --> 00:39:26.960]   Drupal Drupal Drupal.
[00:39:26.960 --> 00:39:28.960]   So tell us what's going to be.
[00:39:28.960 --> 00:39:35.960]   What's in, you know, my iPhone, I got to say, I went on a trip yesterday to LA.
[00:39:35.960 --> 00:39:38.960]   iPhones were getting the car and it came out.
[00:39:38.960 --> 00:39:42.960]   And it came out to me and I was like, I'm going to be a little bit more like that.
[00:39:42.960 --> 00:39:44.960]   And I was like, I'm going to go back to the car.
[00:39:44.960 --> 00:39:49.960]   I'm going to go back to the store yesterday to LA.
[00:39:49.960 --> 00:39:50.960]   iPhones were getting great.
[00:39:50.960 --> 00:39:52.960]   I get in the car and it crashes.
[00:39:52.960 --> 00:39:55.960]   And I'm without a phone until I can get somewhere to restore the thing.
[00:39:55.960 --> 00:39:57.960]   It's crashed so often.
[00:39:57.960 --> 00:40:01.960]   I pretty much connected this to over the air installs or updates.
[00:40:01.960 --> 00:40:06.960]   If I don't mess with the applications, everything seems to be okay.
[00:40:06.960 --> 00:40:08.960]   What are they saying about 2.1?
[00:40:08.960 --> 00:40:09.960]   Is it going to fix this problem?
[00:40:09.960 --> 00:40:10.960]   Is it going to add any capabilities?
[00:40:10.960 --> 00:40:11.960]   Are going to be cut and paste?
[00:40:11.960 --> 00:40:12.960]   What are we going to see on Friday?
[00:40:12.960 --> 00:40:19.960]   I was near the back of the auditorium and when Steve talked about 2.1, you could hear his teeth
[00:40:19.960 --> 00:40:20.960]   gnashing.
[00:40:20.960 --> 00:40:21.960]   Oh.
[00:40:21.960 --> 00:40:26.960]   To the extent where he said, we know there were bugs in 2.0.
[00:40:26.960 --> 00:40:31.960]   And this was not, you know, like, oh, well, hey, clearly he's not happy about this.
[00:40:31.960 --> 00:40:35.960]   And he said we're going to do things with this update, like fix the drop call.
[00:40:35.960 --> 00:40:37.960]   So that was the first thing out of his mouth.
[00:40:37.960 --> 00:40:39.960]   Have you had drop calls?
[00:40:39.960 --> 00:40:40.960]   Me?
[00:40:40.960 --> 00:40:41.960]   Yeah.
[00:40:41.960 --> 00:40:42.960]   I've had a phone call on myself.
[00:40:42.960 --> 00:40:43.960]   I'm in the building.
[00:40:43.960 --> 00:40:44.960]   Are you kidding me?
[00:40:44.960 --> 00:40:45.960]   How about you, Don?
[00:40:45.960 --> 00:40:46.960]   Drop calls on?
[00:40:46.960 --> 00:40:49.960]   I haven't found it to be worse that way.
[00:40:49.960 --> 00:40:51.960]   Yeah, I've had a few issues.
[00:40:51.960 --> 00:40:54.960]   To be honest, I use it more as a web interface than the natural phone.
[00:40:54.960 --> 00:40:57.960]   So I've not really had that much experience with the phone itself.
[00:40:57.960 --> 00:40:59.960]   But I have found it up until the last release.
[00:40:59.960 --> 00:41:01.960]   It was very crashy with the applications.
[00:41:01.960 --> 00:41:03.960]   And how about you, Bob?
[00:41:03.960 --> 00:41:06.960]   Are you having any problems with your 3G?
[00:41:06.960 --> 00:41:07.960]   No.
[00:41:07.960 --> 00:41:10.960]   I mean, I must be very, very lucky because mine has done nothing, absolutely nothing,
[00:41:10.960 --> 00:41:11.960]   except work brilliantly well.
[00:41:11.960 --> 00:41:16.960]   I mean, it's never, I don't know how to, I want to make it crash now to see what it
[00:41:16.960 --> 00:41:17.960]   does.
[00:41:17.960 --> 00:41:21.960]   Well, I can tell you how to make it crash and install more applications over the air.
[00:41:21.960 --> 00:41:27.120]   That's because that's, well, no, that was a tip I took from you because I'd installed
[00:41:27.120 --> 00:41:28.120]   one thing.
[00:41:28.120 --> 00:41:31.800]   I'm trying to remember what it was and it didn't work and it didn't crash.
[00:41:31.800 --> 00:41:32.800]   But I think that's what happens.
[00:41:32.800 --> 00:41:35.960]   I think you can get these partial installs and then it can't reboot.
[00:41:35.960 --> 00:41:36.960]   Yeah.
[00:41:36.960 --> 00:41:38.520]   And then it just says I can't reboot.
[00:41:38.520 --> 00:41:39.680]   And now you have to restore it.
[00:41:39.680 --> 00:41:41.680]   There's no other way to recover as far as I can tell.
[00:41:41.680 --> 00:41:42.680]   Right.
[00:41:42.680 --> 00:41:45.280]   But now everything I just download, everything directly to iTunes plug in and it goes on
[00:41:45.280 --> 00:41:46.680]   there and it's gone and it's been no problem.
[00:41:46.680 --> 00:41:48.680]   I've not, it's not, it's never gone.
[00:41:48.680 --> 00:41:52.720]   I get a better signal on it than I did on my last phone, which is unusual in the UK
[00:41:52.720 --> 00:41:55.680]   because it's, particularly where I live, you don't get a signal at all.
[00:41:55.680 --> 00:41:57.680]   You're talking about the voice, the call signal.
[00:41:57.680 --> 00:41:58.680]   Just a call signal.
[00:41:58.680 --> 00:41:59.680]   Yeah.
[00:41:59.680 --> 00:42:02.080]   But I mean, I'm getting 3G everywhere and I'm getting, you know, it's, and then I keep
[00:42:02.080 --> 00:42:03.080]   it all the time.
[00:42:03.080 --> 00:42:05.680]   All I do is, I just want to make a phone call.
[00:42:05.680 --> 00:42:09.560]   I suddenly realize I'm standing next to someone's house and they've got an open Wi-Fi
[00:42:09.560 --> 00:42:14.320]   and there's a lot of open Wi-Fi in this country, which I'm just amazed at.
[00:42:14.320 --> 00:42:16.720]   And they constantly be, I'm getting a really good Wi-Fi signal.
[00:42:16.720 --> 00:42:20.080]   They say, they say in the US the number one internet service provider is Linksys.
[00:42:20.080 --> 00:42:21.080]   Right.
[00:42:21.080 --> 00:42:23.160]   Nobody ever gets that joke.
[00:42:23.160 --> 00:42:24.720]   I keep telling it.
[00:42:24.720 --> 00:42:25.720]   Someday somebody will get that joke.
[00:42:25.720 --> 00:42:26.720]   I don't get it yet.
[00:42:26.720 --> 00:42:28.920]   I think I mean, no, I haven't got a clue.
[00:42:28.920 --> 00:42:32.760]   But I mean, when I was in the States, I was constantly getting Wi-Fi signals.
[00:42:32.760 --> 00:42:33.760]   Oh yeah.
[00:42:33.760 --> 00:42:34.760]   And I didn't want them.
[00:42:34.760 --> 00:42:35.760]   Yeah.
[00:42:35.760 --> 00:42:36.760]   Oh yeah.
[00:42:36.760 --> 00:42:38.060]   And in fact, that's one thing I'd turn off on the phone right away is let me know if there's
[00:42:38.060 --> 00:42:39.800]   a Wi-Fi signal nearby.
[00:42:39.800 --> 00:42:40.800]   Yes.
[00:42:40.800 --> 00:42:41.800]   That's all the phone goes.
[00:42:41.800 --> 00:42:42.800]   Hello.
[00:42:42.800 --> 00:42:43.800]   Hey, hey, over here.
[00:42:43.800 --> 00:42:44.800]   Hey, I got another.
[00:42:44.800 --> 00:42:45.800]   Oh yeah.
[00:42:45.800 --> 00:42:49.840]   So Chris, did he say, did he say, my biggest problem I have with it is battery life.
[00:42:49.840 --> 00:42:50.840]   That's the thing that I did.
[00:42:50.840 --> 00:42:51.840]   Yes.
[00:42:51.840 --> 00:42:53.000]   Now they did say this would improve battery life.
[00:42:53.000 --> 00:42:54.000]   I don't know how.
[00:42:54.000 --> 00:42:55.000]   Yes.
[00:42:55.000 --> 00:42:56.000]   That's what I'm looking forward to that.
[00:42:56.000 --> 00:42:59.400]   What kind of magic can a firmware to do?
[00:42:59.400 --> 00:43:03.320]   Chris, do they give you any clues at all about what's coming into one?
[00:43:03.320 --> 00:43:04.320]   Well, no.
[00:43:04.320 --> 00:43:10.580]   I mean, in the iPhone iPod Touch software, they tell you essentially that it fixes some
[00:43:10.580 --> 00:43:16.260]   problems with contacts loading slowly and that pop email is going to work better and
[00:43:16.260 --> 00:43:17.860]   some crashing bugs with applications.
[00:43:17.860 --> 00:43:19.580]   The thinking is going to be faster.
[00:43:19.580 --> 00:43:24.220]   So a lot of the things that people notice right away that why is my iPhone backing up
[00:43:24.220 --> 00:43:25.420]   for two hours?
[00:43:25.420 --> 00:43:27.260]   Does it really need to do that?
[00:43:27.260 --> 00:43:28.980]   That kind of thing is going to be addressed here.
[00:43:28.980 --> 00:43:32.300]   And then again, Steve said, you're not going to experience the kind of drop calls you're
[00:43:32.300 --> 00:43:33.300]   getting.
[00:43:33.300 --> 00:43:37.640]   And hopefully it's going to be the iPhone that we wanted it to be and it worked well
[00:43:37.640 --> 00:43:39.240]   as the first generation.
[00:43:39.240 --> 00:43:45.480]   Ray Maxwell, a friend from Vancouver called on the show and said that the way to shorten
[00:43:45.480 --> 00:43:52.840]   the sync times is to turn off when you first install the iPhone, Apple says, do you want
[00:43:52.840 --> 00:43:59.960]   me to send an anonymous data back to our servers and logs and so forth?
[00:43:59.960 --> 00:44:01.720]   And of course, we're all good citizens.
[00:44:01.720 --> 00:44:03.360]   And we say, yes.
[00:44:03.360 --> 00:44:04.360]   And we also check the box.
[00:44:04.360 --> 00:44:06.120]   It says, don't ask me that again.
[00:44:06.120 --> 00:44:08.240]   Ray said, that's part of the problem.
[00:44:08.240 --> 00:44:12.120]   I don't know if this is you you're the you do the Mac 911 common in Mac world magazines.
[00:44:12.120 --> 00:44:14.180]   If anybody would know about this, it'd be you.
[00:44:14.180 --> 00:44:16.280]   But I did turn that off.
[00:44:16.280 --> 00:44:18.480]   I said, don't send the logs.
